"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Panel","Frame","GRTS_Order","Location_Status","Location_Notes","Event_Count","Event_Earliest","Event_Latest","UTM_ZONE_NAD83_X","UTM_ZONE_NAD83_Y","Latitude","Longitude","UTM_Zone","Aspect"
"FRSP-116","FRSP","FRSP_SPOT","SPOT","2","MIDN",9,"Active",NA,3,20080902,20160822,271605,4233806,38.2232649220263,-77.6091062061448,18,170
"FRSP-117","FRSP","FRSP_FRED","FRED","2","MIDN",12,"Active",NA,3,20080827,20160830,283845,4237046,38.255462350945,-77.4703915801017,18,344
"FRSP-118","FRSP","FRSP_SPOT","SPOT","2","MIDN",11,"Active","Very open understory. Jun vir/lir tul with lots of liq sty seedlings. Edge forest.",3,20080902,20160823,271349,4232798,38.2141246989931,-77.6117032128967,18,40
"FRSP-119","FRSP","FRSP_SPOT","SPOT","2","MIDN",8,"Active","Young Virg. Pine and mixed hardwood forest, sparse ground cover.",3,20080902,20160822,272374,4233551,38.221163970783,-77.6002480093617,18,0
"FRSP-120","FRSP","FRSP_FRED","FRED","2","MIDN",15,"Active","Sparse understory. Willow oak overstory.  Seasonally flooded, dry in late summer.",3,20080827,20160830,286854,4236788,38.2538579526336,-77.4359536484952,18,0
"FRSP-121","FRSP","FRSP_SPOT","SPOT","2","MIDN",12,"Active",NA,3,20080902,20160822,271853,4233054,38.2165574227998,-77.606034170735,18,25
"FRSP-122","FRSP","FRSP_SPOT","SPOT","2","MIDN",15,"Active",NA,3,20080902,20160822,271853,4232797,38.2142435941528,-77.6059515949428,18,0
"FRSP-123","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",14,"Active","Virginia pine with oak midstory and ilex subcanopy. Sparse qround cover.",3,20080903,20160823,269100,4244296,38.3170659810895,-77.6411149718633,18,300
"FRSP-124","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",15,"Active",NA,3,20080903,20160823,269098,4244037,38.3147337366561,-77.6410531832208,18,0
"FRSP-125","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",25,"Active",NA,3,20080903,20160907,268107,4243048,38.3055743267699,-77.6520525155607,18,44
"FRSP-126","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",19,"Active",NA,3,20080903,20160907,269856,4243047,38.3060157169624,-77.6320692760457,18,96
"FRSP-127","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",17,"Active","oak heath, a bit open. Changed plot orientation from 113 to 93",3,20080909,20160908,269106,4243055,38.3058950200765,-77.6406409452065,18,293
"FRSP-128","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",23,"Active","Oak heath",3,20080903,20160829,269350,4243551,38.3104232011682,-77.6380150092501,18,0
"FRSP-142","FRSP","FRSP_SPOT","SPOT","2","MIDN",13,"Active","Tulip poplar/pinus virg canopy, beech subcanopy with lycopodium groundcover. Changed plot orientation from 214 to 217",3,20080915,20160822,273100,4234306,38.2281448346394,-77.592203891661,18,34
"FRSP-145","FRSP","FRSP_SPOT","SPOT","2","MIDN",10,"Active",NA,3,20080915,20160823,272120,4233303,38.2188668772749,-77.6030671632731,18,0
"FRSP-146","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",20,"Active","White oak canopy, with Kalmia latifolia in understory. Just of trail.",3,20080916,20160908,259105,4245545,38.3256803288962,-77.755747499687,18,260
"FRSP-147","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",21,"Active","Bare ground cover, Ilex/fagus subcanopy, oak canopy.",3,20080916,20160901,259089,4244043,38.312155083828,-77.7554181400386,18,0
"FRSP-149","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",24,"Active",NA,3,20080916,20160901,259101,4242307,38.2965308543301,-77.7546894993294,18,168
"FRSP-150","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",16,"Active","Lir tul canopy, stream bed/ravine through bottom of plot. Lycopodium and ferns groundcover.",3,20080916,20160908,259608,4243556,38.3079103488026,-77.7493227643964,18,90
"FRSP-151","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",18,"Active","Oak heath. Social trail through plot.",3,20080917,20160901,261869,4242545,38.29941214471,-77.7231506910021,18,210
"FRSP-152","FRSP","FRSP_CHWILD","CHWILD","2","MIDN",22,"Active",NA,3,20080917,20160823,267605,4244051,38.3144741373163,-77.6581177594181,18,0
"FRSP-180","FRSP","FRSP_SPOT","SPOT","3","MIDN",19,"Active","UR micro is locatated 6.3m from center at 304degrees. Tulip poplar, Beech, Pine forest with Ilex/Beech understory.",3,20090908,20170821,273093,4232813,38.2147011200232,-77.5918065390959,18,80
"FRSP-197","FRSP","FRSP_FRED","FRED","3","MIDN",17,"Active","mixed hardwood with sparse vaccinium and lyonia ligustrina understory",3,20090824,20170829,284097,4238809,38.2713971836564,-77.4680513571037,18,0
"FRSP-199","FRSP","FRSP_FRED","FRED","3","MIDN",18,"Active","Dense Ilex understory. Mixed hardwood canopy.",3,20090824,20170824,283859,4239800,38.2802629791117,-77.4710722451724,18,86
"FRSP-200","FRSP","FRSP_FRED","FRED","3","MIDN",19,"Active","Fair amount of CWD, mixed canopy and sparse heath understory.  Changed orientation from 360 to 359 (2013).",3,20090824,20170817,284348,4237075,38.2558443160665,-77.4646566407449,18,0
"FRSP-201","FRSP","FRSP_FRED","FRED","3","MIDN",22,"Active","Oak/hickory with sparse understory. Changed orientation from previously recorded 164",3,20090824,20170817,285601,4236795,38.2536229397266,-77.4502636993907,18,344
"FRSP-202","FRSP","FRSP_FRED","FRED","3","MIDN",16,"Active","Oak forest with sparse understory",3,20090824,20170822,286099,4236800,38.2537866259708,-77.4445785962934,18,76
"FRSP-204","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",35,"Active",NA,3,20090825,20170905,268349,4243533,38.3100031907655,-77.6494465618501,18,0
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",33,"Active","Oak canopy with mixed hardwood sapling understory. Changed orientation from 360 to 2.",3,20090826,20170823,258105,4245545,38.3254110689081,-77.7671748088036,18,193
"FRSP-206","FRSP","FRSP_FRED","FRED","3","MIDN",21,"Active","Oak canopy with sparse understory .",3,20090824,20170829,285850,4236549,38.2514672561495,-77.4473460647686,18,82
"FRSP-208","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",37,"Active","All stakes near trail with only 2-3 inches above ground (2013 update: now they all have rebar)
NOTE: BC regen stake is flush with ground due to trail. We drove a metal stake in flush to help find stake in future. 2013 update: unable to locate BC regen stake (metal detector broken), so we replaced it where it should have been with rebar. Future observers may find two stakes if using detector.",3,20090827,20170823,260345,4244053,38.3125815801161,-77.7410712779549,18,169
"FRSP-209","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",29,"Active","Mixed hardwood canopy with sparse understory. 2013- changed orientation to 240 from 230",3,20090827,20170823,259602,4243292,38.3055322055938,-77.7493015313673,18,155
"FRSP-210","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",30,"Active","mixed hardwood with heath and ilex understory; orientation changed from previously stated 360",3,20090825,20170905,268607,4243814,38.3125995665304,-77.6465906744625,18,0
"FRSP-211","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",26,"Active","Oakcanopy with sparse vaccinium understory.",3,20090826,20170823,263101,4242552,38.2998012603154,-77.7090790773796,18,0
"FRSP-213","FRSP","FRSP_FRED","FRED","3","MIDN",20,"Active","Oak forest with moderate number of saplings.  Understory relatively thin, not many shrubs.
Changed plot orientation from 40 to 45 deg. To more accurately represent plot layout. (2013)",3,20090824,20170822,286853,4236053,38.2472395178954,-77.435744037611,18,222
"FRSP-216","FRSP","FRSP_SPOT","SPOT","3","MIDN",17,"Active","Oak hickory canopy with sparse vaccinium ground cover. Dry stream bed runs through middle of plot. Appears to be fed by road runoff. MIC VIM starting to grow up around and in stream bed. In 2013 only a trace MIC VIM present. 2013 - changed orientation to 296 from 293",3,20090831,20170821,271849,4233795,38.2232277917607,-77.6063179628595,18,153
"FRSP-220","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",36,"Active",NA,3,20090828,20170829,268625,4244049,38.3147198638124,-77.6464619480936,18,289
"FRSP-221","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",28,"Active","Deposit of trash/glass items right outside of plot.
BR corner stake offset to 12.5 HD due to tree.
Oak and hickory with sparse understory",3,20090825,20170829,268095,4243550,38.3100906040786,-77.6523543210375,18,0
"FRSP-222","FRSP","FRSP_SPOT","SPOT","3","MIDN",21,"Active","mixed hardwood with ilex and laurel midstory and sparse understory; changed orientation from 123 to 134;",3,20090909,20170821,270369,4232806,38.2139472269734,-77.6228887722171,18,356
"FRSP-223","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",27,"Active","Changed plot orientation from 234 to 237.  Successional Virginia Pine with oak and Nyssa canopy, heath understory.  Fairly open canopy with fallen pines.",3,20090826,20170905,269856,4243306,38.3083474667733,-77.6321536048507,18,54
"FRSP-224","FRSP","FRSP_SPOT","SPOT","3","MIDN",14,"Active","Oak/hickory/beech canopy. Sparse understory.",3,20090915,20170822,272857,4232555,38.2123187361234,-77.5944171331745,18,174
"FRSP-225","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",32,"Active","Oak and remnants of pine plantation. Sparse understory.",3,20090826,20170905,268850,4243047,38.3057570726734,-77.6435632178774,18,184
"FRSP-227","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",31,"Active","Grassy, ferny ground cover with exotics coming in. Mixed hardwood canopy.",3,20090917,20170823,260103,4242325,38.2969613006685,-77.7432498611357,18,97
"FRSP-228","FRSP","FRSP_SPOT","SPOT","3","MIDN",16,"Active","white oak with sparse understory",3,20090909,20170821,272096,4234055,38.2256312297803,-77.6035825005741,18,224
"FRSP-232","FRSP","FRSP_SPOT","SPOT","3","MIDN",18,"Active","Pinus taeda canopy with mixed hardwood regen.",3,20090910,20170821,271590,4234299,38.2276996842847,-77.6094360627014,18,343
"FRSP-234","FRSP","FRSP_SPOT","SPOT","3","MIDN",20,"Active","Virginia pine/hardwood mixed canopy with little understory.  Changed plot orientation from 183 to 185 to reflect plot layout better (2013).",3,20090915,20170822,272594,4232799,38.2144491307293,-77.5974963949511,18,3
"FRSP-235","FRSP","FRSP_CHWILD","CHWILD","3","MIDN",34,"Active","Oak canopy with some sweetgum and Nyssa regen.  Changed plot orientation from 167 to 165 deg. (2013).",3,20090910,20170831,268602,4244300,38.3169736262587,-77.6468069662982,18,6
"FRSP-272","FRSP","FRSP_FRED","FRED","4","MIDN",28,"Active","American Holly understory mixed hardwood canopy",3,20100823,20180910,284845,4237301,38.2579983904192,-77.4590499604758,18,0
"FRSP-273","FRSP","FRSP_FRED","FRED","4","MIDN",24,"Active","squirrels ate all the tags",3,20100823,20180816,283854,4239298,38.2757417320279,-77.4709760667304,18,340
"FRSP-274","FRSP","FRSP_FRED","FRED","4","MIDN",30,"Active","mixed hardwood with sparse understory",3,20100824,20180911,284099,4236544,38.2510033341241,-77.4673382228427,18,34
"FRSP-275","FRSP","FRSP_FRED","FRED","4","MIDN",23,"Active","2014 - changed orientation from 360 to 358 degrees",3,20100824,20180911,284855,4236297,38.2489605764419,-77.4586309695304,18,0
"FRSP-276","FRSP","FRSP_FRED","FRED","4","MIDN",25,"Active","Early successtional plot: mostly Jun vir. Very open. Full size Ail alt trees near plot, seedings in plot. 2014 - changed orientation from 148 to 142. Reset UR corner; not located.",3,20100824,20180911,286349,4235792,38.2447697444949,-77.4414200326229,18,328
"FRSP-277","FRSP","FRSP_FRED","FRED","4","MIDN",29,"Active","mixed hardwood with moderately sparse understory, patch of microstegium in BL corner of plot",3,20100825,20180821,286603,4236554,38.2516913759099,-77.4387493607727,18,0
"FRSP-278","FRSP","FRSP_FRED","FRED","4","MIDN",26,"Active","BR at base of large oak ; BL near trail and driven deep
orientation changed to 2. reset UR, BR, BM, UR- werent there. BL- rebar at 12 because of trail, no white stake",3,20100825,20180821,285844,4236304,38.249259779586,-77.4473405516241,18,180
"FRSP-279","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",41,"Active","Mixed hardwood with sparse vaccinium understory",3,20100826,20180822,269349,4244046,38.3148793513762,-77.6381880028304,18,0
"FRSP-280","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",40,"Active","Mixed hardwood canopy, mountain laurel/vacc understory",3,20100825,20180822,269091,4244543,38.3192873581753,-77.6412985486187,18,300
"FRSP-281","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",45,"Active","Aspect recorded as 180, but plot is flat so entered as 0; mixed hardwood with sparse understory",3,20100826,20180822,270095,4243051,38.3061130105815,-77.6293398872767,18,0
"FRSP-282","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",38,"Active","sloped mixed hardwood; carex and ferns in understory",3,20100826,20180822,270607,4242803,38.3040113446334,-77.6234095349233,18,170
"FRSP-283","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",43,"Active","Sparse vacc understory, mixed oak canopy.
Reset UR. Was off by 1m and 3 degrees. Changed orientation to 358. 9/2/14",3,20100829,20180822,269347,4242804,38.3036972984994,-77.6378055329662,18,140
"FRSP-284","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",39,"Active","Mixed hardwood, large canopy gap with mid story regen. Sparse groundcover. 2014 - changed orientation from 360 to 257 degrees.",3,20100829,20180823,258848,4245296,38.3233697546394,-77.7585993127186,18,180
"FRSP-285","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",46,"Active","Acidic oak/ hickory, sparse understory. Old NPS park boundary pole in plot.",3,20100830,20180823,259598,4245312,38.3237152001612,-77.7500344695346,18,0
"FRSP-286","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",44,"Active","Vir. Pine and Oak canopy. Sparse vaccinium groundcover.",3,20100830,20180912,262599,4242303,38.2974270159535,-77.7147301998142,18,0
"FRSP-287","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",48,"Active","oaky canopy, very sparse understory",3,20100831,20180912,260093,4244291,38.3146567008181,-77.7440312928793,18,180
"FRSP-288","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",49,"Active","mixed hardwood and pine forest directly adjacent to road, sparse vaccinium understory",3,20100831,20180911,260854,4242026,38.2944700987717,-77.7345700459542,18,0
"FRSP-289","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",42,"Active","Virginia pine with mixed hardwood coming in. Lycopodium groundcover. Changed orientation from 206 to 212.",3,20100901,20180823,259350,4243545,38.3077421525543,-77.7522665761839,18,26
"FRSP-290","FRSP","FRSP_SPOT","SPOT","4","MIDN",26,"Active","Tulip tree forest with beech and holly midstory, sparse understory",3,20100907,20180820,273354,4234546,38.2303696620975,-77.5893814834606,18,0
"FRSP-291","FRSP","FRSP_SPOT","SPOT","4","MIDN",23,"Active","mixed hardwood and pine with sparse understory",3,20100907,20180821,273347,4232547,38.2123702305024,-77.5888231033921,18,85
"FRSP-310","FRSP","FRSP_CHWILD","CHWILD","4","MIDN",47,"Active","2014 - changed orientation to 173 from 169. Mixed hardwood with ferns in understory, stream through plot.",3,20100920,20180823,259603,4243804,38.3101415108007,-77.749464236673,18,349
"FRSP-312","FRSP","FRSP_SPOT","SPOT","4","MIDN",29,"Active","Plot moved 15m north. Oak heath, mountain laurel in understory.",3,20100920,20180820,271599,4232814,38.214332227115,-77.6088555380575,18,315
"FRSP-315","FRSP","FRSP_SPOT","SPOT","4","MIDN",22,"Active","Moved plot 20 m north due to yellow jacket nest.  DMS got stung 5 times; 2 in left arm ,1 on chest, and 2 on the head and face region!!!! 2014 - White oak canopy, sparse understory.",3,20100920,20180821,272606,4233575,38.2214387089463,-77.597608000592,18,0
"FRSP-316","FRSP","FRSP_SPOT","SPOT","4","MIDN",28,"Active","Plot is oak/hickory/beech forest on moderate slope. 2014 - changed orientation to 148 from 140 degrees.",3,20100920,20180820,272850,4233048,38.2167556001165,-77.5946547169156,18,320
"FRSP-318","FRSP","FRSP_SPOT","SPOT","4","MIDN",25,"Active","Oak/Pine forest not too many trees; gaylussacia and vaccinium understory",3,20100922,20180820,271849,4233306,38.218825220166,-77.6061607973916,18,320
"FRSP-319","FRSP","FRSP_SPOT","SPOT","4","MIDN",27,"Active","Acidic Oak/Hickory. Sparse understory. Steep drop of in bottom half of plot. 2014 - changed orientation to 195 from 192 degrees.",3,20100922,20180820,271352,4234320,38.2278282907873,-77.612159216102,18,12
"GETT-028","GETT","GETT",NA,"1","MIDN",10,"Active","White Oak forest with high regen (Cercis) and lonicera japonica groundcover.",4,20070709,20190724,310101,4409555,39.8147821216562,-77.2186075838206,18,180
"GETT-029","GETT","GETT",NA,"1","MIDN",8,"Active","Tulip poplar / maple forest with Lindera mid-story, and some Berberis and Microstegeum groundcover.",4,20070709,20190724,309583,4408560,39.8057079972533,-77.2243662531992,18,90
"GETT-030","GETT","GETT",NA,"1","MIDN",6,"Active","Jun vir, transitioned into Oak and red maple. Mic vim and ber thu understory. Corners and UC marked with white fiberglass stakes",4,20070710,20190723,308863,4408075,39.8011799231,-77.232629673907,18,254
"GETT-031","GETT","GETT",NA,"1","MIDN",5,"Active","Oak hickory canopy, large canopy gap due to huge df Q. alba. Oak seedlings, rosa multi, lon jap, and mile-a-minute responding. UL micro in tip-up mound.",4,20070710,20190725,306841,4407290,39.7936557576839,-77.2560000238311,18,270
"GETT-032","GETT","GETT",NA,"1","MIDN",12,"Active","In a health cut, very dense with very tall rubus allegheniensis. Tough plot, best to have more than 2 crew members. 2019 - not the worst plot, rubus covers less than half the plot. Could be improving.",4,20070710,20190723,307589,4406049,39.7826522717286,-77.2469064198051,18,242
"GETT-033","GETT","GETT",NA,"1","MIDN",14,"Active","Next cycle must check the ulmus species in microplots. In 2011 they were listed as U. americana, and in 2015 as U. rubra. 2019 - confirmed U. rubra.",4,20070710,20190724,310357,4409298,39.8125253995771,-77.2155444931251,18,0
"GETT-034","GETT","GETT",NA,"1","MIDN",16,"Active","White oak and hickory forest with moderate regeneration.  About a third of the plot is open, close to wire fence.",4,20070711,20190725,307110,4409039,39.8094632536886,-77.2533746927557,18,80
"GETT-035","GETT","GETT",NA,"1","MIDN",18,"Active","Oak/Hickory forest with a few olive and rosa shrubs.  Some canopy gaps providing light for abundance of groundcover.  Fiberglass stake set at BL because rebar not found. (2015). Site of old health cut.",4,20070711,20190723,307855,4406284,39.7848281117269,-77.2438711676762,18,131
"GETT-087","GETT","GETT",NA,"2","MIDN",24,"Active","changed orientation from 360 to 350.  Right next to road and trail.  Very wet plot.  Lots of shrubs and very difficult to find rebar as well as stakes.",3,20080811,20160802,309127,4408804,39.8078025838556,-77.2297602474986,18,0
"GETT-089","GETT","GETT",NA,"2","MIDN",20,"Active","Oak-mixed hardwood slope with dense understory. Possible health cut, big bucked log down in plot.",3,20080812,20160802,310343,4410057,39.8193558099232,-77.2159274841662,18,12
"GETT-090","GETT","GETT",NA,"2","MIDN",23,"Active","Open plot with White mulberry",3,20080812,20160803,309110,4409536,39.8143891527948,-77.2301717606879,18,0
"GETT-091","GETT","GETT",NA,"2","MIDN",21,"Active","Dense saplings w/ oaks make up canopy. Park at the intersection of Sykes and wheatfield.",3,20080812,20160801,308602,4407302,39.7941617314668,-77.2354507315029,18,270
"GETT-092","GETT","GETT",NA,"2","MIDN",29,"Active","Oak hickory canopy, microstegium, ribes, and seedlings make up most of ground cover.",3,20080813,20160801,306601,4409054,39.8094826996004,-77.259320996025,18,0
"GETT-093","GETT","GETT",NA,"2","MIDN",30,"Active","Oak hickory canopy, with microstegium and rosa in understory.  Lots of rosa, tox, ribes and lonicera in plot.",3,20080813,20160804,307603,4413545,39.8501429712431,-77.2489427014553,18,0
"GETT-096","GETT","GETT",NA,"2","MIDN",25,"Active","Lots of vib pru in understory, oak hickory canopy",3,20080812,20160802,307607,4407317,39.7940723841508,-77.247067932128,18,340
"GETT-097","GETT","GETT",NA,"2","MIDN",22,"Active","Very open plot, with small temp stream. Rosa and vib pru make parts of plot dense.2016 -Had to reset plot center using trees (again). Placed a fiberglass stack and rebar at the base of 3139 and a rebar 5m meters away at 74 degrees. If you strap out a tape between the two new stakes, plot center should be at 2.25m from tree 3139 and 3.75m from the other stake on the other side of the stream. Plot center is marked by a thin rebar (no center cap) and a white stake but we anticipate it being washed out again as it is in a temporary stream bed. BR is just sticking out from under a log.",3,20080813,20160803,307117,4411757,39.8339352541886,-77.2540927804557,18,0
"GETT-167","GETT","GETT",NA,"3","MIDN",34,"Active","Plot has several boulders, looks to be old quarry site.  Plot orientation changed from 254 to 252 in 2013.",3,20090803,20170724,309351,4409046,39.8100316202246,-77.227215705282,18,20
"GETT-168","GETT","GETT",NA,"3","MIDN",32,"Active","Dense barbery thicket with open canopy. Appears to be seasonally flooded but is dry in July. However, stakes seem to often be disturbed.",3,20090803,20170726,309584,4408805,39.8079140293463,-77.2244256996275,18,9
"GETT-169","GETT","GETT",NA,"3","MIDN",39,"Active","Thick spicebush with recent canopy gap for most of plot (2013).",3,20090804,20170726,308610,4407043,39.7918316883397,-77.2352818457647,18,102
"GETT-170","GETT","GETT",NA,"3","MIDN",42,"Active","plot center is beneath cwd",3,20090804,20170725,307848,4407798,39.7984573775961,-77.244396014133,18,148
"GETT-171","GETT","GETT",NA,"3","MIDN",45,"Active","mixed hardwood canopy with thick barberry and lindera understory. Difficult to shoot angles due to thick understory.",3,20090805,20170724,309851,4408809,39.8080097805669,-77.22130999325,18,324
"GETT-173","GETT","GETT",NA,"3","MIDN",36,"Active","Oak/Hickory sparse canopy with thick understory of Rosa multiflora and rubus with fair amount of regen. Four person crew recommended.",3,20090804,20170725,309857,4410056,39.8192382451086,-77.2216015401981,18,203
"GETT-174","GETT","GETT",NA,"3","MIDN",44,"Active",NA,3,20090805,20170725,308091,4406047,39.7827475882428,-77.2410478859865,18,162
"GETT-175","GETT","GETT",NA,"3","MIDN",47,"Active","Tulip Poplar and Oak Canopy, with fair amount of regen in the understory. Health cut between 2009 and 2013, probably in 2012. All down wood has been bucked. BR corner is on a large rock so no stake or rebar. Marked with a green X. UC has rebar. Some dead rosa multiflora on plot, it might have been treated at some point.",3,20090805,20170727,308602,4406809,39.7897231269638,-77.2353069903848,18,121
"GETT-252","GETT","GETT",NA,"4","MIDN",58,"Active","Hickory and walnut canopy with spicebush understory.",3,20100809,20180731,309353,4408548,39.8055484348507,-77.2270476133277,18,0
"GETT-253","GETT","GETT",NA,"4","MIDN",51,"Active","Social trail runs through plot.  Many boulders on site. 2014 - Plot center, UC not located: reset. BL off by 20 degrees, reset. UL stake marked with paint, no rebar. UR micro marked by paint mark on boulder, no rebar. Plot center rebar disguised by rocks and leaf litter, in between two large boulders. No tree tags found from 2010 visit, most likely removed by visitors. 2014 tagged at base of tree, hopefully tags will be less obvious.",3,20100807,20180801,308096,4406818,39.7896902044421,-77.2412148652387,18,332
"GETT-254","GETT","GETT",NA,"4","MIDN",56,"Active","patches of vac. Stam. And dead rosa in understory",3,20100810,20180801,307854,4413548,39.8502268098904,-77.2460117494004,18,238
"GETT-255","GETT","GETT",NA,"4","MIDN",50,"Active","Swamp white oak overstory (some health cut) with rubus, lots of rosa, shrubs and tall seedling understory.",3,20100811,20180731,308845,4408550,39.8054524232509,-77.2329781734676,18,0
"GETT-256","GETT","GETT",NA,"4","MIDN",57,"Active","Tulip poplar / hickory overstory with dense spicebush and barberry understory.  Small stream running through plot - boots not necessary.. Reset BL, couldn<U+0092>t find. UL reset, was 1m off. 2014",3,20100809,20180731,307348,4405807,39.7804189925318,-77.2496477069559,18,0
"GETT-257","GETT","GETT",NA,"4","MIDN",48,"Active",NA,3,20100810,20180731,306605,4412050,39.8364567646181,-77.2601583045067,18,0
"GETT-258","GETT","GETT",NA,"4","MIDN",62,"Active","Mixed hardwood canopy, dense fraxinus sapling regen.",3,20100810,20180730,310104,4409815,39.8171236548563,-77.2186478616131,18,320
"GETT-259","GETT","GETT",NA,"4","MIDN",63,"Active","Oak canopy, some regen.",3,20100811,20180801,306827,4407555,39.7960384066999,-77.256241409372,18,250
"GETT-356","GETT","GETT",NA,"2","MIDN",64,"Active","Near health cut, southern half of plot in sapling regen age.",2,20120809,20160802,307350,4406050,39.7826072185316,-77.2496956455245,18,0
"GEWA-143","GEWA","GEWA",NA,"2","MIDN",2,"Active","Plot right on side of rouad about 150m from maintenance buildings.  Japanese stilt grass and smilax understory.  Fairly open.",3,20080911,20160906,331599,4229051,38.1936677439726,-76.923047910489,18,0
"GEWA-144","GEWA","GEWA",NA,"2","MIDN",1,"Active","Mature PINTAE in canopy with mixed hardwood underneath. Sparse ground cover. Changed plot orientation from 360 to 346.",3,20080911,20160906,331846,4228796,38.1914169799886,-76.9201684366474,18,0
"GEWA-214","GEWA","GEWA",NA,"3","MIDN",4,"Active","Oak and Pine canopy with Ilex understory, sparse ground cover",3,20090901,20170831,332096,4228797,38.1914726316283,-76.9173153730313,18,0
"GEWA-218","GEWA","GEWA",NA,"3","MIDN",3,"Active",NA,3,20090901,20170831,331350,4228572,38.1893065521283,-76.9257762164786,18,0
"GEWA-294","GEWA","GEWA",NA,"4","MIDN",5,"Active","loblolly and mixed hardwood; large downed virginia pine in plot; trail directly adjacent to plot; BR stake under large CWD; no white stake at UL, only rebar due to proximity to trail",3,20100909,20180910,331853,4228546,38.1891664033805,-76.9200294048039,18,120
"GEWA-295","GEWA","GEWA",NA,"4","MIDN",6,"Active","Mixed hardwood, lots of herbacous cover. Edge forest: invasives and vines. Wet patch near plot,plot could be wet in a wet year. UL corner in 1.5m above ground in recent tip up. No rebar, will have to be reset when tip up mound disintergrates.",3,20100909,20180910,330871,4229299,38.1957651631543,-76.9314159452742,18,0
"GEWA-320","GEWA","GEWA",NA,"1","MIDN",9,"Active","Coordinates changed in 2015 to correct location. Old loblolly pine plantation/juniperus virginia. Sparse ground cover. Chiggers can be bad, take appropriate precautions. Changed orienation to 5 from 360.",3,20110919,20190829,332600,4229300,38.1960972649102,-76.9116815809664,18,180
"GEWA-321","GEWA","GEWA",NA,"1","MIDN",7,"Active","Loblolly canopy, fairly open. Dense ground cover off new york fern, microstegium, and false nettle (boehmeria cylindrica).",3,20110919,20190829,331598,4228547,38.1891277683532,-76.9229399114365,18,180
"HOFU-050","HOFU","HOFU",NA,"1","MIDN",3,"Active","Tulip tree overstory with wineberry understory.",4,20070813,20190717,435101,4451801,40.2141129883689,-75.7626839228779,18,184
"HOFU-051","HOFU","HOFU",NA,"1","MIDN",2,"Active","Oak/hickory canopy. Some barberry and rosa but not a lot yet.",4,20070814,20190717,434598,4449550,40.1937953689372,-75.7683656153698,18,62
"HOFU-052","HOFU","HOFU",NA,"1","MIDN",4,"Active","Red oak canopy with Nyssa and Sassafras in understory. Vaccinium ground cover. 2015- changed orientation from 360 to 2 degrees. Microplots were mixed up in 2007.  Saplings recorded in UL were actually in B, and saplings recorded in UR were actually in UL.",4,20070814,20190718,434349,4449300,40.1915237456158,-75.7712651897893,18,3
"HOFU-053","HOFU","HOFU",NA,"1","MIDN",1,"Active","Microstegeum groundcover with some barberry.  Red maple floodplain.",4,20070814,20190717,434851,4450804,40.2051119500886,-75.7655205800892,18,0
"HOFU-083","HOFU","HOFU",NA,"2","MIDN",7,"Active","Tulip poplar stand near road behind maintenance. Large debris pile covering UC and UR since 2016 visit. Looks like it was bulldozed into the plot.",3,20080807,20160727,434359,4451310,40.2096319586921,-75.7713529078648,18,50
"HOFU-084","HOFU","HOFU",NA,"2","MIDN",8,"Active","Hardwood canopy, with dense ground cover of ferns, rubus, and vaccinium.",3,20080807,20160727,435593,4451039,40.2072863200367,-75.7568261231782,18,305
"HOFU-085","HOFU","HOFU",NA,"2","MIDN",5,"Active",NA,3,20080807,20160727,434342,4452052,40.216315047041,-75.7716284716446,18,350
