"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Quadrat_Number","Latin_Name","TaxonCode","TSN","Height","Browsable","Browsed"
"COLO-351","COLO","COLO_YORK","Yorktown","1",2,"MIDN","2012",20120821,"B2","Pinus taeda",NA,18037,22.5,NA,NA
"COLO-351","COLO","COLO_YORK","Yorktown","1",2,"MIDN","2012",20120821,"B2","Pinus taeda",NA,18037,22.5,NA,NA
"COLO-351","COLO","COLO_YORK","Yorktown","1",2,"MIDN","2012",20120821,"B2","Pinus taeda",NA,18037,22.5,NA,NA
"RICH-016","RICH","RICH",NA,"3",1,"MIDN","2015",20150909,"C8","Pinus taeda",NA,18037,22.5,NA,NA
"COLO-351","COLO","COLO_YORK","Yorktown","1",2,"MIDN","2012",20120821,"AA","Pinus taeda",NA,18037,22.5,NA,NA
"FRSP-227","FRSP","FRSP_CHWILD","CHWILD","2",3,"MIDN","2013",20130822,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"B2","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"B2","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"B2","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-011","APCO","APCO",NA,"2",1,"MIDN","2011",20110810,"B8","Juniperus virginiana",NA,18048,22.5,NA,NA
"GETT-034","GETT","GETT",NA,"2",1,"MIDN","2011",20110803,"B2","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-011","APCO","APCO",NA,"3",1,"MIDN","2015",20150804,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"GETT-032","GETT","GETT",NA,"2",1,"MIDN","2011",20110801,"B5","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-227","FRSP","FRSP_CHWILD","CHWILD","1",3,"MIDN","2009",20090917,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-017","FRSP","FRSP_SPOT","SPOT",NA,1,"MIDN","2019",20190822,"B5","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-266","APCO","APCO",NA,"2",4,"MIDN","2014",20140806,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,"A2","Juniperus virginiana",NA,18048,22.5,NA,NA
"GEWA-295","GEWA","GEWA",NA,"2",4,"MIDN","2014",20140825,"A5","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","2",3,"MIDN","2013",20130821,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","2",3,"MIDN","2013",20130821,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"PETE-024","PETE","PETE_EAST","EAST","1",1,"MIDN","2007",20070619,"A8","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-056","FRSP","FRSP_SPOT","SPOT","2",1,"MIDN","2011",20110825,"B5","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-268","APCO","APCO",NA,"1",4,"MIDN","2010",20100818,"B5","Juniperus virginiana",NA,18048,22.5,NA,NA
"GEWA-218","GEWA","GEWA",NA,"3",3,"MIDN","2017",20170831,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"BOWA-094","BOWA","BOWA",NA,"3",2,"MIDN","2016",20160809,"A5","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-264","APCO","APCO",NA,"2",4,"MIDN","2014",20140806,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-142","FRSP","FRSP_SPOT","SPOT","1",2,"MIDN","2008",20080915,"C2","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-101","APCO","APCO",NA,"1",2,"MIDN","2008",20080818,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-268","APCO","APCO",NA,"3",4,"MIDN","2018",20180807,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-264","APCO","APCO",NA,"3",4,"MIDN","2018",20180808,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-101","APCO","APCO",NA,"2",2,"MIDN","2012",20120815,"A2","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-056","FRSP","FRSP_SPOT","SPOT","2",1,"MIDN","2011",20110825,"C2","Juniperus virginiana",NA,18048,22.5,NA,NA
"PETE-189","PETE","PETE_EAST","EAST","1",3,"MIDN","2009",20090818,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-277","FRSP","FRSP_FRED","FRED","2",4,"MIDN","2014",20140820,"A8","Juniperus virginiana",NA,18048,22.5,NA,NA
"PETE-139","PETE","PETE_EAST","EAST","1",2,"MIDN","2008",20080909,"B8","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-011","APCO","APCO",NA,"2",1,"MIDN","2011",20110810,"B2","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-268","APCO","APCO",NA,"2",4,"MIDN","2014",20140805,"A5","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","1",3,"MIDN","2009",20090826,"A2","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-264","APCO","APCO",NA,"1",4,"MIDN","2010",20100817,"B8","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-011","APCO","APCO",NA,"2",1,"MIDN","2011",20110810,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-010","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,"B5","Juniperus virginiana",NA,18048,22.5,NA,NA
"GETT-092","GETT","GETT",NA,"2",2,"MIDN","2012",20120808,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-102","APCO","APCO",NA,"2",2,"MIDN","2012",20120813,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-142","FRSP","FRSP_SPOT","SPOT","2",2,"MIDN","2012",20120904,"C2","Juniperus virginiana",NA,18048,22.5,NA,NA
"PETE-300","PETE","PETE_FIVE","FIVE","1",4,"MIDN","2010",20100914,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-010","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-275","FRSP","FRSP_FRED","FRED","2",4,"MIDN","2014",20140904,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","2",3,"MIDN","2013",20130821,"B2","Juniperus virginiana",NA,18048,22.5,NA,NA
"GEWA-295","GEWA","GEWA",NA,"3",4,"MIDN","2018",20180910,"A5","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-101","APCO","APCO",NA,"3",2,"MIDN","2016",20160809,"A5","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-101","APCO","APCO",NA,"1",2,"MIDN","2008",20080818,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-013","FRSP","FRSP_FRED","FRED",NA,1,"MIDN","2019",20190826,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"BB","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-177","APCO","APCO",NA,"2",3,"MIDN","2013",20130806,"C2","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","2",3,"MIDN","2013",20130821,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","2",3,"MIDN","2013",20130821,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"PETE-191","PETE","PETE_EAST","EAST","3",3,"MIDN","2017",20170814,"B8","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-011","APCO","APCO",NA,"3",1,"MIDN","2015",20150804,"B8","Juniperus virginiana",NA,18048,22.5,NA,NA
"GETT-091","GETT","GETT",NA,"3",2,"MIDN","2016",20160801,"A8","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"CC","Juniperus virginiana",NA,18048,22.5,NA,NA
"FRSP-205","FRSP","FRSP_CHWILD","CHWILD","3",3,"MIDN","2017",20170823,"A8","Juniperus virginiana",NA,18048,22.5,NA,NA
"APCO-101","APCO","APCO",NA,"2",2,"MIDN","2012",20120815,"AA","Juniperus virginiana",NA,18048,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"A5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"B8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"B8","Magnolia virginiana",NA,18070,22.5,NA,NA
"FRSP-054","FRSP","FRSP_FRED","FRED",NA,1,"MIDN","2019",20190826,"B2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"CC","Magnolia virginiana",NA,18070,22.5,NA,NA
"RICH-307","RICH","RICH",NA,"3",4,"MIDN","2018",20180919,"CC","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"C8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"C8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"A2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"A2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"C2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"B5","Magnolia virginiana",NA,18070,22.5,NA,NA
"PETE-193","PETE","PETE_FIVE","FIVE","3",3,"MIDN","2017",20170816,"C5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"C8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"C5","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B2","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,"B2","Magnolia virginiana",NA,18070,22.5,NA,NA
"PETE-195","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090818,"C8","Magnolia virginiana",NA,18070,22.5,NA,NA
"PETE-195","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090818,"C8","Magnolia virginiana",NA,18070,22.5,NA,NA
"PETE-195","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090818,"C8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-363","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,"BB","Magnolia virginiana",NA,18070,22.5,NA,NA
"PETE-194","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090819,"A8","Magnolia virginiana",NA,18070,22.5,NA,NA
"COLO-339","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150806,"BB","Magnolia acuminata",NA,18071,22.5,NA,NA
"FRSP-199","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-199","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"2",1,"MIDN","2011",20110727,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"BOWA-006","BOWA","BOWA",NA,"3",1,"MIDN","2015",20150803,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"BOWA-006","BOWA","BOWA",NA,"3",1,"MIDN","2015",20150803,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-251","HOFU","HOFU",NA,"2",4,"MIDN","2014",20140721,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-050","HOFU","HOFU",NA,"3",1,"MIDN","2015",20150721,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","3",3,"MIDN","2017",20170829,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-164","HOFU","HOFU",NA,"3",3,"MIDN","2017",20170719,"A5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"1",1,"MIDN","2007",20070920,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-013","FRSP","FRSP_FRED","FRED",NA,1,"MIDN","2019",20190826,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-014","FRSP","FRSP_FRED","FRED","1",1,"MIDN","2007",20070605,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-112","FRSP","FRSP_FRED","FRED","3",2,"MIDN","2016",20160818,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-010","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-164","HOFU","HOFU",NA,"3",3,"MIDN","2017",20170719,"AA","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-201","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-201","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-086","HOFU","HOFU",NA,"3",2,"MIDN","2016",20160727,"A5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-164","HOFU","HOFU",NA,"2",3,"MIDN","2013",20130724,"A8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-055","FRSP","FRSP_CHWILD","CHWILD","1",1,"MIDN","2007",20070913,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-055","FRSP","FRSP_CHWILD","CHWILD","1",1,"MIDN","2007",20070913,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-164","HOFU","HOFU",NA,"3",3,"MIDN","2017",20170719,"CC","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"2",1,"MIDN","2011",20110808,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"1",1,"MIDN","2007",20070920,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-084","HOFU","HOFU",NA,"2",2,"MIDN","2012",20120801,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-251","HOFU","HOFU",NA,"2",4,"MIDN","2014",20140721,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-153","RICH","RICH",NA,"3",2,"MIDN","2016",20160824,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-055","FRSP","FRSP_CHWILD","CHWILD","1",1,"MIDN","2007",20070913,"AA","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-201","FRSP","FRSP_FRED","FRED","3",3,"MIDN","2017",20170817,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-010","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"GETT-171","GETT","GETT",NA,"1",3,"MIDN","2009",20090805,"A8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-086","HOFU","HOFU",NA,"3",2,"MIDN","2016",20160727,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-199","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-085","HOFU","HOFU",NA,"1",2,"MIDN","2008",20080807,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-201","FRSP","FRSP_FRED","FRED","2",3,"MIDN","2013",20130819,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-009","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"1",1,"MIDN","2007",20070920,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"1",1,"MIDN","2007",20070920,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"1",1,"MIDN","2007",20070920,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-071","APCO","APCO",NA,"1",1,"MIDN","2007",20070920,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-055","FRSP","FRSP_CHWILD","CHWILD","1",1,"MIDN","2007",20070913,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-055","FRSP","FRSP_CHWILD","CHWILD","1",1,"MIDN","2007",20070913,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","2",3,"MIDN","2013",20130819,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","2",3,"MIDN","2013",20130819,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","2",3,"MIDN","2013",20130819,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"RICH-233","RICH","RICH",NA,"3",3,"MIDN","2017",20170828,"B5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"GETT-171","GETT","GETT",NA,"1",3,"MIDN","2009",20090805,"B2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"C8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"CC","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-206","FRSP","FRSP_FRED","FRED","1",3,"MIDN","2009",20090824,"C5","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-201","FRSP","FRSP_FRED","FRED","3",3,"MIDN","2017",20170817,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"GETT-032","GETT","GETT",NA,"3",1,"MIDN","2015",20150727,"CC","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"GETT-032","GETT","GETT",NA,"3",1,"MIDN","2015",20150727,"CC","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-012","APCO","APCO",NA,"1",1,"MIDN","2007",20070524,"AA","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN","2007",20070814,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"BOWA-006","BOWA","BOWA",NA,"1",1,"MIDN","2007",20070522,"A8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"HOFU-164","HOFU","HOFU",NA,"3",3,"MIDN","2017",20170719,"C2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-010","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,"A8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"APCO-012","APCO","APCO",NA,"3",1,"MIDN","2015",20150805,"BB","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-278","FRSP","FRSP_FRED","FRED","3",4,"MIDN","2018",20180821,"B8","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"FRSP-013","FRSP","FRSP_FRED","FRED",NA,1,"MIDN","2019",20190826,"A2","Liriodendron tulipifera",NA,18086,22.5,NA,NA
"COLO-365","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170808,"A5","Asimina triloba",NA,18117,22.5,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180814,"BB","Asimina triloba",NA,18117,22.5,NA,NA
"COLO-342","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C5","Asimina triloba",NA,18117,22.5,NA,NA
"FRSP-290","FRSP","FRSP_SPOT","SPOT","1",4,"MIDN","2010",20100907,"C8","Asimina triloba",NA,18117,22.5,NA,NA
"COLO-365","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170808,"BB","Asimina triloba",NA,18117,22.5,NA,NA
