"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Panel","Frame","GRTS_Order","Location_Status","Location_Notes","Event_Count","Event_Earliest","Event_Latest","UTM_ZONE_NAD83_X","UTM_ZONE_NAD83_Y","Latitude","Longitude","UTM_Zone","Aspect"
"ACAD-126","ACAD","1947","MDI East","3","NETN",139,"Active","Young birch stand on northern slope. Dense herb layer.",3,20080730,20160628,558070,4911241,44.3521166770888,-68.2713788642006,19,10
"ACAD-127","ACAD","Unburned","MDI East","4","NETN",201,"Active","Picea rubens dominated with declining Populus grandidentata.",3,20090622,20170615,560261,4912972,44.3675207472561,-68.2436896452351,19,256
"ACAD-128","ACAD","1947","MDI East","4","NETN",229,"Active","Young Betula papyrifera and B. populifolia stand with Vaccinium angustifolium and Kalmia angustifolia groundlayer.",3,20090623,20170622,561167,4915220,44.3876816219425,-68.232055363,19,263
"ACAD-129","ACAD","1947","MDI East","4","NETN",200,"Active","Open spruce, pine, ash canopy with heavy bryophyte cover on floor.",3,20090623,20170619,560271,4917473,44.4080384118067,-68.2430421100207,19,35
"ACAD-130","ACAD","Unburned","MDI East","4","NETN",231,"Active","White cedar, sphagnum and fern wetland. Plot center is located in swampy area.  Changed orientation of plot to 10 deg.  Was 360 before.",3,20090624,20170621,560267,4911585,44.3550342632512,-68.243774985268,19,0
"ACAD-131","ACAD","1947","MDI East","4","NETN",193,"Active",NA,3,20090619,20170615,558865,4912278,44.3613878923072,-68.2612873067145,19,0
"ACAD-132","ACAD","1947","MDI East","4","NETN",202,"Active","Fir and birch mixed stand with little growth in understory.",3,20090630,20170622,556369,4913140,44.369346095906,-68.2925144591111,19,84
"ACAD-133","ACAD","1947","MDI East","4","NETN",214,"Active","Moist conifer forest with Sphagnum mound forest floor. 2013- changed orientation from 360 to 2 degrees. Rubber boots recommended.",3,20090630,20170622,554769,4913149,44.3695497283405,-68.3125936036452,19,0
"ACAD-134","ACAD","1947","MDI East","4","NETN",197,"Active","Mixed birch and spruce stand with Vaccinium dominated understory. Changed orientation from 13 to 18.",3,20090701,20170621,564465,4909854,44.3390908251887,-68.1913181784113,19,243
"ACAD-135","ACAD","Unburned","MDI West","4","NETN",212,"Active","Slightly sloping seepage with Thuja occidentalis and Abies balsamea.",3,20090707,20170705,554471,4907077,44.3149100465739,-68.31696852046,19,46
"ACAD-136","ACAD","Unburned","MDI West","4","NETN",223,"Active","Mixed deciduous/ conifer open forest with wet Sphagnum forest floor.",3,20090707,20170711,553163,4905865,44.3040960181031,-68.3334923794307,19,0
"ACAD-137","ACAD","Unburned","MDI West","4","NETN",226,"Active","Open understory with mixed conifer and deciduous canopy.",3,20090707,20170703,551067,4904311,44.2902564675055,-68.3599203903411,19,0
"ACAD-138","ACAD","Unburned","MDI West","4","NETN",247,"Active","Spruce dominated moist slope. Forest wirht heavy bryophyte cover.",3,20090708,20170705,548864,4911236,44.3527500596072,-68.3868824956824,19,335
"ACAD-139","ACAD","Unburned","MDI West","4","NETN",217,"Active","Sloping spruce and red maple stand with dense spruce regeneration.",3,20090708,20170703,551158,4902407,44.273109311807,-68.3589662720463,19,126
"ACAD-140","ACAD","Unburned","MDI West","4","NETN",191,"Active","Sloping mixed spruce hardwood stand at base of rocky cliff. Trail runs through plot.",3,20090709,20170711,552542,4905870,44.3041861903799,-68.3412768751595,19,64
"ACAD-141","ACAD","Unburned","MDI West","4","NETN",227,"Active","Mature spruce stand with open understory and spruce regen. Changed plot orientation from 94 to 97 in 2013. Bring calipers to plot next time for tree 14 and 15.",3,20090710,20170703,549767,4905178,44.2981517819957,-68.3761311360803,19,304
"ACAD-142","ACAD","1947","MDI East","4","NETN",235,"Active","Spruce forest and a slight depression with Vaccinium coryumbosum and Betula populifolia.  No Aspect because plot was flat, and oriented to true north.",3,20090720,20170619,560161,4917294,44.4064361859778,-68.2444442507907,19,0
"ACAD-143","ACAD","Unburned","MDI West","4","NETN",221,"Active","Spruce and Maple forest with limited mid-story and spruce understory.",3,20090720,20170705,552562,4906904,44.313493251161,-68.3409219893182,19,178
"ACAD-144","ACAD","1947","MDI East","4","NETN",250,"Active","Dogharir stand of spruce saplings and adults.  Very thick and hard to move around. 2017- starting to thin out.",3,20090721,20170622,561169,4913489,44.372098820188,-68.2322339300667,19,275
"ACAD-145","ACAD","Unburned","Schoodic","4","NETN",248,"Active","Mostly spruce with some birch and moist mossy understory.",3,20090720,20170706,574167,4912448,44.3615149938591,-68.0692567502665,19,338
"ACAD-146","ACAD","Unburned","Schoodic","4","NETN",199,"Active","Spruce stunted woodland.  A few 1-2m drops in plot.  Ravine on left side of plot.",3,20090720,20170706,573768,4911066,44.3491152349544,-68.0744591168364,19,278
"ACAD-147","ACAD","Unburned","MDI West","4","NETN",195,"Active","Old populus stand converting to spruce and Acer rubrum forest.",3,20090721,20170703,548969,4905182,44.298241986939,-68.3861337497782,19,5
"ACAD-148","ACAD","Unburned","MDI East","4","NETN",222,"Active","Dense spruce and white pine thicket with many trees <10cm dbh.",3,20090623,20170620,559374,4907603,44.3192610775876,-68.2554331018459,19,228
"ACAD-149","ACAD","1947","MDI East","4","NETN",241,"Active","Overstory of spruce and POPGRA.  Moderate dense spruce understory and several super canopy white pine. 2013-changed orientation to 60 from 58.",3,20090624,20170619,558468,4916788,44.4020197697803,-68.2657616814448,19,239
"ACAD-150","ACAD","1947","MDI East","4","NETN",240,"Active","Mixed evergreen and deciduous tree woodland with rock outcrops and Gaylussacia baccata. Reset orientation to 162 deg.(2013), was 164.",3,20090624,20170619,558371,4917642,44.409715411753,-68.2668836861438,19,343
"ACAD-151","ACAD","Unburned","MDI East","4","NETN",233,"Active","Red spruce with balsam fir saplings in regeneration. Rocky with a lot fo moss cover.",3,20090625,20170620,563565,4906211,44.3063754475637,-68.2030512610659,19,76
"ACAD-152","ACAD","1947","MDI East","4","NETN",207,"Active","Red oak, white pine forest on rocky hilltop. Rock wall and old road running through plot.
Reset orientation from 179 to 177 deg. (2013)",3,20090629,20170621,564969,4912441,44.3623341748374,-68.1846735650727,19,359
"ACAD-153","ACAD","1947","MDI East","4","NETN",230,"Active",NA,3,20090629,20170621,563767,4910375,44.343842565594,-68.2000096150102,19,250
"ACAD-154","ACAD","Unburned","MDI West","4","NETN",206,"Active","Cedar and spruce overstory with fern midstory and Sphagnum gound layer.  Orientation was at 180 deg in 2009, changed to 358 in 2013.",3,20090629,20170705,547369,4908978,44.3325215985891,-68.4058452308839,19,0
"ACAD-155","ACAD","Unburned","MDI West","4","NETN",243,"Active","Black spruce woodland with Rhodora an Ericaceous shrub understory.",3,20090630,20170710,554865,4898417,44.2369194077249,-68.3129374052115,19,0
"ACAD-156","ACAD","Unburned","MDI West","4","NETN",219,"Active","Red spruce and balsam fir forest with sparse understory and lots of small saplings.",3,20090630,20170710,553770,4897547,44.2291688637384,-68.3267382084398,19,90
"ACAD-157","ACAD","Unburned","MDI East","4","NETN",211,"Active","Mixed red spruce. cedar, striped maple and paper birch overstory with evergreen seedlines and sparse understory. BL has no stake (right near trail), rebar is under the soil.",3,20090701,20170620,556766,4908635,44.3287599417906,-68.2880232383755,19,181
"ACAD-158","ACAD","Unburned","MDI East","4","NETN",209,"Active","Spruce forest with moss understory",3,20090701,20170620,557771,4908296,44.3256289129258,-68.2754567786942,19,133
"ACAD-159","ACAD","Unburned","MDI West","4","NETN",205,"Active","Conifer forest with some older regeneration present.",3,20090707,20170705,550166,4907254,44.3168135042926,-68.3709300715124,19,72
"ACAD-160","ACAD","Unburned","MDI West","4","NETN",246,"Active","Spruce forest with few saplings. Mature doghair stand.  Changed plot orientation to 130 deg. To match plot layout.",3,20090707,20170705,549769,4907242,44.3167327812651,-68.3759092094048,19,251
"ACAD-161","ACAD","Unburned","Schoodic","4","NETN",242,"Active","Conifer woodland with huckleberry dominated understory. Thin soils, many stakes parallel to the ground.",3,20090708,20170706,574464,4911923,44.356758650184,-68.065605219805,19,41
"ACAD-162","ACAD","Unburned","MDI West","4","NETN",208,"Active","Mixed deciduous/conifer canopy with open Sphagnum understory.",3,20090709,20170710,554674,4899803,44.2494112064133,-68.3151843511623,19,0
"ACAD-163","ACAD","Unburned","MDI East","4","NETN",215,"Active","Red spruce dominated forest with dense understory of .5-2m tall recruits.  Changed plot orientation from 183 to 185 deg. To match the stake layout better (2013).",3,20090712,20170620,560665,4908119,44.3237995462483,-68.2391849641832,19,38
"ACAD-164","ACAD","Unburned","IAH","4","NETN",234,"Active","Spruce stand with varying densities of spruce regen.",3,20090713,20170626,529271,4877973,44.0543382025621,-68.6345734934639,19,17
"ACAD-165","ACAD","Unburned","IAH","4","NETN",204,"Active","Black and red spruce dominated with skunk cabbage and sphagnum bog (1/4 of plot) and other bryophte cover (3/4 of plot).",3,20090713,20170626,529268,4878331,44.0575614814939,-68.6345911252112,19,0
"ACAD-166","ACAD","Unburned","IAH","4","NETN",213,"Active","Spruce and pitch pine woodland with dense huckleberry and exposed bedrock. 2013- changed orientation to 283 from 277",3,20090714,20170628,529464,4875553,44.0325425932654,-68.6322988725353,19,97
"ACAD-167","ACAD","Unburned","IAH","4","NETN",245,"Active","Spruce and maple mixed stand. Skunk cabbage dominated bog.",3,20090714,20170627,529168,4874691,44.0247935917776,-68.6360402755545,19,180
"ACAD-168","ACAD","Unburned","MDI West","4","NETN",249,"Active","Spruce/fir with some ace rub. Mossy ground cover with some vaccinium and abies regen.",3,20090721,20170710,553767,4898246,44.2354618462734,-68.326704025848,19,0
"ACAD-169","ACAD","Unburned","IAH","4","NETN",244,"Active","Spruce/fir slope with small ridge running parallel to slope. 2013-changed orientation to 198 from 190",3,20090715,20170627,528266,4874860,44.0263504466199,-68.6472862390204,19,10
"ACAD-170","ACAD","1947","MDI East","1","NETN",255,"Active","Betula papyfera forest with dense herbaceous understory. Garmin GPS coordinates were incorrect should be E 565270, N4909853. Changed Orientation to 92.",3,20100701,20180625,565270,4909853,44.3390098878206,-68.181220991418,19,275
"ACAD-171","ACAD","Unburned","MDI East","1","NETN",256,"Active","Spruce-fir forest with small cliff in plot. Missing Orientation- is it 80degrees. 2014 - set orientation as 80 degrees",3,20100706,20180627,557267,4909504,44.3365435811317,-68.2816445368398,19,260
"ACAD-172","ACAD","Unburned","MDI West","1","NETN",257,"Active","white cedarswamp with abundant sphagnum.",3,20100707,20180703,549461,4903951,44.2871265765282,-68.3800830786453,19,0
"ACAD-173","ACAD","Unburned","MDI East","1","NETN",252,"Active","Spruce canopy with mossy groundcover and spruce seedlings (15-50cm)",3,20100706,20180625,563363,4905869,44.3033143489725,-68.20562512414,19,144
"ACAD-174","ACAD","Unburned","MDI West","1","NETN",253,"Active","Cedar and Spruce overstory with mossy and gaylusscia understory.",3,20100708,20180712,553969,4906211,44.3071514428462,-68.3233524235707,19,243
"ACAD-175","ACAD","Unburned","MDI West","1","NETN",258,"Active","Dense pine, spruce of large sapling/small tree size.  Wet sphagnum areas in parts of plot.",3,20100716,20180716,549357,4909328,44.3355400370677,-68.3808777861796,19,0
"ACAD-176","ACAD","Unburned","Schoodic","2","NETN",260,"Active","Semi-open Spruce headland",3,20110714,20190626,573965,4910718,44.3459625635454,-68.0720371782004,19,110
"MABI-001","MABI","Plantation",NA,"1","NETN",3,"Active","Sugar maple, white pine forest.. redstart plot- did not waypoint",4,20060724,20180611,699991,4834089,43.6329110460798,-72.520814071838,18,340
"MABI-002","MABI","Plantation",NA,"1","NETN",9,"Active","White pine plantation.  Plot azimuth suspect- missing on datasheet.  Changed Physiographic Class from Dry slopes to rolling uplands.",4,20060724,20180606,697640,4834329,43.6356981955775,-72.5498440340682,18,0
"MABI-003","MABI","Natural",NA,"1","NETN",8,"Active","GRTS 4 excluded  because carriage trail running through plot. Morels on plot!",4,20060725,20180606,698310,4834423,43.6363655279806,-72.5415110261793,18,210
"MABI-004","MABI","Natural",NA,"1","NETN",7,"Active","Sugar maple forest with sparse understory.  All sugar maples have second leaves because of heavy herbivory.  Plot tag close to ground at plot center, because of deer trail through center of plot. Newly harvested trees on plot will likely yeild lots of Rubus and other shrubs for cycle 2018 and beyond (6/5/2014).",4,20060725,20180606,698344,4834661,43.6384974600291,-72.5410025428444,18,180
"MABI-005","MABI","Natural",NA,"1","NETN",5,"Active","Redstart plot- didn't waypoint.  Shallow soils, hemlock sugar maple forest.  Spotted barred owl near plot.. ",4,20060725,20180607,699270,4833995,43.6322588762798,-72.529778396213,18,340
"MABI-006","MABI","Plantation",NA,"1","NETN",1,"Active","Keaton plot-didn't waypoint.  Norway spruce, sugar maple forest.  Sparse understory. ",4,20060726,20180607,698369,4833675,43.6296209542939,-72.5410547897897,18,40
"MABI-007","MABI","Natural",NA,"1","NETN",11,"Active","Redstart plot- did not waypoint plot center.  Young sugar maple forest near ski trail- diverse stand (tree species).  Caterpillar casings present on several trees.  Large dying beech at lower edge of plot.  Most sugar maples have second leaves.  Peltigera spp. lichen found in plot..  Tree DBH marked upslope, away from trail.",4,20060726,20180607,698085,4833712,43.6300294455588,-72.5445584552876,18,140
"MABI-008","MABI","Natural",NA,"1","NETN",10,"Active","Azimuth is 360 because of slope orientation, not lack of slope.  Sugar maple/ hemlock forest.  Plot was recently logged. No coord accuracy; Keeton GPS Coordinates",4,20060726,20180607,697939,4833577,43.6288538559882,-72.5464160529212,18,180
"MABI-009","MABI","Natural",NA,"1","NETN",12,"Active","Sugar maple forest on hill side.  Lots of ferns, and some hemlock.  No coord accuracy; Keeton GPS Coordinates. Morels on plot!",4,20060731,20180606,698462,4834627,43.6381601360149,-72.5395534382109,18,50
"MABI-010","MABI","Plantation",NA,"1","NETN",13,"Active","Hemlock dominated forest.  Small streams running through plot.",4,20060731,20180605,697849,4834678,43.6387821910058,-72.547127601447,18,320
"MABI-011","MABI","Plantation",NA,"1","NETN",17,"Active","Scott's pine plantation; small stream running through plot.  Redstart plot- did not waypoint. Scott's pine overtops maples.  Hiking trail runs through plot.",4,20060731,20180605,697344,4834490,43.6372250963521,-72.5534514702879,18,270
"MABI-012","MABI","Plantation",NA,"1","NETN",14,"Active","European larch plantation.  Deer scat on plot. No coord accuracy; Keeton GPS Coordinates",4,20060801,20180611,698759,4833611,43.6289411693126,-72.5362483528767,18,230
"MABI-013","MABI","Plantation",NA,"3","NETN",28,"Active","Compass, used only to find plot center, was set to declination of 14.. Due to small boulder, BC post is located 3m (horizontal distance)  directly behind actual BC point. Small white x left on rock with paint marker.
Also the post of BL is located 0.5 m closer to plot center than actual BL point because of rock.

MIXED HARDWOOD/HEMLOCK WITH LARGE WHITE PINES OUTSIDE PLOT PERIMETER. SLOPE LEVELS OFF IN BOTTOM OF PLOT IN MOIST COVE/BENCH. SOME STUMP EVIDENCE OF MANAGEMENT.",3,20080611,20160607,699806,4833728,43.6297133082739,-72.5232387535487,18,150
"MABI-014","MABI","Plantation",NA,"3","NETN",20,"Active","White pine and mixed hardwoods on a hill.
JSW:Apect was recorded as 300, while orientation is 302. Check to see if aspect is actually 120.",3,20080611,20160607,699900,4833907,43.6312982881663,-72.5220084231648,18,300
"MABI-015","MABI","Plantation",NA,"3","NETN",36,"Active","Existing plot, from Keeton study(Redstart St_ID=20, SID=018). Plot center only marked with pvc tube. Pine and red maple, with young understory off hardwoods and little ground cover. 2016 - plot cut after last visit. Small area around plot center left mostly intact but sides of plot impacted.",3,20080612,20160608,698212,4834719,43.6390543949467,-72.5426162707395,18,300
"MABI-016","MABI","Natural",NA,"3","NETN",31,"Active","Existing MABI plot from Keeton study. Keeton plot # 34.. Northern Hardwoods, with large tree fall through plot center",3,20080612,20160608,698565,4834500,43.6369901919182,-72.5383243187357,18,150
"MABI-017","MABI","Plantation",NA,"3","NETN",30,"Active","Keeton plot #60.  Red pine stand w/ mixed hardwoods/white pine understory. Cut before 2012.",3,20080616,20160615,697469,4834685,43.6389461209748,-72.5518319271597,18,325
"MABI-018","MABI","Natural",NA,"3","NETN",25,"Active","Existing plot.  Redstart St_ID:20, SID:037. 15 metersfrom carrige road on moist slope. Park at carrige rd. entrance off Prospect Rd.  Changed orientation from 174 to 179.",3,20080616,20160615,697748,4834519,43.6373787074562,-72.5484368289928,18,355
"MABI-019","MABI","Natural",NA,"3","NETN",34,"Active","Existing MABI silvicultural inventory plot (Redstart St_ID:44, SID:104); about 30 m from GRTS location. Hemlock-yellow birch slope with fern understory. 2016 - plot cut since 2012. changed orientation from 220 to 214.",3,20080611,20160615,699628,4834140,43.6334672967854,-72.5252910202503,18,40
"MABI-020","MABI","Natural",NA,"3","NETN",18,"Active","Hemlock forest with fern understory, stream (Pogue Brook?) immediately below plot.  MABI Silvicultural Inventory: Stand 38, Plot 2. Keeton Plot # 7. BC in creek, BL across creek.",3,20080611,20160608,699405,4834331,43.6352452666335,-72.5279824534928,18,190
"MABI-021","MABI","Natural",NA,"3","NETN",38,"Active","2 events Keeton Plot #12; GPS_2: X=698709, Y=483948. Hemlock slope above stream. Beech regeneration.  Reset orientation to 175 from 178.",3,20080611,20160614,698709,4833934,43.6318601513532,-72.5367488358233,18,330
"MABI-022","MABI","Natural",NA,"3","NETN",32,"Active","North facing Hemlock/hardwood plot with sparse understory.",3,20080612,20160614,698811,4833910,43.6316170096115,-72.5354943957283,18,15
"MABI-023","MABI","Natural",NA,"3","NETN",26,"Active","Most of plot is a bit wet, especially following heavy rains.",3,20080612,20160608,698449,4834327,43.6354648728641,-72.5398246338066,18,140
"MABI-024","MABI","Plantation",NA,"3","NETN",29,"Active","Red pine plantation; harvested last winter. Minimal understory.  Early succ. Understory herbs starting to show (2012).

Several stakes missing after yet another cut (pre-2016). We placed rebar at all stakes, including micros. Good Luck!:) Hopefully it won't be cut again. (2016)",3,20080616,20160614,698238,4833461,43.6277307591941,-72.5427556436801,18,0
"MIMA-001","MIMA",NA,NA,"1","NETN",1,"Active","Oak, and white pine forest with open understory. ",4,20060717,20180619,311196,4702923,42.4556500659968,-71.2961547482599,19,0
"MIMA-002","MIMA",NA,NA,"1","NETN",2,"Active","Beech/ Red Maple/Elm forest with dense buckthorn understory and poison ivy.  Data missing for terrain position, A. Vincello, 5/13/2009.",4,20060716,20180619,313248,4702147,42.4491640239099,-71.270965920836,19,0
"MIMA-003","MIMA",NA,NA,"1","NETN",7,"Active","Plot at edge of swamp (south) and open field with a few trees (west).  Small man-made drainage running through plot. UR rebar offset at 14.6m due to tree. White stake at true corner location. 2014 - BC and BL appear to have been mowed as part of an access road.",4,20060717,20180618,310947,4702493,42.4517199430998,-71.2990390095797,19,0
"MIMA-004","MIMA",NA,NA,"1","NETN",16,"Active","Walnut, butternut walnut orchard with dense jewelweed groundlayer, and abandoned herb/vegetable garden plants.  Potential grey water outlet into plot.",4,20060718,20180618,309652,4703005,42.4560103567162,-71.3149445848378,19,0
"MIMA-005","MIMA",NA,NA,"1","NETN",19,"Active","Rock wall at left edge of plot- Lexington Rd. on other side.",4,20060719,20180618,311603,4702400,42.4510427481358,-71.2910372049176,19,65
"MIMA-006","MIMA",NA,NA,"1","NETN",20,"Active","Terrain slight slope, but flat land all around.  Plot near abandoned road, though plot doesn't appear to be driven, highly compacted, or in plot.  Black Locust/Norway maple forest. Rubus/TOXRAD groundcover.  All trees tagged away from road.  Found pink flagging in plot that says ""do not cut"".",4,20060719,20180618,311859,4702140,42.4487652344019,-71.2878412898743,19,135
"MIMA-007","MIMA",NA,NA,"1","NETN",22,"Active","White pine forest with numerous poison ivy vines climbing on trees.  LR stake 20cm at 240degrees from where it should be located.",4,20060719,20180620,309589,4702757,42.4537632358845,-71.3156278995956,19,322
"MIMA-008","MIMA",NA,NA,"1","NETN",28,"Active","White pine/oak forest on top of small hill. Few exotic species.
Missing LR slope. ",4,20060720,20180620,311498,4702216,42.4493614586073,-71.2922526782288,19,0
"MIMA-009","MIMA",NA,NA,"1","NETN",31,"Active","Black oak, pine forest with rock wall running through plot.",4,20060720,20180618,312549,4701959,42.447303568902,-71.2793980982666,19,0
"MIMA-010","MIMA",NA,NA,"1","NETN",32,"Active","Norway maple forest with sparse understory.",4,20060720,20180619,311349,4702325,42.4503060807953,-71.294098973372,19,0
"MIMA-011","MIMA",NA,NA,"3","NETN",60,"Active","Hardwood mix w/ creek, vines in understory. Very wet.",3,20080623,20160621,306797,4704308,42.4670289044902,-71.3500765916378,19,0
"MIMA-012","MIMA",NA,NA,"3","NETN",34,"Active","Floodplain, barberry and vines in the understory, sparse maple canopy.

2016 - Barberry is nearly absent, plot dominated by Rhamnus and various vines. Very dense.",3,20080624,20160620,309090,4703102,42.4567450098429,-71.3218062448529,19,0
"MIMA-013","MIMA",NA,NA,"3","NETN",37,"Active","Mixed hardwoordforest.  Poison ivy!!",3,20080624,20160620,311546,4702501,42.4519377677728,-71.2917629769898,19,40
"MIMA-014","MIMA",NA,NA,"3","NETN",33,"Active","Oak canopy with white pine subcanopy. Sparse ground cover",3,20080625,20160621,313248,4701986,42.4477152052148,-71.2709135604376,19,0
"MIMA-015","MIMA",NA,NA,"3","NETN",39,"Active","Fern understory, acer rubrum canopy. Mucky temp stream. Changed orientation from 345 to 348. 2016.  Lots of  TOX at BL, ML and UP.  Changed orientation from 360 to 345 - 2012.",3,20080625,20160621,313297,4702406,42.451506532991,-71.2704547372801,19,0
"MIMA-016","MIMA",NA,NA,"3","NETN",51,"Active","Thick Rhamnus, probably reverting from old field.",3,20080625,20160620,312891,4702061,42.4483040535526,-71.2752758130055,19,0
"MIMA-017","MIMA",NA,NA,"3","NETN",63,"Active",NA,3,20080625,20160620,309594,4702922,42.4552492301342,-71.3156218693058,19,0
"MIMA-018","MIMA",NA,NA,"3","NETN",62,"Active","Moist site, transition between open marsh and forest. Rock wall runs from top to bottom of plot. Could be quite wet after rain.",3,20080626,20160620,310846,4703190,42.4579673869519,-71.3004959573691,19,0
"MIMA-019","MIMA",NA,NA,"3","NETN",50,"Active","Includes portions of swamp. Dry top to low, very wet wetland, permanant standing water. When visited in 2012 , found deep water in places. Rain boots or waders necessary. 2016 - no standing water, but mucky.",3,20080626,20160622,313298,4702235,42.4499679664331,-71.2703869815562,19,180
"MIMA-020","MIMA",NA,NA,"3","NETN",53,"Active","POISON IVY. SW facing Norway maple, ash and willow on edge of cattail swamp.",3,20080626,20160622,310046,4702848,42.4546942228208,-71.3101047330228,19,40
"MORR-001","MORR","Mature","NJ Brigade","2","NETN",1,"Active","Fairly open canopy plot. Dense barberry at the top of the plot, steep slope. Mixed hardwood canopy. Possible hornets nest near UR. 2015- changed oreintation from 60 to 62",4,20070611,20190522,536942,4510589,40.7454202992549,-74.5624251629043,18,240
"MORR-002","MORR","Successional","NJ Brigade","2","NETN",12,"Active","Half of plot is a lower slope dominated by barberry..
Changed plot orientation from 360 to 60 degrees.",4,20070611,20190523,537133,4510237,40.7422407523333,-74.5601837365624,18,220
"MORR-003","MORR","Mature",NA,"2","NETN",7,"Active","Very open understory - no barberry.  Gentle slope.",4,20070612,20190522,538848,4512143,40.7593314560919,-74.5397529110705,18,210
"MORR-004","MORR","Mature",NA,"2","NETN",9,"Active",NA,4,20070612,20190522,538823,4513344,40.7701516253597,-74.5399744925472,18,10
"MORR-005","MORR","Successional",NA,"2","NETN",15,"Active","UL corner offset 1.5 m @ 320 degrees to avoid hiking trail.  Hiking trail runs through upper plot.  Trees tagged facing away from trail.",4,20070612,20190520,538904,4513969,40.7757779846938,-74.538975812792,18,140
"MORR-006","MORR","Successional",NA,"2","NETN",4,"Active","Moderate barberry density.  UL stake is upslope 1 meter from corner b/c of large tree- 2015 found stake to be within tolerance so no longer an offset.
5/23/11 Moved BR back 10 cm from original because of tree root and offset - 2015 moved stake, no longer offset.",4,20070612,20190520,539231,4514036,40.7763659949025,-74.5350966772272,18,270
"MORR-007","MORR","Successional",NA,"2","NETN",17,"Active","reestablished plot center; stakes not present upon arrival, some trees tagged but several tags had fallen off",4,20070613,20190521,539199,4513951,40.7756018169969,-74.5354812118601,18,260
"MORR-008","MORR","Mature",NA,"2","NETN",10,"Active",NA,4,20070613,20190520,539230,4513862,40.7747985995497,-74.5351194536239,18,250
"MORR-009","MORR","Mature",NA,"2","NETN",5,"Active","Slope is 18%, during QA/QC on 6/29/2007.",4,20070613,20190522,540240,4512992,40.7669125575341,-74.523207238488,18,290
"MORR-010","MORR","Mature",NA,"2","NETN",14,"Active","Slope 15% during QA/QC on 6/30/2007. ",4,20070614,20190520,539546,4512680,40.764135645566,-74.5314497305601,18,120
"MORR-011","MORR","Mature",NA,"2","NETN",3,"Active","Beech/tulip popar forest with little understory.",4,20070614,20190521,539486,4512576,40.7632016654195,-74.5321671714076,18,50
"MORR-012","MORR","Mature",NA,"2","NETN",8,"Active","Medium barberry, nice opening around plot center. Hickory/Birch/Beech canopy.",4,20070614,20190521,539389,4512408,40.7616929219721,-74.5333269830527,18,80
"MORR-013","MORR","Mature",NA,"2","NETN",19,"Active","skunk cabbage seepy areas surrounding plot,",4,20070614,20190521,539689,4512925,40.7663357887479,-74.5297399305872,18,0
"MORR-015","MORR","Mature","NJ Brigade","2","NETN",11,"Active","Near a stream.  Lowish diversity for understory.",4,20070618,20190523,537794,4511207,40.7509487641099,-74.5522962501362,18,140
"MORR-016","MORR","Successional",NA,"4","NETN",35,"Active","~30 % barberry understory.  Tulip Poplar and black birch forest.",3,20090526,20170524,538298,4512576,40.7632578639173,-74.5462422497634,18,256
"MORR-017","MORR","Successional",NA,"4","NETN",23,"Active","Thick barberry understory with black locust canopy- windthrow in center of plot. 2013: changed azimuth from 212 to 209.",3,20090526,20170524,538196,4512062,40.7586323263105,-74.5474821208502,18,30
"MORR-018","MORR","Mature","NJ Brigade","4","NETN",22,"Active","Rocky slope with beech and sparse understory with some barberry. 2013- changed orientation from 274 to 277",3,20090527,20170525,537631,4510925,40.7484158807943,-74.5542440396273,18,96
"MORR-019","MORR","Successional",NA,"4","NETN",21,"Active","White pine, ash, locust; mixed hardwood.",3,20090526,20170523,539788,4514297,40.7786903769065,-74.5284795875744,18,30
"MORR-020","MORR","Successional",NA,"4","NETN",30,"Active","Fraxinus- Liriodendron forest with RUBPHE, BERTHU, MICVIM.",3,20090526,20170523,539639,4513880,40.774941123119,-74.5302717632957,18,189
"MORR-021","MORR","Successional",NA,"4","NETN",25,"Active","Liriodendron and Fraxinus, barberry understory. Rock wall just NE of plot. 2013 changed orientation from 111 to 108.",3,20090526,20170523,539797,4513792,40.774140757816,-74.528405104873,18,300
"MORR-022","MORR","Mature",NA,"4","NETN",34,"Active","Quercus alba and Fraxinus with Hamamelis virginiana, Berberis thunbergii and New York fern. Changed orintation from 360 to 5 on 5/29/13",3,20090527,20170523,538485,4513277,40.7695639634873,-74.5439835619544,18,15
"MORR-023","MORR","Mature",NA,"4","NETN",33,"Active","Carya-Liriodendron- Betula- Acer canopy with Berberis thunbergii understory.",3,20090527,20170524,539139,4512331,40.7610112202891,-74.5362936610873,18,190
"MORR-024","MORR","Mature","NJ Brigade","4","NETN",32,"Active","Liriodendron and Fraxinus americana canopy w/ dense but only waist high Berberis thunbergii understory.",3,20090528,20170525,536906,4510839,40.747674008432,-74.5628368207142,18,258
"MORR-025","MORR","Mature",NA,"4","NETN",36,"Active","Fagus- Quercus- Betula canopy with beech regeneration. Plot is located in deer exclosure.",3,20090528,20170522,538988,4513457,40.77116175388,-74.5380123675457,18,55
"MORR-026","MORR","Mature",NA,"4","NETN",20,"Active","Quercus- Betula- Liriodendron canopy, understory of skunk cabbage in seasonal drainage. (Bring knee high boots)",3,20090528,20170522,538990,4513617,40.7726029875005,-74.537978685406,18,0
"MORR-027","MORR","Mature",NA,"4","NETN",26,"Active","Quercus, Liriodendron and Acer rubrum forest with open understory and sparse barberry.",3,20090601,20170522,541137,4513522,40.7716425443542,-74.5125444047987,18,50
