"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","TaxonCode","Latin_Name","Host_Tree_Tag","Host_TSN","Host_Latin_Name","Host_Status","Condition","Exotic"
"MIMA-012","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",1,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190521",NA,"Vitis",6,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"3",3,"NETN",2016,"20160621",NA,"Vitis",6,19300,"Quercus bicolor","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",12,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"SARA-010","SARA","SARA",NA,"3",1,"NETN",2014,"20140529",NA,"Vitis",35,28573,"Rhamnus cathartica","Alive Missed","Vines in the crown",1
"WEFA-005","WEFA","WEFA",NA,"4",2,"NETN",2019,"20190610",NA,"Vitis",10,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"3",2,"NETN",2015,"20150526",NA,"Vitis",5,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-017","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",13,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",3,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
"MORR-022","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130529",NA,"Vitis",7,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"SARA-005","SARA","SARA",NA,"4",1,"NETN",2018,"20180529",NA,"Vitis",17,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",9,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"ROVA-028","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090608",NA,"Vitis",6,28728,"Acer rubrum","Alive","Vines in the crown",0
"ROVA-039","ROVA","ROVA_HOFR_East","ELRO/HOFR","2",4,"NETN",2013,"20130613",NA,"Vitis",17,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"MIMA-003","MIMA","MIMA_Battle_Road",NA,"2",1,"NETN",2010,"20100621",NA,"Vitis",24,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MORR-017","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",2,504804,"Robinia pseudoacacia","Alive Leaning","Vines in the crown",1
"MORR-019","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090526",NA,"Vitis",2,32931,"Fraxinus americana","Alive","Vines in the crown",0
"SARA-024","SARA","SARA",NA,"2",3,"NETN",2012,"20120531",NA,"Vitis",1,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"ROVA-028","ROVA","ROVA_VAMA","VAMA","2",4,"NETN",2013,"20130604",NA,"Vitis",1,28728,"Acer rubrum","Alive Broken","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",7,27821,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"3",3,"NETN",2016,"20160621",NA,"Vitis",3,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"SARA-022","SARA","SARA",NA,"3",3,"NETN",2016,"20160602",NA,"Vitis",5,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190521",NA,"Vitis",10,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150529",NA,"Vitis",13,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","2",2,"NETN",2011,"20110524",NA,"Vitis",13,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"SARA-019","SARA","SARA",NA,"2",3,"NETN",2012,"20120530",NA,"Vitis",11,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190521",NA,"Vitis",7,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"SARA-020","SARA","SARA",NA,"3",3,"NETN",2016,"20160531",NA,"Vitis",1,24764,"Prunus serotina","Alive Fallen","Vines in the crown",0
"MORR-002","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150528",NA,"Vitis",2,19462,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"MORR-006","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190520",NA,"Vitis",14,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"SARA-024","SARA","SARA",NA,"3",3,"NETN",2016,"20160602",NA,"Vitis",1,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-016","MORR","MORR_Jockey_Hollow",NA,"3",4,"NETN",2017,"20170524",NA,"Vitis",14,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","3",4,"NETN",2017,"20170525",NA,"Vitis",8,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"2",2,"NETN",2011,"20110525",NA,"Vitis",10,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-021","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090526",NA,"Vitis",6,18086,"Liriodendron tulipifera","Alive","Vines in the crown",0
"MORR-029","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090601",NA,"Vitis",6,18086,"Liriodendron tulipifera","Alive","Vines in the crown",0
"ROVA-039","ROVA","ROVA_HOFR_East","ELRO/HOFR","3",4,"NETN",2017,"20170530",NA,"Vitis",18,183375,"Pinus resinosa","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",7,19231,"Carya glabra","Alive Broken","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","2",4,"NETN",2013,"20130606",NA,"Vitis",16,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"ROVA-025","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090604",NA,"Vitis",15,28731,"Acer saccharum","Alive","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",9,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090527",NA,"Vitis",1,19231,"Carya glabra","Alive","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","2",4,"NETN",2013,"20130530",NA,"Vitis",3,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MORR-029","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",9,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"2",1,"NETN",2010,"20100601",NA,"Vitis",13,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"3",4,"NETN",2017,"20170524",NA,"Vitis",1,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"ROVA-025","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090604",NA,"Vitis",1,19408,"Quercus rubra","Alive","Vines in the crown",0
"MORR-029","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",7,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MIMA-003","MIMA","MIMA_Battle_Road",NA,"2",1,"NETN",2010,"20100621",NA,"Vitis",3,28728,"Acer rubrum","Alive Leaning","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",3,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"MORR-006","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190520",NA,"Vitis",4,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"SARA-004","SARA","SARA",NA,"2",1,"NETN",2010,"20100603",NA,"Vitis",3,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-021","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130529",NA,"Vitis",10,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"3",1,"NETN",2014,"20140528",NA,"Vitis",7,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"ROVA-019","ROVA","ROVA_ELRO","ELRO/HOFR","2",2,"NETN",2011,"20110609",NA,"Vitis",2,19511,"Ostrya virginiana","Alive Standing","Vines in the crown",0
"ROVA-025","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090604",NA,"Vitis",3,28731,"Acer saccharum","Alive","Vines in the crown",0
"MORR-022","MORR","MORR_Jockey_Hollow",NA,"3",4,"NETN",2017,"20170523",NA,"Vitis",7,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",8,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",1,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","1",4,"NETN",2009,"20090528",NA,"Vitis",1,18086,"Liriodendron tulipifera","Alive","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"2",2,"NETN",2011,"20110525",NA,"Vitis",5,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-021","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130529",NA,"Vitis",9,18158,"Sassafras albidum","Alive Standing","Vines in the crown",0
"MORR-006","MORR","MORR_Jockey_Hollow",NA,"3",2,"NETN",2015,"20150527",NA,"Vitis",14,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"SARA-020","SARA","SARA",NA,"3",3,"NETN",2016,"20160531",NA,"Vitis",17,28573,"Rhamnus cathartica","Alive Leaning","Vines in the crown",1
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","4",2,"NETN",2019,"20190522",NA,"Vitis",6,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"SARA-005","SARA","SARA",NA,"3",1,"NETN",2014,"20140602",NA,"Vitis",18,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150529",NA,"Vitis",7,28755,"Acer platanoides","Alive Standing","Vines in the crown",1
"MORR-004","MORR","MORR_Jockey_Hollow",NA,"3",2,"NETN",2015,"20150528",NA,"Vitis",2,19462,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"2",1,"NETN",2010,"20100601",NA,"Vitis",4,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"ROVA-032","ROVA","ROVA_HOFR_West","ELRO/HOFR","3",4,"NETN",2017,"20170531",NA,"Vitis",7,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","2",2,"NETN",2011,"20110524",NA,"Vitis",2,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"ROVA-033","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090604",NA,"Vitis",19,19408,"Quercus rubra","Alive","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","2",4,"NETN",2013,"20130606",NA,"Vitis",13,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","1",4,"NETN",2009,"20090603",NA,"Vitis",13,28731,"Acer saccharum","Alive","Vines in the crown",0
"MORR-021","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090526",NA,"Vitis",9,18158,"Sassafras albidum","Alive","Vines in the crown",0
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"2",3,"NETN",2012,"20120621",NA,"Vitis",2,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"ROVA-033","ROVA","ROVA_VAMA","VAMA","3",4,"NETN",2017,"20170601",NA,"Vitis",19,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"SAGA-014","SAGA","SAGA",NA,"2",3,"NETN",2012,"20120613",NA,"Vitis",14,19462,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"ROVA-028","ROVA","ROVA_VAMA","VAMA","3",4,"NETN",2017,"20170601",NA,"Vitis",2,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150529",NA,"Vitis",12,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"MORR-027","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090601",NA,"Vitis",1,19247,"Carya tomentosa","Alive","Vines in the crown",0
"ROVA-010","ROVA","ROVA_VAMA","VAMA","2",2,"NETN",2011,"20110531",NA,"Vitis",12,183397,"Tsuga canadensis","Alive Standing","Vines in the crown",0
"SARA-028","SARA","SARA",NA,"3",3,"NETN",2016,"20160603",NA,"Vitis",7,19242,"Carya ovata","Alive Standing","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","2",4,"NETN",2013,"20130530",NA,"Vitis",2,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","2",4,"NETN",2013,"20130606",NA,"Vitis",15,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"ROVA-028","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090608",NA,"Vitis",2,28731,"Acer saccharum","Alive","Vines in the crown",0
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"3",3,"NETN",2016,"20160621",NA,"Vitis",1,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"WEFA-005","WEFA","WEFA",NA,"3",2,"NETN",2015,"20150616",NA,"Vitis",10,19487,"Betula lenta","Alive Leaning","Vines in the crown",0
"MORR-004","MORR","MORR_Jockey_Hollow",NA,"2",2,"NETN",2011,"20110524",NA,"Vitis",2,19462,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"SAGA-014","SAGA","SAGA",NA,"2",3,"NETN",2012,"20120613",NA,"Vitis",16,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090527",NA,"Vitis",8,19487,"Betula lenta","Alive","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150529",NA,"Vitis",14,19379,"Quercus montana","Alive Standing","Vines in the crown",0
"ROVA-019","ROVA","ROVA_ELRO","ELRO/HOFR","3",2,"NETN",2015,"20150610",NA,"Vitis",2,19511,"Ostrya virginiana","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"2",1,"NETN",2010,"20100601",NA,"Vitis",8,32931,"Fraxinus americana","Alive Leaning","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"3",1,"NETN",2014,"20140528",NA,"Vitis",13,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","2",4,"NETN",2013,"20130530",NA,"Vitis",8,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MIMA-003","MIMA","MIMA_Battle_Road",NA,"2",1,"NETN",2010,"20100621",NA,"Vitis",21,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"3",4,"NETN",2017,"20170524",NA,"Vitis",8,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","4",2,"NETN",2019,"20190522",NA,"Vitis",7,28755,"Acer platanoides","Alive Standing","Vines in the crown",1
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"3",3,"NETN",2016,"20160621",NA,"Vitis",2,28728,"Acer rubrum","Alive Broken","Vines in the crown",0
"MIMA-012","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120619",NA,"Vitis",1,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090527",NA,"Vitis",9,19231,"Carya glabra","Alive","Vines in the crown",0
"MORR-004","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190522",NA,"Vitis",1,19462,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190521",NA,"Vitis",14,19247,"Carya tomentosa","Alive Standing","Vines in the crown",0
"ROVA-025","ROVA","ROVA_VAMA","VAMA","2",4,"NETN",2013,"20130604",NA,"Vitis",1,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","4",2,"NETN",2019,"20190522",NA,"Vitis",13,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"3",2,"NETN",2015,"20150526",NA,"Vitis",14,19247,"Carya tomentosa","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"3",1,"NETN",2014,"20140528",NA,"Vitis",4,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"2",1,"NETN",2010,"20100601",NA,"Vitis",12,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"ROVA-027","ROVA","ROVA_VAMA","VAMA","1",4,"NETN",2009,"20090608",NA,"Vitis",1,19290,"Quercus alba","Alive","Vines in the crown",0
"ROVA-039","ROVA","ROVA_HOFR_East","ELRO/HOFR","1",4,"NETN",2009,"20090609",NA,"Vitis",16,183375,"Pinus resinosa","Alive","Vines in the crown",0
"SARA-028","SARA","SARA",NA,"3",3,"NETN",2016,"20160603",NA,"Vitis",14,19242,"Carya ovata","Alive Leaning","Vines in the crown",0
"ROVA-028","ROVA","ROVA_VAMA","VAMA","2",4,"NETN",2013,"20130604",NA,"Vitis",8,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150529",NA,"Vitis",11,27806,"Cornus florida","Alive Broken","Vines in the crown",0
"MORR-027","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090601",NA,"Vitis",2,28728,"Acer rubrum","Alive","Vines in the crown",0
"MORR-004","MORR","MORR_Jockey_Hollow",NA,"2",2,"NETN",2011,"20110524",NA,"Vitis",1,19462,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"SAGA-014","SAGA","SAGA",NA,"2",3,"NETN",2012,"20120613",NA,"Vitis",4,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"ROVA-001","ROVA","ROVA_HOFR_West","ELRO/HOFR","3",2,"NETN",2015,"20150602",NA,"Vitis",4,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","2",4,"NETN",2013,"20130606",NA,"Vitis",17,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","2",4,"NETN",2013,"20130530",NA,"Vitis",1,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"SARA-005","SARA","SARA",NA,"2",1,"NETN",2010,"20100603",NA,"Vitis",17,183385,"Pinus strobus","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","2",2,"NETN",2011,"20110524",NA,"Vitis",11,27806,"Cornus florida","Alive Standing","Vines in the crown",0
"SARA-001","SARA","SARA",NA,"4",1,"NETN",2018,"20180604",NA,"Vitis",15,32931,"Fraxinus americana","Recruit Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"3",4,"NETN",2017,"20170524",NA,"Vitis",9,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"ROVA-033","ROVA","ROVA_VAMA","VAMA","2",4,"NETN",2013,"20130605",NA,"Vitis",19,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"MORR-001","MORR","MORR_NJ_Brigade","NJ Brigade","3",2,"NETN",2015,"20150529",NA,"Vitis",2,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","2",4,"NETN",2013,"20130606",NA,"Vitis",20,28731,"Acer saccharum","Alive Leaning","Vines in the crown",0
"MIMA-003","MIMA","MIMA_Battle_Road",NA,"2",1,"NETN",2010,"20100621",NA,"Vitis",17,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"2",1,"NETN",2010,"20100601",NA,"Vitis",7,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MORR-029","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090601",NA,"Vitis",7,18086,"Liriodendron tulipifera","Alive","Vines in the crown",0
"ROVA-039","ROVA","ROVA_HOFR_East","ELRO/HOFR","2",4,"NETN",2013,"20130613",NA,"Vitis",18,183375,"Pinus resinosa","Alive Standing","Vines in the crown",0
"ROVA-039","ROVA","ROVA_HOFR_East","ELRO/HOFR","1",4,"NETN",2009,"20090609",NA,"Vitis",31,28728,"Acer rubrum","Alive","Vines in the crown",0
"ROVA-022","ROVA","ROVA_HOFR_West","ELRO/HOFR","1",4,"NETN",2009,"20090603",NA,"Vitis",3,28755,"Acer platanoides","Alive","Vines in the crown",1
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","1",4,"NETN",2009,"20090528",NA,"Vitis",8,18086,"Liriodendron tulipifera","Alive","Vines in the crown",0
"SARA-020","SARA","SARA",NA,"3",3,"NETN",2016,"20160531",NA,"Vitis",21,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",8,19487,"Betula lenta","Alive Standing","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"3",1,"NETN",2014,"20140528",NA,"Vitis",8,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130528",NA,"Vitis",1,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"MORR-023","MORR","MORR_Jockey_Hollow",NA,"3",4,"NETN",2017,"20170524",NA,"Vitis",7,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"MORR-012","MORR","MORR_Jockey_Hollow",NA,"2",2,"NETN",2011,"20110525",NA,"Vitis",14,19247,"Carya tomentosa","Alive Standing","Vines in the crown",0
"MORR-006","MORR","MORR_Jockey_Hollow",NA,"4",2,"NETN",2019,"20190520",NA,"Vitis",15,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"ROVA-039","ROVA","ROVA_HOFR_East","ELRO/HOFR","1",4,"NETN",2009,"20090609",NA,"Vitis",18,183375,"Pinus resinosa","Alive","Vines in the crown",0
"MORR-019","MORR","MORR_Jockey_Hollow",NA,"2",4,"NETN",2013,"20130529",NA,"Vitis",2,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","2",4,"NETN",2013,"20130606",NA,"Vitis",18,28731,"Acer saccharum","Alive Standing","Vines in the crown",0
"ROVA-025","ROVA","ROVA_VAMA","VAMA","3",4,"NETN",2017,"20170601",NA,"Vitis",1,19408,"Quercus rubra","Alive Standing","Vines in the crown",0
"MORR-024","MORR","MORR_NJ_Brigade","NJ Brigade","3",4,"NETN",2017,"20170525",NA,"Vitis",1,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",16,28728,"Acer rubrum","Alive Missed","Vines in the crown",0
"SARA-008","SARA","SARA",NA,"3",1,"NETN",2014,"20140528",NA,"Vitis",12,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MIMA-003","MIMA","MIMA_Battle_Road",NA,"2",1,"NETN",2010,"20100621",NA,"Vitis",23,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"MIMA-003","MIMA","MIMA_Battle_Road",NA,"2",1,"NETN",2010,"20100621",NA,"Vitis",18,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"ROVA-031","ROVA","ROVA_HOFR_West","ELRO/HOFR","1",4,"NETN",2009,"20090603",NA,"Vitis",17,28731,"Acer saccharum","Alive","Vines in the crown",0
"MORR-021","MORR","MORR_Jockey_Hollow",NA,"1",4,"NETN",2009,"20090526",NA,"Vitis",10,19049,"Ulmus americana","Alive","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"3",3,"NETN",2016,"20160620",NA,"Vitis",11,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"ROVA-022","ROVA","ROVA_HOFR_West","ELRO/HOFR","1",4,"NETN",2009,"20090603",NA,"Vitis",4,28731,"Acer saccharum","Alive","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120619",NA,"Vitis labrusca",12,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"2",3,"NETN",2012,"20120621",NA,"Vitis labrusca",3,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MIMA-011","MIMA","MIMA_North_Bridge",NA,"2",3,"NETN",2012,"20120621",NA,"Vitis labrusca",6,19300,"Quercus bicolor","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120619",NA,"Vitis labrusca",15,19447,"Quercus velutina","Recruit Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120619",NA,"Vitis labrusca",7,27821,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"MIMA-020","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120620",NA,"Vitis labrusca",2,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120619",NA,"Vitis labrusca",11,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"MIMA-018","MIMA","MIMA_Battle_Road",NA,"2",3,"NETN",2012,"20120619",NA,"Vitis labrusca",14,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
