Plot_Name,Unit_Code,Unit_Group,Subunit_Code,Panel,Frame,GRTS_Order,Location_Status,Location_Notes,Event_Count,Event_Earliest,Event_Latest,Slope,Aspect,UTM_18N_NAD83_X,UTM_18N_NAD83_Y,Latitude,Longitude
HAFE-0192,HAFE,LOHE,na,2,Region,278,Active,,4,20070713,20190702,9,313,263000,4354750,39.3097149,-77.7487956
HAFE-0195,HAFE,LOHE,na,3,Region,471,Active,,3,20080710,20160706,22,320,263750,4354750,39.3099199,-77.7401062
HAFE-0208,HAFE,LOHE,na,3,Region,475,Active,No shrubs or saplings in microplot 180 at setup,3,20080709,20160707,19,315,263250,4354500,39.3075331,-77.7458112
HAFE-0211,HAFE,LOHE,na,4,Region,763,Active,,3,20090923,20170804,50,139,264000,4354500,39.3077379,-77.737122
HAFE-0215,HAFE,SHIS,na,1,Region,131,Active,On island in Shenandoah,4,20060801,20180828,4,87,261750,4354250,39.3048716,-77.7631007
HAFE-0218,HAFE,LOHE,na,3,Region,549,Active,No saplings or shrubs in microplot 60 at setup,3,20080710,20160707,58,269,263250,4354250,39.305283,-77.7457232
HAFE-0240,HAFE,LOHE,na,4,Region,737,Active,,3,20090611,20170808,19,304,262750,4353250,39.2961457,-77.7511631
MANA-0002,MANA,MANA,na,1,Region,12,Active,,4,20060707,20180509,5,306,279500,4302000,38.8392039,-77.5405118
MANA-0011,MANA,MANA,na,3,Region,559,Active,,3,20080626,20160429,0,N/A,282250,4301750,38.8376377,-77.5087768
MANA-0025,MANA,MANA,na,1,Region,23,Active,No saplings in subplot 300 at setup,4,20060710,20180508,3,177,282000,4301250,38.8330744,-77.5114963
MANA-0027,MANA,MANA,na,1,Region,16,Active,Center of plot close to trail.  Sampling crew downgraded tree 137 to a sapling in microplot 180.,4,20060706,20180524,5,139,279500,4301000,38.8302011,-77.5401916
MANA-0039,MANA,MANA,na,2,Region,360,Active,,4,20070611,20190507,2,310,279500,4300750,38.8279504,-77.5401116
MANA-0054,MANA,MANA,na,1,Region,28,Active,,4,20060706,20180503,0,N/A,279250,4300500,38.8256371,-77.5429088
MANA-0060,MANA,MANA,na,1,Region,32,Active,Just off W side of path,4,20060707,20180508,8,60,280750,4300500,38.8260119,-77.5256453
MANA-0091,MANA,MANA,na,2,Region,293,Retired,,1,20070625,20070625,,,277750,4300000,38.8207585,-77.5600106
MANA-0094,MANA,MANA,na,2,Region,385,Retired,Plot no longer exists; bulldozed for restoration project (2007).,1,20070604,20070604,,,278500,4300000,38.8209475,-77.5513796
MANA-0106,MANA,MANA,na,2,Region,307,Active,,4,20070531,20190508,0,N/A,282250,4300000,38.8218826,-77.5082235
MANA-0131,MANA,MANA,na,3,Region,581,Active,No trees at time of setup.,3,20080805,20160427,4,264,277000,4299500,38.8160677,-77.5684797
MANA-0170,MANA,MANA,na,2,Region,318,Active,,4,20070613,20190508,8,106,282500,4299250,38.8151921,-77.5051097
MANA-0205,MANA,MANA,na,3,Region,578,Active,,3,20080618,20160429,6,27,279500,4298750,38.8099449,-77.5394716
MANA-0218,MANA,MANA,na,3,Region,591,Active,,3,20080929,20160428,0,N/A,283500,4298750,38.8109369,-77.493445
MANA-0223,MANA,MANA,na,4,Region,642,Active,No shrubs/sapling at 60 at time of setup,3,20090616,20170501,4,119,277750,4298500,38.8072546,-77.5595269
MANA-0229,MANA,MANA,na,2,Region,362,Active,,4,20070614,20190507,9,286,279750,4298500,38.8077567,-77.5365151
MANA-0240,MANA,MANA,na,3,Region,573,Active,"Wide trail passes through plot, 13455 has odd vine? Fused into trunk, dbh is moved up slightly to accommodate, 13446 is nearling laying on the ground, but is alive",3,20080805,20160427,8,65,277000,4298250,38.8048145,-77.5680753
MANA-0243,MANA,MANA,na,4,Region,658,Active,,3,20090619,20170501,4,236,277750,4298250,38.8050039,-77.5594463
MANA-0253,MANA,MANA,na,1,Region,41,Active,No saplings in subplot 180 at setup,4,20060705,20180524,6,295,280750,4298250,38.8057554,-77.5249295
MONO-0026,MONO,MONO,na,1,Park,1910,Active,Plot on scour bank of Monocacy River,3,20100826,20180713,0,N/A,294250,4360500,39.3694747,-77.3884278
MONO-0038,MONO,MONO,na,2,Park,2282,Active,No saplings at microplot 180 or 300 at plot setup.,3,20110606,20190530,17,52,294750,4360250,39.3673429,-77.3825518
MONO-0039,MONO,MONO,na,3,Park,2633,Active,,2,20120705,20160523,31,29,295000,4360250,39.3674023,-77.3796522
MONO-0044,MONO,MONO,na,1,Region,132,Active,No saplings in subplot 60 at setup,4,20060721,20180530,11,292,293500,4360000,39.3647943,-77.396973
MONO-0052,MONO,MONO,na,3,Park,4142,Active,Nothing in the microplots.,2,20120705,20160517,3,44,293250,4359750,39.3624838,-77.3997955
MONO-0056,MONO,MONO,na,1,Park,1688,Active,,3,20100720,20180710,23,285,294500,4359750,39.362782,-77.3852983
MONO-0061,MONO,MONO,na,3,Park,3360,Active,Nothing located in microplot 180,2,20120529,20160517,8,232,293250,4359500,39.3602331,-77.3997184
MONO-0069,MONO,MONO,na,2,Park,2610,Active,Nothing in microplots 180 or 300 at plot setup.,3,20110531,20190530,6,125,293000,4359250,39.3579225,-77.4025406
MONO-0074,MONO,MONO,na,4,Park,4559,Active,No saplings in microplots 180 and 300 at time of setup,2,20130829,20170613,15,301,292250,4359000,39.3554918,-77.4111609
MONO-0077,MONO,MONO,na,1,Park,1025,Active,,3,20100723,20180710,14,327,293000,4359000,39.3556718,-77.4024635
MONO-0084,MONO,MONO,na,2,Park,2268,Active,No saplings in microplots 60 and 300 at setup.,3,20110609,20190617,13,314,292750,4358750,39.3533611,-77.4052854
MONO-0091,MONO,MONO,na,2,Park,2498,Active,,3,20110615,20190617,40,299,292750,4358500,39.3511104,-77.4052082
MONO-0101,MONO,MONO,na,4,Region,683,Active,"Stake ""120"" set at 16m",3,20090630,20170607,8,332,293750,4358250,39.3490989,-77.3935355
MONO-0105,MONO,MONO,na,4,Park,4566,Active,No saplings in 300 at time of setup,2,20130628,20170607,10,18,294000,4358000,39.3469078,-77.3905599
MONO-0106,MONO,MONO,na,3,Region,482,Active,,3,20080723,20160523,7,265,294000,4357750,39.344657,-77.3904832
NACE-0004,NACE,GREE,BAWA,1,Region,61,Active,,4,20060717,20180427,4,95,348000,4333000,39.1329245,-76.758602
NACE-0021,NACE,GREE,BAWA,2,Region,312,Active,,4,20070627,20190619,4,234,344000,4328750,39.0939387,-76.8038833
NACE-0029,NACE,GREE,BAWA,3,Region,593,Active,,3,20080729,20160503,8,209,342000,4326750,39.0755654,-76.8265344
NACE-0032,NACE,GREE,BAWA,3,Region,598,Active,,3,20080729,20160503,0,N/A,341500,4325750,39.0664681,-76.8320788
NACE-0041,NACE,GREE,BAWA,4,Region,792,Active,,3,20090901,20170606,2,47,340250,4323500,39.0459755,-76.8459925
NACE-0045,NACE,GREE,BAWA,4,Region,772,Active,,3,20090824,20170606,3,194,339750,4322000,39.032374,-76.8514148
NACE-0055,NACE,GREE,BAWA,4,Region,781,Active,No saplings in any microplots at setup.,3,20090903,20170609,13,188,338250,4318500,39.0005749,-76.8679063
NACE-0080,NACE,GREE,GREE,3,Region,538,Active,,3,20080625,20160502,15,215,336000,4317250,38.988898,-76.8935763
NACE-0081,NACE,GREE,GREE,2,Region,267,Active,,4,20070620,20190604,5,269,336250,4317250,38.9889448,-76.8906912
NACE-0084,NACE,GREE,GREE,2,Region,832,Active,Added in 2011 as a replacement for one of two plots which were cut down at MANA. No saplings in microplot 60 at plot setup.,3,20110601,20190509,20,315,335250,4317000,38.9865056,-76.9021712
NACE-0086,NACE,GREE,GREE,2,Region,269,Active,,4,20070622,20190516,7,105,335750,4317000,38.9865995,-76.8964013
NACE-0087,NACE,GREE,GREE,1,Region,8,Active,No saplings in subplot 300 at setup,4,20060718,20180522,18,180,336000,4317000,38.9866464,-76.8935163
NACE-0094,NACE,GREE,GREE,2,Region,270,Active,,4,20070621,20190509,13,195,335500,4316750,38.984301,-76.8992261
NACE-0097,NACE,GREE,BAWA,4,Region,814,Active,No saplings in microplot 60 at setup. Zero degree stake at 17 meters to avoid ravine. Trees 18485 & 18486 are fused - dbh must be measured at 7 feet.,3,20090904,20170621,18,301,336250,4316750,38.9844416,-76.8905714
NACE-0107,NACE,GREE,GREE,3,Region,569,Active,,3,20080625,20160502,8,189,336500,4316500,38.9822367,-76.8876267
NACE-0118,NACE,GREE,GREE,2,Region,829,Active,Added in 2011 as a replacement for one of two plots which were cut down at MANA. Nothing in microplot 180 at plot setup.,3,20110614,20190516,7,344,334500,4316000,38.9773578,-76.9105839
NACE-0131,NACE,GREE,GREE,1,Region,2,Active,No saplings in subplots 60 and 300 at setup,4,20060728,20180522,11,190,335500,4315750,38.9752946,-76.8989854
NACE-0145,NACE,GREE,BAWA,3,Region,543,Active,No saplings at microplot 60 at time of setup.,3,20080804,20160504,4,338,335000,4314500,38.9639425,-76.9044528
NACE-0167,NACE,GREE,BAWA,4,Region,824,Active,,3,20090902,20170530,8,240,332000,4309500,38.918341,-76.9378343
NACE-0174,NACE,NACE,KEPA,1,Region,159,Active,,4,20060926,20180521,0,N/A,330750,4309000,38.9135977,-76.9521215
NACE-0233,NACE,NACE,ANAC,1,Region,169,Active,,4,20060921,20180521,0,N/A,329250,4305500,38.8817856,-76.9685422
NACE-0245,NACE,NACE,FODU,1,Region,37,Active,"No saplings in subplot 180, Near Ft. Dupont Activity Center",4,20060713,20180427,8,45,330250,4305250,38.8797277,-76.9569579
NACE-0267,NACE,NACE,FODU,2,Region,297,Active,,4,20070618,20190613,9,13,331000,4304500,38.8731175,-76.9481317
NACE-0269,NACE,NACE,FODU,4,Region,648,Active,,3,20090622,20170627,10,274,331500,4304500,38.8732135,-76.9423711
NACE-0282,NACE,NACE,FOCI,2,Region,373,Active,,4,20070619,20190613,14,42,329750,4303750,38.8661216,-76.9623474
NACE-0296,NACE,NACE,FOCI,3,Region,443,Active,,3,20080828,20160603,28,22,328750,4303000,38.8591728,-76.9736805
NACE-0304,NACE,NACE,SHEP,4,Region,669,Active,,3,20090622,20170626,22,5,326250,4302000,38.8496764,-77.0022244
NACE-0310,NACE,NACE,SUIT,3,Region,428,Active,,3,20080808,20160505,23,109,331250,4301750,38.8483981,-76.9445765
NACE-0337,NACE,NACE,SUIT,2,Region,266,Active,,4,20070619,20190625,4,215,336250,4300000,38.8335812,-76.8865725
NACE-0341,NACE,NACE,SHEP,2,Region,340,Active,,4,20070615,20190517,25,360,325000,4299500,38.8269136,-77.0159851
NACE-0344,NACE,NACE,BAEA,4,Region,688,Active,No saplings in microplots 180 & 300 at setup.,3,20090624,20170627,24,142,325750,4298500,38.8180562,-77.0070971
NACE-0350,NACE,NACE,OXHI,3,Region,600,Active,"No  trees or shrubs at microplot 180 at time of setup. Tree # 13006 may be tagged incorrectly, check distance and azimuth (11.8meters, 358 degrees). Also check and enter tag # for the tree at 9.8 meters, 27 degrees.",3,20080808,20160505,4,43,324750,4297750,38.8111033,-77.0184183
NACE-0398,NACE,PISC,FOWA,2,Region,387,Active,,4,20070629,20190523,10,300,323500,4287250,38.7162903,-77.0301242
NACE-0399,NACE,PISC,FOWA,1,Region,122,Active,,4,20060809,20180727,31,333,323750,4287250,38.7163401,-77.0272503
NACE-0432,NACE,PISC,PISC,4,Region,790,Active,,3,20090831,20170620,13,315,325500,4285500,38.7009264,-77.0066923
NACE-0453,NACE,PISC,PISC,3,Region,454,Active,"Originally plot contained duplicate tags #11704 (68 degrees, 13.2 m), 11705 (73 degrees, 11.4 m), 11706 (95 degrees, 2.8 m) and 11707 (151 degrees, 9.6 m); same as MANA-0205 (MANA-0205 tags are correct). These tages were replaced with 13594-13597.",3,20080714,20160826,0,N/A,321000,4284750,38.6932726,-77.0582166
NACE-0468,NACE,PISC,PISC,1,Region,185,Active,,4,20061016,20180711,0,N/A,324750,4284750,38.6940234,-77.0151225
NACE-0477,NACE,PISC,PISC,2,Region,240,Active,"Plot will be coverd with standing water when it rains, otherwise it is very muddy. Plot center was installed in June 07, but one may have been installed in Dec 07 as well.",4,20070628,20190614,0,N/A,321500,4284500,38.6911221,-77.0524064
NACE-0487,NACE,PISC,PISC,2,Region,409,Active,No saplings or shrubs in microplot 300 at setup,4,20070702,20190523,0,N/A,324000,4284500,38.691623,-77.023678
NACE-0490,NACE,PISC,PISC,1,Region,51,Active,"No trees on establishment day or saplings in subplot 60 - field in process of succession.  During plot revisit on 01/07/2008 it was obvious that the plot had been cleared. Major disruption to plot, no trees remain. Addendum: We have confirmed that NACE in",2,20060629,20180517,0,N/A,324750,4284500,38.6917718,-77.0150593
NACE-0491,NACE,PISC,PISC,1,Region,76,Active,,4,20060809,20180711,0,N/A,325000,4284500,38.6918213,-77.0121864
NACE-0493,NACE,PISC,PISC,4,Region,706,Active,"No saplings at 60 degrees at set-up. The microplot and 15 meter stakes are flagged at ground level to facilitate locating them. At setup, the plot is heavily smothered in vines, especially by Celastrus orbiculatus.",3,20090617,20170523,,,318250,4284250,38.688209,-77.0896868
NACE-0586,NACE,PISC,PISC,4,Region,821,Active,No saplings in microplots 60 & 300 at setup.,3,20090617,20170522,1,348,317250,4283500,38.6812487,-77.1009796
NACE-0619,NACE,PISC,PISC,3,Region,421,Active,"No saplings/shrubs in microplots 60 and 300 at time of setup.  Phellodendron amurense, an exotic invasive tree species found in plot as seedling and sapling.",3,20080908,20160512,0,N/A,317500,4283250,38.6790488,-77.0980415
NACE-0621,NACE,PISC,PISC,2,Region,416,Active,,4,20070629,20190522,0,N/A,318000,4283250,38.6791518,-77.092297
NACE-0623,NACE,PISC,PISC,2,Region,279,Active,,4,20070626,20190522,0,N/A,318500,4283250,38.6792544,-77.0865525
NACE-0649,NACE,PISC,PISC,3,Region,548,Active,No saplings/shrubs at microplots 60 and 300 at time of setup.,3,20080908,20160511,0,N/A,317000,4283000,38.6766941,-77.10372
NACE-0713,NACE,PISC,PISC,4,Region,819,Active,,3,20090916,20170620,2,255,317750,4282250,38.6700945,-77.0949066
PRWI-0012,PRWI,PRWI,na,1,Region,89,Active,No trees in microplot 180 at setup,4,20060914,20180822,10,41,288750,4278000,38.6253851,-77.426702
PRWI-0014,PRWI,PRWI,na,4,Region,629,Active,,3,20090804,20170504,18,317,290000,4278000,38.625682,-77.4123547
PRWI-0020,PRWI,PRWI,na,3,Region,430,Active,,3,20080919,20160624,26,97,289250,4277750,38.6232531,-77.4208874
PRWI-0025,PRWI,PRWI,na,2,Region,417,Active,,4,20070912,20190708,4,225,290500,4277750,38.6235493,-77.4065404
PRWI-0028,PRWI,PRWI,na,4,Region,644,Active,,3,20090814,20170718,8,30,288500,4277500,38.6208237,-77.4294195
PRWI-0039,PRWI,PRWI,na,2,Region,404,Active,,4,20070912,20190715,4,333,288500,4277250,38.6185727,-77.4293435
PRWI-0041,PRWI,PRWI,na,2,Region,402,Active,,4,20070912,20190709,6,130,289000,4277250,38.6186918,-77.4236051
PRWI-0051,PRWI,PRWI,na,1,Region,101,Active,,4,20060915,20180813,12,80,288750,4277000,38.6163813,-77.4263984
PRWI-0053,PRWI,PRWI,na,3,Region,617,Active,,3,20080919,20160726,8,153,289250,4277000,38.6165002,-77.4206602
PRWI-0055,PRWI,PRWI,na,4,Region,639,Active,,3,20090818,20170724,9,70,289750,4277000,38.6166189,-77.414922
PRWI-0060,PRWI,PRWI,na,4,Region,623,Active,,3,20090804,20170509,17,311,291000,4277000,38.6169142,-77.4005763
PRWI-0062,PRWI,PRWI,na,1,Region,84,Active,,4,20060912,20180817,4,167,291500,4277000,38.6170319,-77.394838
PRWI-0064,PRWI,PRWI,na,3,Region,615,Active,,3,20080909,20160726,13,202,288500,4276750,38.6140708,-77.4291916
PRWI-0069,PRWI,PRWI,na,3,Region,429,Active,,3,20080801,20160713,6,190,289750,4276750,38.6143679,-77.4148465
PRWI-0075,PRWI,PRWI,na,1,Region,108,Active,,4,20060906,20180817,11,306,291250,4276750,38.6147221,-77.3976322
PRWI-0079,PRWI,PRWI,na,4,Region,645,Active,,3,20090716,20170717,8,327,288750,4276500,38.6118794,-77.4262467
PRWI-0080,PRWI,PRWI,na,1,Region,83,Active,,4,20060915,20180813,5,250,289000,4276500,38.6119389,-77.4233778
PRWI-0082,PRWI,PRWI,na,4,Region,643,Active,,3,20090814,20170718,5,25,289500,4276500,38.6120576,-77.4176399
PRWI-0085,PRWI,PRWI,na,1,Region,85,Active,,4,20060911,20180814,4,55,290250,4276500,38.6122352,-77.4090331
PRWI-0090,PRWI,PRWI,na,4,Region,646,Active,,3,20090805,20170515,5,221,291500,4276500,38.6125298,-77.3946882
PRWI-0093,PRWI,PRWI,na,1,Region,73,Active,,4,20060906,20180821,8,171,292250,4276500,38.6127058,-77.3860811
PRWI-0096,PRWI,PRWI,na,3,Region,493,Active,,3,20080909,20160805,2,105,289250,4276250,38.6097473,-77.4204332
PRWI-0097,PRWI,PRWI,na,2,Region,283,Active,Watch for hazardous dead tree caught in canopy right by the 0 degree stake,4,20070907,20190816,7,97,289500,4276250,38.6098066,-77.4175643
PRWI-0111,PRWI,PRWI,na,4,Region,711,Active,No shrubs/sapling at 60 or 300 at time of setup,3,20090625,20170602,8,156,293000,4276250,38.61063,-77.3773997
PRWI-0120,PRWI,PRWI,na,2,Region,289,Active,"Large Wasps nest at 238 degrees, 18m (just outside of plot), Tree 10703 may be a shrub and if so pull tag, microplot 60 had large vaccinium bushes.",4,20070905,20190716,9,68,290250,4276000,38.6077332,-77.4088825
PRWI-0124,PRWI,PRWI,na,3,Region,577,Active,,3,20080820,20160613,6,166,291250,4276000,38.607969,-77.3974073
PRWI-0125,PRWI,PRWI,na,3,Region,423,Active,60 degree stake is at 8 m.,3,20080820,20160613,11,228,291500,4276000,38.6080278,-77.3945385
PRWI-0126,PRWI,PRWI,na,4,Region,685,Active,,3,20090707,20170531,11,234,291750,4276000,38.6080865,-77.3916696
PRWI-0129,PRWI,PRWI,na,3,Region,427,Active,,3,20080915,20160615,13,262,292500,4276000,38.6082622,-77.3830631
PRWI-0132,PRWI,PRWI,na,3,Region,500,Active,,3,20080915,20160615,10,231,293250,4276000,38.6084372,-77.3744565
PRWI-0143,PRWI,PRWI,na,2,Region,224,Active,No saplings or shrubs in microplot 300 at setup,4,20070905,20190621,28,127,290750,4275750,38.6056003,-77.4030698
PRWI-0144,PRWI,PRWI,na,3,Region,496,Active,,3,20080923,20160601,12,265,291000,4275750,38.6056592,-77.4002011
PRWI-0145,PRWI,PRWI,na,1,Region,140,Active,No saplings or shrubs in subplot 300 at setup,4,20060911,20180910,17,86,291250,4275750,38.605718,-77.3973323
PRWI-0147,PRWI,PRWI,na,4,Region,692,Active,,3,20090707,20170601,5,114,291750,4275750,38.6058355,-77.3915949
PRWI-0149,PRWI,PRWI,na,4,Region,703,Active,,3,20090817,20170912,8,168,292250,4275750,38.6059527,-77.3858574
PRWI-0164,PRWI,PRWI,na,4,Region,787,Active,,3,20090728,20170908,9,4,290500,4275500,38.6032903,-77.4058633
PRWI-0168,PRWI,PRWI,na,4,Region,713,Active,,3,20090723,20170524,23,21,291500,4275500,38.6035258,-77.3943888
PRWI-0173,PRWI,PRWI,na,1,Region,145,Active,,4,20060824,20180705,12,348,292750,4275500,38.6038185,-77.3800454
PRWI-0175,PRWI,PRWI,na,1,Region,45,Active,,4,20060824,20180911,35,200,293250,4275500,38.6039351,-77.374308
PRWI-0181,PRWI,PRWI,na,1,Region,87,Active,,4,20060828,20180801,8,194,295000,4275500,38.6043411,-77.3542269
PRWI-0189,PRWI,PRWI,na,2,Region,305,Active,,4,20070906,20190621,7,192,290500,4275250,38.6010393,-77.4057881
PRWI-0195,PRWI,PRWI,na,4,Region,756,Active,,3,20090723,20170524,35,125,292000,4275250,38.601392,-77.3885768
PRWI-0196,PRWI,PRWI,na,3,Region,557,Active,,3,20080627,20160531,17,20,292250,4275250,38.6014506,-77.3857082
PRWI-0199,PRWI,PRWI,na,1,Region,148,Active,,4,20060823,20180705,18,139,293000,4275250,38.6016258,-77.3771024
PRWI-0206,PRWI,PRWI,na,2,Region,359,Active,,4,20070919,20190729,8,186,294750,4275250,38.6020322,-77.357022
PRWI-0223,PRWI,PRWI,na,1,Region,50,Active,,4,20060831,20180830,15,130,292250,4275000,38.5991996,-77.3856337
PRWI-0227,PRWI,PRWI,na,2,Region,211,Active,,4,20070814,20190624,10,299,293250,4275000,38.599433,-77.3741596
PRWI-0233,PRWI,PRWI,na,1,Region,95,Active,,4,20060829,20180801,14,148,294750,4275000,38.5997811,-77.3569484
PRWI-0238,PRWI,PRWI,na,1,Region,96,Active,,4,20060919,20180821,4,233,296250,4275000,38.6001267,-77.3397368
PRWI-0256,PRWI,PRWI,na,4,Region,761,Active,,3,20090608,20170605,1,13,293250,4274750,38.597182,-77.3740854
PRWI-0268,PRWI,PRWI,na,4,Region,632,Active,,3,20090625,20170526,19,349,296250,4274750,38.5978756,-77.3396636
PRWI-0273,PRWI,PRWI,na,3,Region,499,Active,,3,20080923,20160609,7,100,289500,4274500,38.5940498,-77.4170355
PRWI-0276,PRWI,PRWI,na,1,Region,20,Active,"No saplings recorded.  Plot experienced severe burn (< 1 yr ago?).  All understory and aboveground stems dead. Most trees dead; all tagged trees nearly dead.  However, oaks, blackgum, maple, mt laurel and vaccinium are resprouting profusely from roots.  T",4,20060816,20180605,7,291,290250,4274500,38.5942272,-77.4084308
PRWI-0277,PRWI,PRWI,na,1,Region,155,Active,,4,20060816,20180621,10,134,290500,4274500,38.5942863,-77.4055625
PRWI-0279,PRWI,PRWI,na,4,Region,773,Active,,3,20090826,20170612,13,129,291000,4274500,38.5944041,-77.399826
PRWI-0280,PRWI,PRWI,na,4,Region,779,Active,No saplings in microplots 60 & 300 at setup.,3,20090826,20170608,8,161,291250,4274500,38.5944629,-77.3969577
PRWI-0282,PRWI,PRWI,na,1,Region,156,Active,,4,20060822,20180829,5,247,291750,4274500,38.5945803,-77.3912212
PRWI-0286,PRWI,PRWI,na,4,Region,770,Active,,3,20090615,20170914,9,1,292750,4274500,38.5948143,-77.3797479
PRWI-0287,PRWI,PRWI,na,2,Region,229,Active,,4,20070814,20190726,5,247,293000,4274500,38.5948727,-77.3768796
PRWI-0289,PRWI,PRWI,na,2,Region,221,Active,,4,20070906,20190725,8,269,293500,4274500,38.5949891,-77.3711429
PRWI-0298,PRWI,PRWI,na,2,Region,366,Active,No saplings or shrubs in microplot 180 at setup,4,20070911,20190724,9,235,295750,4274500,38.5955096,-77.3453274
PRWI-0301,PRWI,PRWI,na,4,Region,755,Active,,3,20090716,20170619,5,332,288750,4274250,38.5916207,-77.4255643
PRWI-0305,PRWI,PRWI,na,4,Region,774,Active,,3,20090623,20170510,12,54,289750,4274250,38.591858,-77.4140918
PRWI-0307,PRWI,PRWI,na,4,Region,686,Active,,3,20090623,20170510,8,157,290250,4274250,38.5919762,-77.4083555
PRWI-0313,PRWI,PRWI,na,2,Region,308,Active,,4,20070827,20190725,11,25,291750,4274250,38.5923293,-77.3911465
PRWI-0321,PRWI,PRWI,na,1,Region,152,Active,Small stream runs through plot. No saplings/shrubs on subplot 300 at setup,4,20060831,20180620,5,114,293750,4274250,38.5927961,-77.3682006
PRWI-0325,PRWI,PRWI,na,2,Region,357,Active,,4,20070919,20190724,13,349,294750,4274250,38.5930279,-77.3567274
PRWI-0333,PRWI,PRWI,na,1,Region,161,Active,,4,20060920,20180613,12,115,289750,4274000,38.589607,-77.4140164
PRWI-0334,PRWI,PRWI,na,3,Region,497,Active,,3,20080902,20160608,9,33,290000,4274000,38.5896662,-77.4111484
PRWI-0338,PRWI,PRWI,na,1,Region,150,Active,,4,20060912,20180611,8,214,291000,4274000,38.5899021,-77.3996761
PRWI-0349,PRWI,PRWI,na,3,Region,507,Active,,3,20080806,20160804,17,150,293750,4274000,38.5905451,-77.3681266
PRWI-0355,PRWI,PRWI,na,3,Region,616,Active,,3,20080819,20160810,21,273,295250,4274000,38.5908922,-77.3509173
PRWI-0369,PRWI,PRWI,na,3,Region,486,Active,,3,20080902,20160606,17,290,291250,4273750,38.5877099,-77.3967331
PRWI-0377,PRWI,PRWI,na,3,Region,425,Active,North rebar is in creek bed and may be underwater. 240 is placed at 14m and may also be underwater. No trees/shrubs at microplot 60 at time of setup.,3,20080822,20160824,0,N/A,293250,4273750,38.5881777,-77.3737888
PRWI-0378,PRWI,PRWI,na,2,Region,209,Active,Microplot 60 had no saplings or shrubs at setup,4,20070820,20190618,0,N/A,293500,4273750,38.5882359,-77.3709207
PRWI-0379,PRWI,PRWI,na,3,Region,495,Active,Beware of fallen pine at plot center.,3,20080722,20160804,0,N/A,293750,4273750,38.588294,-77.3680526
PRWI-0381,PRWI,PRWI,na,2,Region,300,Active,,4,20070917,20190726,20,120,294250,4273750,38.58841,-77.3623164
PRWI-0392,PRWI,PRWI,na,3,Region,438,Active,,3,20080924,20160610,11,92,289250,4273500,38.5849865,-77.4196013
PRWI-0398,PRWI,PRWI,na,1,Region,166,Active,,4,20060920,20180621,7,210,290750,4273500,38.5853412,-77.402394
PRWI-0401,PRWI,PRWI,na,3,Region,484,Active,,3,20080829,20160531,19,288,291500,4273500,38.5855176,-77.3937903
PRWI-0409,PRWI,PRWI,na,3,Region,435,Active,,3,20080822,20160526,4,88,293500,4273500,38.5859848,-77.3708466
PRWI-0417,PRWI,PRWI,na,2,Region,350,Active,,4,20070911,20190730,11,303,295500,4273500,38.5864476,-77.3479024
PRWI-0431,PRWI,PRWI,na,2,Region,319,Active,,4,20070821,20190906,7,73,290750,4273250,38.5830902,-77.402319
PRWI-0435,PRWI,PRWI,na,4,Region,777,Active,No saplings in microplot 300 at setup.,3,20090729,20170622,10,216,291750,4273250,38.5833252,-77.3908477
PRWI-0436,PRWI,PRWI,na,1,Region,163,Active,,4,20060918,20180808,15,105,292000,4273250,38.5833838,-77.3879798
PRWI-0446,PRWI,PRWI,na,1,Region,91,Active,,4,20060908,20180620,10,50,294500,4273250,38.5839657,-77.3593009
PRWI-0447,PRWI,PRWI,na,4,Region,624,Active,No saplings in microplot 180 at setup.,3,20090612,20170727,26,195,294750,4273250,38.5840235,-77.3564329
PRWI-0456,PRWI,PRWI,na,4,Region,715,Active,,3,20090812,20170906,5,250,289250,4273000,38.5804845,-77.4194502
PRWI-0463,PRWI,PRWI,na,1,Region,146,Active,,4,20060822,20180802,9,296,291000,4273000,38.580898,-77.3993763
PRWI-0466,PRWI,PRWI,na,3,Region,572,Active,,3,20080728,20160606,,9,291750,4273000,38.5810741,-77.390773
PRWI-0475,PRWI,PRWI,na,2,Region,208,Active,,4,20070820,20190618,16,141,294000,4273000,38.5815988,-77.3649629
PRWI-0480,PRWI,PRWI,na,4,Region,630,Active,No saplings in microplot 60 at setup.,3,20090710,20170727,25,168,295750,4273000,38.5820029,-77.3448878
PRWI-0491,PRWI,PRWI,na,1,Region,158,Active,,4,20060821,20180802,14,140,290250,4272750,38.5784702,-77.4079042
PRWI-0494,PRWI,PRWI,na,4,Region,760,Active,,3,20090727,20170809,12,230,291000,4272750,38.578647,-77.3993013
PRWI-0497,PRWI,PRWI,na,4,Region,696,Active,,3,20090609,20170622,12,239,291750,4272750,38.5788231,-77.3906984
PRWI-0505,PRWI,PRWI,na,3,Region,419,Active,No trees/shrubs in microplots 60 and 300 at time of setup,3,20080806,20160824,0,N/A,293750,4272750,38.5792897,-77.3677567
PRWI-0508,PRWI,PRWI,na,1,Region,82,Active,,4,20060825,20180626,11,30,294500,4272750,38.5794635,-77.3591535
PRWI-0512,PRWI,PRWI,na,2,Region,370,Active,For tree 10803 measure DBH at the upper line,4,20070911,20190730,16,290,296750,4272750,38.5799812,-77.3333433
PRWI-0519,PRWI,PRWI,na,4,Region,709,Active,,3,20090803,20170731,14,3,290500,4272500,38.5762782,-77.4049615
