"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Quadrat_Number","Latin_Name","TaxonCode","Height","Browsable","Browsed"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"300","Lindera benzoin",88913,102.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"300","Lindera benzoin",88913,26.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"300","Lindera benzoin",88913,108.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"300","Lindera benzoin",88913,26.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"300","Lindera benzoin",88913,19.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"300","Lindera benzoin",88913,18.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-13m","Lindera benzoin",88913,34.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-13m","Lindera benzoin",88913,19.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-13m","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-13m","Lindera benzoin",88913,29.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-13m","Lindera benzoin",88913,34.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-13m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-13m","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-3m","Lindera benzoin",88913,73.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-3m","Lindera benzoin",88913,113.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-3m","Lindera benzoin",88913,101.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-3m","Lindera benzoin",88913,102.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-3m","Lindera benzoin",88913,29.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-3m","Lindera benzoin",88913,15.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,58.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,20.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,35.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,27.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,47.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,19.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,38.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,50.00,"Yes","No"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,24.50,"unk","unk"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,52.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,43.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,25.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,30.00,"Yes","No"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,20.50,"unk","unk"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,37.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,30.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,23.00,"unk","unk"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,19.00,"unk","unk"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,60.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-3m","Lindera benzoin",88913,25.00,"Yes","No"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-3m","Lindera benzoin",88913,21.50,"unk","unk"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"360-8m","Lindera benzoin",88913,19.00,"unk","unk"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-8m","Lindera benzoin",88913,38.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-8m","Lindera benzoin",88913,74.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-8m","Lindera benzoin",88913,44.00,"Yes","No"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"360-8m","Lindera benzoin",88913,39.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-8m","Lindera benzoin",88913,26.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-8m","Lindera benzoin",88913,39.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-8m","Lindera benzoin",88913,18.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-8m","Lindera benzoin",88913,41.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-8m","Lindera benzoin",88913,52.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"360-8m","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0015","CATO","CATO","na",1.00,4,"Region",2009,20090917,"60","Lindera benzoin",88913,17.50,"unk","unk"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"60","Lindera benzoin",88913,22.00,"Yes","No"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"60","Lindera benzoin",88913,32.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"60","Lindera benzoin",88913,46.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,"60","Lindera benzoin",88913,46.00,"Yes","Yes"
"CATO-0015","CATO","CATO","na",2.00,4,"Region",2013,20130719,"60","Lindera benzoin",88913,32.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"120-3m","Lindera benzoin",88913,88.00,"Yes","No"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,24.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,20.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,38.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,23.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,29.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"120-3m","Lindera benzoin",88913,44.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"120-3m","Lindera benzoin",88913,38.00,"Yes","No"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"120-3m","Lindera benzoin",88913,32.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-3m","Lindera benzoin",88913,24.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-8m","Lindera benzoin",88913,36.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"120-8m","Lindera benzoin",88913,20.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"180","Lindera benzoin",88913,30.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"240-13m","Lindera benzoin",88913,27.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"240-13m","Lindera benzoin",88913,19.00,"unk","unk"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"240-13m","Lindera benzoin",88913,15.00,"Yes","No"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"240-3m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"240-3m","Lindera benzoin",88913,24.00,"unk","unk"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"240-8m","Lindera benzoin",88913,17.00,"Yes","No"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"240-8m","Lindera benzoin",88913,15.00,"Yes","No"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"240-8m","Lindera benzoin",88913,17.00,"Yes","No"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"240-8m","Lindera benzoin",88913,15.00,"Yes","No"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"240-8m","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"360-13m","Lindera benzoin",88913,38.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"360-13m","Lindera benzoin",88913,76.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"360-13m","Lindera benzoin",88913,43.00,"Yes","No"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"360-13m","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"360-13m","Lindera benzoin",88913,33.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"360-13m","Lindera benzoin",88913,53.00,"unk","unk"
"CATO-0016","CATO","CATO","na",1.00,3,"Region",2008,20080812,"360-3m","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0016","CATO","CATO","na",3.00,3,"Region",2016,20160614,"60","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"60","Lindera benzoin",88913,28.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"60","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"60","Lindera benzoin",88913,21.00,"Yes","Yes"
"CATO-0016","CATO","CATO","na",2.00,3,"Region",2012,20120831,"60","Lindera benzoin",88913,26.00,"Yes","No"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"120-13m","Hamamelis virginiana",102052,23.00,"Yes","No"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"120-13m","Hamamelis virginiana",102052,15.00,"Yes","No"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"120-3m","Lindera benzoin",88913,30.00,"Yes","No"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"120-3m","Lindera benzoin",88913,29.00,"Yes","No"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"120-3m","Lindera benzoin",88913,27.00,"Yes","No"
"CATO-0035","CATO","CATO","na",3.00,2,"Region",2015,20150626,"240-13m","Lindera benzoin",88913,33.00,"Yes","No"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"240-13m","Lindera benzoin",88913,60.00,"Yes","Yes"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"240-8m","Lindera benzoin",88913,23.00,"Yes","Yes"
"CATO-0035","CATO","CATO","na",3.00,2,"Region",2015,20150626,"240-8m","Lindera benzoin",88913,60.00,"Yes","Yes"
"CATO-0035","CATO","CATO","na",2.00,2,"Region",2011,20110923,"300","Lindera benzoin",88913,23.00,"unk","unk"
"CATO-0035","CATO","CATO","na",4.00,2,"Region",2019,20190722,"360-13m","Lindera benzoin",88913,24.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"120-13m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"120-3m","Lindera benzoin",88913,95.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"120-3m","Lindera benzoin",88913,35.00,"Yes","No"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"120-3m","Lindera benzoin",88913,63.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"120-3m","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"120-3m","Lindera benzoin",88913,28.00,"Yes","No"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"120-3m","Lindera benzoin",88913,35.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"120-3m","Lindera benzoin",88913,21.00,"unk","unk"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"120-8m","Lindera benzoin",88913,62.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"120-8m","Lindera benzoin",88913,69.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"120-8m","Lindera benzoin",88913,30.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"120-8m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"180","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"300","Lindera benzoin",88913,31.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"300","Lindera benzoin",88913,59.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"300","Lindera benzoin",88913,32.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"300","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"300","Lindera benzoin",88913,29.00,"No","No"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"300","Lindera benzoin",88913,86.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"360-13m","Lindera benzoin",88913,38.00,"Yes","No"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"360-13m","Lindera benzoin",88913,45.00,"Yes","No"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"360-13m","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"360-13m","Lindera benzoin",88913,43.00,"unk","unk"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"360-13m","Lindera benzoin",88913,19.00,"Yes","No"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"360-13m","Lindera benzoin",88913,21.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"360-13m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"360-13m","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"360-13m","Lindera benzoin",88913,54.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"360-13m","Lindera benzoin",88913,101.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"360-13m","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"360-8m","Lindera benzoin",88913,23.00,"unk","unk"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"360-8m","Lindera benzoin",88913,55.00,"Yes","No"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"360-8m","Lindera benzoin",88913,26.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"60","Lindera benzoin",88913,39.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"60","Lindera benzoin",88913,43.00,"unk","unk"
"CATO-0037","CATO","CATO","na",1.00,2,"Region",2007,20070801,"60","Lindera benzoin",88913,37.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,48.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,63.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,48.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,49.00,"unk","unk"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"60","Lindera benzoin",88913,128.00,"Yes","Yes"
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,"60","Lindera benzoin",88913,65.00,"Yes","No"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,51.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,32.00,"unk","unk"
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,"60","Lindera benzoin",88913,47.50,"unk","unk"
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,"60","Lindera benzoin",88913,15.00,"Yes","No"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"120-3m","Lindera benzoin",88913,22.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"120-3m","Lindera benzoin",88913,88.00,"unk","unk"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"120-3m","Lindera benzoin",88913,47.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"120-8m","Lindera benzoin",88913,21.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"120-8m","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"120-8m","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"120-8m","Lindera benzoin",88913,27.00,"unk","unk"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"120-8m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"180","Lindera benzoin",88913,95.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,42.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,60.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"180","Lindera benzoin",88913,15.50,"unk","unk"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-13m","Lindera benzoin",88913,73.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-13m","Lindera benzoin",88913,59.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-13m","Lindera benzoin",88913,34.00,"unk","unk"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-13m","Lindera benzoin",88913,64.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-13m","Lindera benzoin",88913,57.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-13m","Lindera benzoin",88913,44.00,"unk","unk"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"240-13m","Lindera benzoin",88913,27.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-3m","Lindera benzoin",88913,64.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-3m","Lindera benzoin",88913,51.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-3m","Lindera benzoin",88913,21.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-3m","Lindera benzoin",88913,19.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-3m","Lindera benzoin",88913,43.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-3m","Lindera benzoin",88913,55.00,"unk","unk"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-8m","Lindera benzoin",88913,37.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"240-8m","Lindera benzoin",88913,78.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"240-8m","Lindera benzoin",88913,29.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-8m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-8m","Lindera benzoin",88913,75.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"240-8m","Lindera benzoin",88913,40.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,29.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,21.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,87.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,35.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"300","Lindera benzoin",88913,51.00,"unk","unk"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"300","Lindera benzoin",88913,15.00,"Yes","No"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"300","Lindera benzoin",88913,46.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"300","Lindera benzoin",88913,17.00,"Yes","No"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"300","Lindera benzoin",88913,47.00,"Yes","No"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"300","Lindera benzoin",88913,61.00,"Yes","No"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"360-13m","Lindera benzoin",88913,72.00,"Yes","No"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"360-13m","Lindera benzoin",88913,73.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"360-13m","Lindera benzoin",88913,48.00,"unk","unk"
"CATO-0043","CATO","CATO","na",1.00,4,"Region",2009,20090918,"360-13m","Lindera benzoin",88913,15.50,"unk","unk"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"360-13m","Lindera benzoin",88913,29.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"360-13m","Lindera benzoin",88913,88.00,"Yes","No"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"360-3m","Lindera benzoin",88913,43.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"360-3m","Lindera benzoin",88913,71.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"360-3m","Lindera benzoin",88913,15.00,"Yes","Yes"
"CATO-0043","CATO","CATO","na",3.00,4,"Region",2017,20170822,"360-3m","Lindera benzoin",88913,68.00,"Yes","No"
"CATO-0043","CATO","CATO","na",2.00,4,"Region",2013,20130717,"360-3m","Lindera benzoin",88913,32.00,"Yes","Yes"
