"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Tag","TSN","TaxonCode","Latin_Name","Status","Habit","Browsed","Browsable","SaplingVigor","VigorClass"
"CHOH-0489","CHOH","CUMB","na",4.00,2,"Region",2019,"20190822",25169,23615,127760,"Vaccinium stamineum","Alive Standing","Shrub","No","Yes",1,"Healthy"
"CHOH-0489","CHOH","CUMB","na",4.00,2,"Region",2019,"20190822",22382,23615,127760,"Vaccinium stamineum","Alive Leaning","Shrub","Yes","Yes",1,"Healthy"
"CHOH-0741","CHOH","CUMB","na",1.00,4,"Region",2009,"20090820",12442,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-0741","CHOH","CUMB","na",2.00,4,"Region",2013,"20130813",12442,18147,88913,"Lindera benzoin","Alive Broken","Shrub","Yes","Yes",,
"CHOH-0847","CHOH","WILL","na",2.00,4,"Region",2013,"20130729",14297,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0847","CHOH","WILL","na",1.00,4,"Region",2009,"20090626",14297,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-0847","CHOH","WILL","na",2.00,4,"Region",2013,"20130729",14288,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0847","CHOH","WILL","na",1.00,4,"Region",2009,"20090626",14288,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0942","CHOH","WILL","na",3.00,1,"Region",2014,"20140711",4142,35253,130836,"Viburnum prunifolium","Alive Standing","Shrub","No","Yes",,
"CHOH-0942","CHOH","WILL","na",2.00,1,"Region",2010,"20100915",4142,35253,130836,"Viburnum prunifolium","Alive Standing","Shrub","No","Yes",,
"CHOH-0942","CHOH","WILL","na",1.00,1,"Region",2006,"20061012",4142,35253,130836,"Viburnum prunifolium","Alive Standing","Shrub","No","unk",,
"CHOH-0961","CHOH","WILL","na",2.00,3,"Region",2012,"20120810",16540,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1884,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",21474,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1889,18147,88913,"Lindera benzoin","Missing","Shrub",,,,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1887,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1889,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1892,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",12755,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",12754,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",21476,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",12754,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1889,18147,88913,"Lindera benzoin","Missing - Uncertain","Shrub",,,,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1885,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",12758,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1891,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1891,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1896,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",12750,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1886,18147,88913,"Lindera benzoin","Alive Fallen","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",12756,18147,88913,"Lindera benzoin","Alive Broken","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1886,18147,88913,"Lindera benzoin","Downgraded to Non-Sampled","Shrub",,,,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",21472,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1888,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1896,18147,88913,"Lindera benzoin","Dead Fallen","Shrub",,,,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1888,18147,88913,"Lindera benzoin","Alive Fallen","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1891,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1884,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1887,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",21473,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1894,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",12755,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1885,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",12751,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",12751,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",21475,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1894,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1892,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1887,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1894,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1885,18147,88913,"Lindera benzoin","Missing - Uncertain","Shrub",,,,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",12756,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1884,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",1892,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",1896,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",2.00,1,"Region",2010,"20100728",12758,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,"20140711",12750,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1886,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0983","CHOH","BRUN","na",1.00,1,"Region",2006,"20060731",1888,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5423,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8028,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8035,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8041,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8041,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15718,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8050,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8034,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5393,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15716,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8046,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8048,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8039,18147,88913,"Lindera benzoin","Dead","Shrub",,,,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8038,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8037,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8032,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8039,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15715,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8044,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8037,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8032,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8031,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8044,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8038,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8035,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8024,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8040,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8033,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5423,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8026,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8030,18147,88913,"Lindera benzoin","Downgraded to Non-Sampled","Shrub",,,,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8042,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8046,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8031,18147,88913,"Lindera benzoin","Downgraded to Non-Sampled","Shrub",,,,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8029,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8024,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8030,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8050,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8026,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8028,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15717,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8047,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8042,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8048,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8047,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8040,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8025,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5393,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",8033,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8025,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8034,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",8029,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5389,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5274,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15704,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5275,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15706,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5386,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5389,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5383,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15707,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15708,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15709,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15712,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5983,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15703,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15711,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5383,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5983,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15702,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5386,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15701,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",1.00,2,"Region",2007,"20070710",5274,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15699,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15710,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15700,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",5275,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15705,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","Yes",,
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,"20110921",15713,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9926,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9929,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9927,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9924,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",20687,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9934,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9921,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9926,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9928,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9927,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9923,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9934,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9928,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9929,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9921,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1009","CHOH","BRUN","na",1.00,4,"Region",2009,"20090807",9924,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1009","CHOH","BRUN","na",2.00,4,"Region",2013,"20130802",9923,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",1.00,1,"Region",2006,"20061012",4180,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1018","CHOH","BRUN","na",3.00,1,"Region",2014,"20140729",4180,18147,88913,"Lindera benzoin","Downgraded to Non-Sampled","Shrub",,,,
"CHOH-1018","CHOH","BRUN","na",1.00,1,"Region",2006,"20061012",4188,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1018","CHOH","BRUN","na",3.00,1,"Region",2014,"20140729",4172,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",2.00,1,"Region",2010,"20100831",4180,18147,88913,"Lindera benzoin","Alive Leaning","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",1.00,1,"Region",2006,"20061012",4172,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1018","CHOH","BRUN","na",2.00,1,"Region",2010,"20100831",4188,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",2.00,1,"Region",2010,"20100831",4187,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",3.00,1,"Region",2014,"20140729",4187,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",1.00,1,"Region",2006,"20061012",4187,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1018","CHOH","BRUN","na",3.00,1,"Region",2014,"20140729",4188,18147,88913,"Lindera benzoin","Alive Broken","Shrub","Yes","Yes",,
"CHOH-1018","CHOH","BRUN","na",2.00,1,"Region",2010,"20100831",4172,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1036","CHOH","BRUN","na",1.00,4,"Region",2009,"20090708",9527,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1036","CHOH","BRUN","na",1.00,4,"Region",2009,"20090708",9534,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1036","CHOH","BRUN","na",2.00,4,"Region",2013,"20130724",20648,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1036","CHOH","BRUN","na",1.00,4,"Region",2009,"20090708",9539,18147,88913,"Lindera benzoin","Alive Standing","Shrub","No","unk",,
"CHOH-1036","CHOH","BRUN","na",1.00,4,"Region",2009,"20090708",9538,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","unk",,
"CHOH-1036","CHOH","BRUN","na",2.00,4,"Region",2013,"20130724",9539,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1036","CHOH","BRUN","na",2.00,4,"Region",2013,"20130724",9532,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
"CHOH-1036","CHOH","BRUN","na",2.00,4,"Region",2013,"20130724",20647,18147,88913,"Lindera benzoin","Alive Standing","Shrub","Yes","Yes",,
