"X","Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Tag","TSN","TaxonCode","Latin_Name","StemsLive","SumLiveBasalArea_cm2","Equiv_Live_DBH_cm","DBH_Check","Status","Browsable","Browsed","SaplingVigor","VigorClass","SumDeadBasalArea_cm2","Equiv_Dead_DBH_cm"
350,"CATO-0092","CATO","CATO","na",2,3,"Region",2012,20120927,8892,19511,105688,"Ostrya virginiana",1,38.5,7,0,"Alive Standing","Yes","No",NA,"",0,0
351,"CATO-0092","CATO","CATO","na",2,3,"Region",2012,20120927,7511,19511,105688,"Ostrya virginiana",1,29.2,6.1,0,"Alive Standing","Yes","No",NA,"",0,0
352,"CATO-0092","CATO","CATO","na",1,3,"Region",2008,20080922,7507,19511,105688,"Ostrya virginiana",1,60.8,8.8,0,"Alive Leaning","unk","Yes",NA,"",0,0
353,"CATO-0092","CATO","CATO","na",3,3,"Region",2016,20160621,8892,19511,105688,"Ostrya virginiana",1,60.8,8.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
354,"CATO-0092","CATO","CATO","na",1,3,"Region",2008,20080922,8892,19511,105688,"Ostrya virginiana",1,23.8,5.5,0,"Alive Broken","unk","Yes",NA,"",0,0
355,"CATO-0092","CATO","CATO","na",3,3,"Region",2016,20160621,7511,19511,105688,"Ostrya virginiana",1,32.2,6.4,0,"Alive Standing","No","No",NA,"",0,0
356,"CATO-0092","CATO","CATO","na",3,3,"Region",2016,20160621,7507,19511,105688,"Ostrya virginiana",1,69.4,9.4,0,"Alive Leaning","Yes","Yes",NA,"",0,0
357,"CATO-0092","CATO","CATO","na",3,3,"Region",2016,20160621,7507,19511,105688,"Ostrya virginiana",1,1.8,1.5,0,"Alive Leaning","Yes","Yes",NA,"",0,0
358,"CATO-0092","CATO","CATO","na",2,3,"Region",2012,20120927,8896,19511,105688,"Ostrya virginiana",1,60.8,8.8,0,"Alive Standing","Yes","No",NA,"",0,0
359,"CATO-0092","CATO","CATO","na",1,3,"Region",2008,20080922,7511,19511,105688,"Ostrya virginiana",1,24.6,5.6,0,"Alive Broken","unk","Yes",NA,"",0,0
360,"CATO-0092","CATO","CATO","na",3,3,"Region",2016,20160621,8896,19511,105688,"Ostrya virginiana",1,69.4,9.4,0,"Alive Standing","Yes","No",NA,"",0,0
361,"CATO-0092","CATO","CATO","na",1,3,"Region",2008,20080922,8896,19511,105688,"Ostrya virginiana",1,56.7,8.5,0,"Alive Standing","unk","Yes",NA,"",0,0
362,"CATO-0094","CATO","CATO","na",1,2,"Region",2007,20070829,6237,19462,101944,"Fagus grandifolia",1,77,9.9,0,"Alive Standing","unk","Yes",NA,"",0,0
363,"CATO-0094","CATO","CATO","na",3,2,"Region",2015,20150817,6237,19462,101944,"Fagus grandifolia",1,77,9.9,0,"Alive Broken","Yes","Yes",NA,"",0,0
364,"CATO-0094","CATO","CATO","na",2,2,"Region",2011,20110801,6237,19462,101944,"Fagus grandifolia",1,75.4,9.8,0,"Alive Broken","Yes","No",NA,"",0,0
365,"CATO-0098","CATO","CATO","na",3,3,"Region",2016,20160803,7751,19227,106132,"Carya cordiformis",1,22.1,5.3,0,"Alive Leaning","No","No",NA,"",0,0
366,"CATO-0098","CATO","CATO","na",2,3,"Region",2012,20121004,7751,19227,106132,"Carya cordiformis",1,19.6,5,0,"Alive Leaning","No","No",NA,"",0,0
367,"CATO-0098","CATO","CATO","na",1,3,"Region",2008,20080925,7751,19227,106132,"Carya cordiformis",1,17.3,4.7,0,"Alive Standing","unk","No",NA,"",0,0
368,"CATO-0101","CATO","CATO","na",3,3,"Region",2016,20160830,8880,19511,105688,"Ostrya virginiana",1,77,9.9,0,"Alive Standing","No","No",NA,"",0,0
369,"CATO-0101","CATO","CATO","na",2,3,"Region",2012,20120919,8879,28731,125783,"Acer saccharum",1,36.3,6.8,0,"Alive Standing","No","No",NA,"",0,0
370,"CATO-0101","CATO","CATO","na",2,3,"Region",2012,20120919,8879,28731,125783,"Acer saccharum",1,11.9,3.9,0,"Alive Standing","No","No",NA,"",0,0
371,"CATO-0101","CATO","CATO","na",3,3,"Region",2016,20160830,8879,28731,125783,"Acer saccharum",1,13.9,4.2,0,"Alive Standing","No","No",NA,"",0,0
372,"CATO-0101","CATO","CATO","na",3,3,"Region",2016,20160830,8879,28731,125783,"Acer saccharum",1,39.6,7.1,0,"Alive Standing","No","No",NA,"",0,0
373,"CATO-0101","CATO","CATO","na",1,3,"Region",2008,20080910,8879,28731,125783,"Acer saccharum",1,29.2,6.1,0,"Alive Standing","unk","No",NA,"",0,0
374,"CATO-0101","CATO","CATO","na",1,3,"Region",2008,20080910,8879,28731,125783,"Acer saccharum",1,11.3,3.8,0,"Alive Standing","unk","No",NA,"",0,0
375,"CATO-0101","CATO","CATO","na",2,3,"Region",2012,20120919,8880,19511,105688,"Ostrya virginiana",1,65,9.1,0,"Alive Standing","No","No",NA,"",0,0
376,"CATO-0101","CATO","CATO","na",1,3,"Region",2008,20080910,8880,19511,105688,"Ostrya virginiana",1,58.1,8.6,0,"Alive Standing","unk","No",NA,"",0,0
377,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9812,19504,104810,"Carpinus caroliniana",1,2.3,1.7,0,"Alive Standing","Yes","No",NA,"",0,0
378,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9397,19504,104810,"Carpinus caroliniana",1,7.1,3,0,"Alive Standing","Yes","Yes",NA,"",0,0
379,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9398,19504,104810,"Carpinus caroliniana",1,3.8,2.2,0,"Alive Standing","Yes","No",NA,"",0,0
380,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9398,19504,104810,"Carpinus caroliniana",1,14.5,4.3,0,"Alive Standing","Yes","No",NA,"",0,0
381,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9397,19504,104810,"Carpinus caroliniana",1,5.7,2.7,0,"Alive Standing","unk","No",NA,"",0,0
382,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9804,19504,104810,"Carpinus caroliniana",1,69.4,9.4,0,"Alive Standing","unk","No",NA,"",0,0
383,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9813,19511,105688,"Ostrya virginiana",1,8,3.2,0,"Alive Standing","unk","No",NA,"",0,0
384,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9803,28731,125783,"Acer saccharum",1,37.4,6.9,0,"Alive Standing","No","No",NA,"",0,0
385,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9801,19504,104810,"Carpinus caroliniana",1,26.4,5.8,0,"Alive Standing","No","No",NA,"",0,0
386,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9813,19511,105688,"Ostrya virginiana",1,7.5,3.1,0,"Alive Standing","No","No",NA,"",0,0
387,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9400,19504,104810,"Carpinus caroliniana",1,1.1,1.2,0,"Alive Standing","Yes","No",NA,"",0,0
388,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9398,19504,104810,"Carpinus caroliniana",1,3.8,2.2,0,"Alive Standing","unk","No",NA,"",0,0
389,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9398,19504,104810,"Carpinus caroliniana",1,11.9,3.9,0,"Alive Standing","unk","No",NA,"",0,0
390,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9814,19462,101944,"Fagus grandifolia",1,32.2,6.4,0,"Alive Standing","unk","Yes",NA,"",0,0
391,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9803,28731,125783,"Acer saccharum",1,28.3,6,0,"Alive Standing","unk","No",NA,"",0,0
392,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9814,19462,101944,"Fagus grandifolia",1,33.2,6.5,0,"Alive Standing","Yes","No",NA,"",0,0
393,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9801,19504,104810,"Carpinus caroliniana",1,24.6,5.6,0,"Alive Standing","unk","No",NA,"",0,0
394,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9400,19504,104810,"Carpinus caroliniana",1,1.5,1.4,0,"Alive Standing","unk","No",NA,"",0,0
395,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9803,28731,125783,"Acer saccharum",1,32.2,6.4,0,"Alive Standing","No","No",NA,"",0,0
396,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9400,19504,104810,"Carpinus caroliniana",1,1.3,1.3,0,"Alive Standing","Yes","No",NA,"",0,0
397,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9813,19511,105688,"Ostrya virginiana",1,7.5,3.1,0,"Alive Standing","Yes","No",NA,"",0,0
398,"CATO-0104","CATO","CATO","na",2,3,"Region",2012,20120824,9814,19462,101944,"Fagus grandifolia",1,32.2,6.4,0,"Alive Standing","Yes","Yes",NA,"",0,0
399,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9812,19504,104810,"Carpinus caroliniana",1,2.3,1.7,0,"Alive Standing","Yes","No",NA,"",0,0
400,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9397,19504,104810,"Carpinus caroliniana",1,7.1,3,0,"Alive Standing","Yes","No",NA,"",0,0
401,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9812,19504,104810,"Carpinus caroliniana",1,2.5,1.8,0,"Alive Standing","unk","No",NA,"",0,0
402,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9398,19504,104810,"Carpinus caroliniana",1,15.9,4.5,0,"Alive Standing","Yes","No",NA,"",0,0
403,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9398,19504,104810,"Carpinus caroliniana",1,3.8,2.2,0,"Alive Standing","Yes","No",NA,"",0,0
404,"CATO-0104","CATO","CATO","na",1,3,"Region",2008,20080716,9807,28731,125783,"Acer saccharum",1,58.1,8.6,0,"Alive Standing","unk","No",NA,"",0,0
405,"CATO-0104","CATO","CATO","na",3,3,"Region",2016,20160727,9801,19504,104810,"Carpinus caroliniana",1,26.4,5.8,0,"Alive Standing","No","No",NA,"",0,0
406,"CATO-0106","CATO","CATO","na",1,4,"Region",2009,20090908,9128,28731,125783,"Acer saccharum",1,3.1,2,0,"Alive Standing","unk","No",NA,"",0,0
407,"CATO-0106","CATO","CATO","na",2,4,"Region",2013,20130819,9127,28728,125779,"Acer rubrum",1,31.2,6.3,0,"Alive Standing","Yes","No",NA,"",0,0
408,"CATO-0106","CATO","CATO","na",1,4,"Region",2009,20090908,9127,28728,125779,"Acer rubrum",1,27.3,5.9,0,"Alive Standing","unk","No",NA,"",0,0
409,"CATO-0106","CATO","CATO","na",3,4,"Region",2017,20170713,9128,28731,125783,"Acer saccharum",1,3.5,2.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
410,"CATO-0106","CATO","CATO","na",2,4,"Region",2013,20130819,9124,28731,125783,"Acer saccharum",1,35.3,6.7,0,"Alive Standing","No","No",NA,"",0,0
411,"CATO-0106","CATO","CATO","na",3,4,"Region",2017,20170713,9127,28728,125779,"Acer rubrum",1,34.2,6.6,0,"Alive Standing","Yes","No",1,"Healthy",0,0
412,"CATO-0106","CATO","CATO","na",2,4,"Region",2013,20130819,9128,28731,125783,"Acer saccharum",1,3.8,2.2,0,"Alive Standing","Yes","No",NA,"",0,0
413,"CATO-0106","CATO","CATO","na",1,4,"Region",2009,20090908,9129,28731,125783,"Acer saccharum",1,19.6,5,0,"Alive Standing","unk","No",NA,"",0,0
414,"CATO-0106","CATO","CATO","na",3,4,"Region",2017,20170713,9124,28731,125783,"Acer saccharum",1,36.3,6.8,0,"Alive Standing","No","No",1,"Healthy",0,0
415,"CATO-0106","CATO","CATO","na",3,4,"Region",2017,20170713,9129,28731,125783,"Acer saccharum",1,21.2,5.2,0,"Alive Standing","No","No",1,"Healthy",0,0
416,"CATO-0106","CATO","CATO","na",1,4,"Region",2009,20090908,9124,28731,125783,"Acer saccharum",1,31.2,6.3,0,"Alive Standing","unk","No",NA,"",0,0
417,"CATO-0106","CATO","CATO","na",2,4,"Region",2013,20130819,9129,28731,125783,"Acer saccharum",1,22.1,5.3,0,"Alive Standing","No","No",NA,"",0,0
418,"CATO-0113","CATO","CATO","na",3,4,"Region",2017,20170915,12378,19040,102130,"Celtis occidentalis",1,62.2,8.9,0,"Alive Standing","No","No",1,"Healthy",0,0
419,"CATO-0113","CATO","CATO","na",2,4,"Region",2013,20130820,12378,19040,102130,"Celtis occidentalis",1,62.2,8.9,0,"Alive Leaning","Yes","Yes",NA,"",0,0
420,"CATO-0113","CATO","CATO","na",1,4,"Region",2009,20090929,12378,19040,102130,"Celtis occidentalis",1,56.7,8.5,0,"Alive Standing","unk","No",NA,"",0,0
421,"CATO-0150","CATO","CATO","na",2,3,"Region",2012,20120905,7752,28731,125783,"Acer saccharum",1,22.1,5.3,0,"Alive Standing","No","No",NA,"",0,0
422,"CATO-0150","CATO","CATO","na",3,3,"Region",2016,20160830,7759,28731,125783,"Acer saccharum",1,15.9,4.5,0,"Alive Standing","Yes","No",NA,"",0,0
423,"CATO-0150","CATO","CATO","na",1,3,"Region",2008,20080910,7759,28731,125783,"Acer saccharum",1,11.3,3.8,0,"Alive Standing","unk","No",NA,"",0,0
424,"CATO-0150","CATO","CATO","na",2,3,"Region",2012,20120905,7753,28731,125783,"Acer saccharum",1,6.6,2.9,0,"Alive Standing","No","No",NA,"",0,0
425,"CATO-0150","CATO","CATO","na",2,3,"Region",2012,20120905,7753,28731,125783,"Acer saccharum",1,46.6,7.7,0,"Alive Standing","No","No",NA,"",0,0
426,"CATO-0150","CATO","CATO","na",1,3,"Region",2008,20080910,7752,28731,125783,"Acer saccharum",1,20.4,5.1,0,"Alive Standing","unk","No",NA,"",0,0
427,"CATO-0150","CATO","CATO","na",3,3,"Region",2016,20160830,22951,28731,125783,"Acer saccharum",1,3.8,2.2,0,"Alive Standing","Yes","Yes",NA,"",0,0
428,"CATO-0150","CATO","CATO","na",2,3,"Region",2012,20120905,7759,28731,125783,"Acer saccharum",1,12.6,4,0,"Alive Standing","No","No",NA,"",0,0
429,"CATO-0150","CATO","CATO","na",3,3,"Region",2016,20160830,7752,28731,125783,"Acer saccharum",1,22.1,5.3,0,"Alive Standing","Yes","No",NA,"",0,0
430,"CATO-0150","CATO","CATO","na",1,3,"Region",2008,20080910,22951,28731,125783,"Acer saccharum",1,3.1,2,0,"Alive Standing","unk","No",NA,"",0,0
431,"CATO-0150","CATO","CATO","na",1,3,"Region",2008,20080910,7753,28731,125783,"Acer saccharum",1,45.4,7.6,0,"Alive Standing","unk","No",NA,"",0,0
432,"CATO-0150","CATO","CATO","na",1,3,"Region",2008,20080910,7753,28731,125783,"Acer saccharum",1,6.2,2.8,0,"Alive Standing","unk","No",NA,"",0,0
433,"CATO-0150","CATO","CATO","na",2,3,"Region",2012,20120905,22951,28731,125783,"Acer saccharum",1,3.5,2.1,0,"Alive Leaning","Yes","No",NA,"",0,0
434,"CATO-0150","CATO","CATO","na",3,3,"Region",2016,20160830,7753,28731,125783,"Acer saccharum",1,7.1,3,0,"Alive Standing","Yes","Yes",NA,"",0,0
435,"CATO-0150","CATO","CATO","na",3,3,"Region",2016,20160830,7753,28731,125783,"Acer saccharum",1,50.3,8,0,"Alive Standing","Yes","Yes",NA,"",0,0
436,"CATO-0158","CATO","CATO","na",2,2,"Region",2011,20110801,8333,19511,105688,"Ostrya virginiana",1,25.5,5.7,0,"Alive Standing","No","No",NA,"",0,0
437,"CATO-0158","CATO","CATO","na",2,2,"Region",2011,20110801,8268,27806,130558,"Cornus florida",1,34.2,6.6,0,"Alive Standing","No","No",NA,"",0,0
438,"CATO-0158","CATO","CATO","na",1,2,"Region",2007,20070717,8269,19511,105688,"Ostrya virginiana",1,28.3,6,0,"Alive Standing","unk","Yes",NA,"",0,0
439,"CATO-0158","CATO","CATO","na",3,2,"Region",2015,20150622,8268,27806,130558,"Cornus florida",1,35.3,6.7,0,"Alive Standing","Yes","No",NA,"",0,0
440,"CATO-0158","CATO","CATO","na",4,2,"Region",2019,20190903,8268,27806,130558,"Cornus florida",1,37.4,6.9,1,"Alive Standing","Yes","No",1,"Healthy",0,0
441,"CATO-0158","CATO","CATO","na",1,2,"Region",2007,20070717,8333,19511,105688,"Ostrya virginiana",1,19.6,5,0,"Alive Standing","unk","No",NA,"",0,0
442,"CATO-0158","CATO","CATO","na",3,2,"Region",2015,20150622,8333,19511,105688,"Ostrya virginiana",1,35.3,6.7,0,"Alive Standing","Yes","Yes",NA,"",0,0
443,"CATO-0158","CATO","CATO","na",4,2,"Region",2019,20190903,8333,19511,105688,"Ostrya virginiana",1,51.5,8.1,1,"Alive Standing","Yes","Yes",1,"Healthy",0,0
444,"CATO-0158","CATO","CATO","na",4,2,"Region",2019,20190903,8269,19511,105688,"Ostrya virginiana",1,36.3,6.8,1,"Alive Standing","Yes","No",1,"Healthy",0,0
445,"CATO-0158","CATO","CATO","na",2,2,"Region",2011,20110801,8269,19511,105688,"Ostrya virginiana",1,31.2,6.3,0,"Alive Standing","No","No",NA,"",0,0
446,"CATO-0158","CATO","CATO","na",3,2,"Region",2015,20150622,8269,19511,105688,"Ostrya virginiana",1,33.2,6.5,0,"Alive Standing","Yes","No",NA,"",0,0
447,"CATO-0158","CATO","CATO","na",1,2,"Region",2007,20070717,8268,27806,130558,"Cornus florida",1,36.3,6.8,0,"Alive Standing","unk","No",NA,"",0,0
448,"CATO-0160","CATO","CATO","na",3,3,"Region",2016,20160725,7696,28728,125779,"Acer rubrum",1,67.9,9.3,0,"Alive Standing","No","No",NA,"",0,0
449,"CATO-0160","CATO","CATO","na",3,3,"Region",2016,20160725,7697,19243,107775,"Carya ovata",1,15.9,4.5,0,"Alive Standing","No","No",NA,"",0,0
450,"CATO-0160","CATO","CATO","na",1,3,"Region",2008,20080731,7697,19243,107775,"Carya ovata",1,13.2,4.1,0,"Alive Standing","unk","No",NA,"",0,0
451,"CATO-0160","CATO","CATO","na",1,3,"Region",2008,20080731,7696,28728,125779,"Acer rubrum",1,41.9,7.3,0,"Alive Standing","unk","No",NA,"",0,0
452,"CATO-0160","CATO","CATO","na",2,3,"Region",2012,20120914,7697,19243,107775,"Carya ovata",1,13.9,4.2,0,"Alive Standing","Yes","No",NA,"",0,0
453,"CATO-0160","CATO","CATO","na",2,3,"Region",2012,20120914,7696,28728,125779,"Acer rubrum",1,50.3,8,0,"Alive Standing","No","No",NA,"",0,0
454,"CATO-0176","CATO","CATO","na",2,2,"Region",2011,20110808,8059,19398,96851,"Quercus prinus",1,28.3,6,0,"Alive Standing","Yes","No",NA,"",0,0
455,"CATO-0176","CATO","CATO","na",3,2,"Region",2015,20150622,8059,19398,96851,"Quercus prinus",1,27.3,5.9,0,"Alive Standing","Yes","No",NA,"",0,0
456,"CATO-0176","CATO","CATO","na",1,2,"Region",2007,20070717,8058,24764,127067,"Prunus serotina",1,46.6,7.7,0,"Alive Standing","unk","No",NA,"",0,0
457,"CATO-0176","CATO","CATO","na",2,2,"Region",2011,20110808,8058,24764,127067,"Prunus serotina",1,44.2,7.5,0,"Alive Leaning","Yes","No",NA,"",0,0
458,"CATO-0176","CATO","CATO","na",3,2,"Region",2015,20150622,8060,19227,106132,"Carya cordiformis",1,3.8,2.2,0,"Alive Standing","Yes","No",NA,"",0,0
459,"CATO-0176","CATO","CATO","na",2,2,"Region",2011,20110808,8060,19227,106132,"Carya cordiformis",1,2.8,1.9,0,"Alive Standing","Yes","No",NA,"",0,0
460,"CATO-0176","CATO","CATO","na",1,2,"Region",2007,20070717,8059,19398,96851,"Quercus prinus",1,23.8,5.5,0,"Alive Standing","unk","No",NA,"",0,0
461,"CATO-0176","CATO","CATO","na",1,2,"Region",2007,20070717,8060,19227,106132,"Carya cordiformis",1,2.3,1.7,0,"Alive Standing","unk","No",NA,"",0,0
462,"CATO-0176","CATO","CATO","na",4,2,"Region",2019,20190814,8060,19227,106132,"Carya cordiformis",1,4.5,2.4,0,"Alive Standing","Yes","No",1,"Healthy",0,0
463,"CATO-0206","CATO","CATO","na",3,2,"Region",2015,20150623,6038,28731,125783,"Acer saccharum",1,9.1,3.4,0,"Alive Standing","Yes","No",NA,"",0,0
464,"CATO-0206","CATO","CATO","na",2,2,"Region",2011,20110712,6038,28731,125783,"Acer saccharum",1,8.6,3.3,0,"Alive Standing","Yes","No",NA,"",0,0
465,"CATO-0206","CATO","CATO","na",3,2,"Region",2015,20150623,6037,28731,125783,"Acer saccharum",1,32.2,6.4,0,"Alive Standing","No","No",NA,"",0,0
466,"CATO-0206","CATO","CATO","na",4,2,"Region",2019,20190829,6038,28731,125783,"Acer saccharum",1,10.8,3.7,0,"Alive Standing","Yes","Yes",2,"Light Decline",0,0
467,"CATO-0206","CATO","CATO","na",2,2,"Region",2011,20110712,6037,28731,125783,"Acer saccharum",1,24.6,5.6,0,"Alive Standing","No","No",NA,"",0,0
468,"CATO-0206","CATO","CATO","na",1,2,"Region",2007,20070802,6037,28731,125783,"Acer saccharum",1,22.9,5.4,0,"Alive Standing","unk","No",NA,"",0,0
469,"CATO-0206","CATO","CATO","na",1,2,"Region",2007,20070802,6038,28731,125783,"Acer saccharum",1,7.5,3.1,0,"Alive Standing","unk","No",NA,"",0,0
470,"CATO-0211","CATO","CATO","na",2,2,"Region",2011,20110712,6064,28728,125779,"Acer rubrum",1,75.4,9.8,0,"Alive Standing","No","No",NA,"",0,0
471,"CATO-0211","CATO","CATO","na",1,2,"Region",2007,20070726,6064,28728,125779,"Acer rubrum",1,72.4,9.6,0,"Alive Standing","unk","No",NA,"",0,0
472,"CATO-0211","CATO","CATO","na",1,2,"Region",2007,20070726,6066,28728,125779,"Acer rubrum",1,27.3,5.9,0,"Alive Standing","unk","No",NA,"",0,0
473,"CATO-0217","CATO","CATO","na",3,4,"Region",2017,20170713,18679,19504,104810,"Carpinus caroliniana",1,70.9,9.5,0,"Alive Standing","Yes","No",1,"Healthy",0,0
474,"CATO-0217","CATO","CATO","na",2,4,"Region",2013,20130819,18679,19504,104810,"Carpinus caroliniana",1,55.4,8.4,0,"Alive Standing","Yes","Yes",NA,"",0,0
475,"CATO-0217","CATO","CATO","na",3,4,"Region",2017,20170713,18678,28728,125779,"Acer rubrum",1,52.8,8.2,0,"Alive Standing","Yes","Yes",3,"Moderate Decline",0,0
476,"CATO-0217","CATO","CATO","na",1,4,"Region",2009,20090908,18678,28728,125779,"Acer rubrum",1,52.8,8.2,0,"Alive Standing","unk","No",NA,"",0,0
477,"CATO-0217","CATO","CATO","na",2,4,"Region",2013,20130819,18677,28728,125779,"Acer rubrum",1,44.2,7.5,0,"Alive Leaning","Yes","Yes",NA,"",0,0
478,"CATO-0217","CATO","CATO","na",2,4,"Region",2013,20130819,18678,28728,125779,"Acer rubrum",1,52.8,8.2,0,"Alive Standing","Yes","Yes",NA,"",0,0
479,"CATO-0217","CATO","CATO","na",3,4,"Region",2017,20170713,18677,28728,125779,"Acer rubrum",1,50.3,8,0,"Alive Standing","Yes","No",1,"Healthy",0,0
480,"CATO-0217","CATO","CATO","na",1,4,"Region",2009,20090908,18677,28728,125779,"Acer rubrum",1,35.3,6.7,0,"Alive Standing","unk","No",NA,"",0,0
481,"CATO-0217","CATO","CATO","na",1,4,"Region",2009,20090908,18679,19504,104810,"Carpinus caroliniana",1,45.4,7.6,0,"Alive Standing","unk","No",NA,"",0,0
482,"CATO-0237","CATO","CATO","na",1,2,"Region",2007,20070813,6016,24764,127067,"Prunus serotina",1,41.9,7.3,0,"Alive Standing","unk","No",NA,"",0,0
483,"CATO-0237","CATO","CATO","na",3,2,"Region",2015,20150817,6016,24764,127067,"Prunus serotina",1,47.8,7.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
484,"CATO-0237","CATO","CATO","na",2,2,"Region",2011,20110902,6016,24764,127067,"Prunus serotina",1,44.2,7.5,0,"Alive Broken","Yes","No",NA,"",0,0
485,"CATO-0238","CATO","CATO","na",1,3,"Region",2008,20080917,7730,19454,100928,"Castanea dentata",1,19.6,5,0,"Alive Standing","unk","No",NA,"",0,0
486,"CATO-0238","CATO","CATO","na",1,3,"Region",2008,20080917,7729,28728,125779,"Acer rubrum",1,35.3,6.7,0,"Alive Standing","unk","No",NA,"",0,0
487,"CATO-0238","CATO","CATO","na",2,3,"Region",2012,20120629,7730,19454,100928,"Castanea dentata",1,24.6,5.6,0,"Alive Standing","Yes","Yes",NA,"",0,0
488,"CATO-0238","CATO","CATO","na",3,3,"Region",2016,20160728,7730,19454,100928,"Castanea dentata",1,44.2,7.5,0,"Alive Standing","Yes","Yes",NA,"",0,0
489,"CATO-0268","CATO","CATO","na",1,3,"Region",2008,20080717,7840,28728,125779,"Acer rubrum",1,9.6,3.5,0,"Alive Standing","unk","No",NA,"",0,0
490,"CATO-0268","CATO","CATO","na",2,3,"Region",2012,20120921,7840,28728,125779,"Acer rubrum",1,10.2,3.6,0,"Alive Standing","No","No",NA,"",0,0
491,"CATO-0268","CATO","CATO","na",3,3,"Region",2016,20160907,22964,28728,125779,"Acer rubrum",1,36.3,6.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
492,"CATO-0268","CATO","CATO","na",3,3,"Region",2016,20160907,7840,28728,125779,"Acer rubrum",1,12.6,4,0,"Alive Standing","Yes","No",NA,"",0,0
493,"CATO-0275","CATO","CATO","na",4,2,"Region",2019,20190809,6298,19231,106177,"Carya glabra",1,70.9,9.5,0,"Alive Leaning","No","No",1,"Healthy",0,0
494,"CATO-0275","CATO","CATO","na",4,2,"Region",2019,20190809,6299,19231,106177,"Carya glabra",1,13.2,4.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
495,"CATO-0275","CATO","CATO","na",1,2,"Region",2007,20070829,6202,19243,107775,"Carya ovata",1,33.2,6.5,0,"Alive Standing","unk","No",NA,"",0,0
496,"CATO-0275","CATO","CATO","na",3,2,"Region",2015,20150729,6298,19231,106177,"Carya glabra",1,55.4,8.4,0,"Alive Standing","No","No",NA,"",0,0
497,"CATO-0275","CATO","CATO","na",2,2,"Region",2011,20110720,6202,19243,107775,"Carya ovata",1,40.7,7.2,0,"Alive Standing","Yes","No",NA,"",0,0
498,"CATO-0275","CATO","CATO","na",1,2,"Region",2007,20070829,6201,19243,107775,"Carya ovata",1,66.5,9.2,0,"Alive Standing","unk","No",NA,"",0,0
499,"CATO-0275","CATO","CATO","na",4,2,"Region",2019,20190809,6202,19243,107775,"Carya ovata",1,58.1,8.6,0,"Alive Standing","Yes","No",1,"Healthy",0,0
500,"CATO-0275","CATO","CATO","na",1,2,"Region",2007,20070829,6299,19231,106177,"Carya glabra",1,9.6,3.5,0,"Alive Standing","unk","No",NA,"",0,0
501,"CATO-0275","CATO","CATO","na",1,2,"Region",2007,20070829,6298,19231,106177,"Carya glabra",1,39.6,7.1,0,"Alive Standing","unk","No",NA,"",0,0
502,"CATO-0275","CATO","CATO","na",3,2,"Region",2015,20150729,6299,19231,106177,"Carya glabra",1,11.3,3.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
503,"CATO-0275","CATO","CATO","na",2,2,"Region",2011,20110720,6299,19231,106177,"Carya glabra",1,10.8,3.7,0,"Alive Standing","Yes","No",NA,"",0,0
504,"CATO-0275","CATO","CATO","na",3,2,"Region",2015,20150729,6202,19243,107775,"Carya ovata",1,51.5,8.1,0,"Alive Standing","Yes","No",NA,"",0,0
505,"CATO-0275","CATO","CATO","na",2,2,"Region",2011,20110720,6298,19231,106177,"Carya glabra",1,45.4,7.6,0,"Alive Standing","No","No",NA,"",0,0
