"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","TSN","Latin_Name","Tag_Status","Host_Tag","Host_Latin_Name","Host_Status","Condition","Exotic"
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,20070710,28602,"Parthenocissus quinquefolia","Tree",5397,"Ulmus americana","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",4.00,2,"Region",2019,20190607,28602,"Parthenocissus quinquefolia","Tree",5397,"Ulmus americana","Alive Standing","Vines in the crown",0
"CHOH-0986","CHOH","BRUN","na",3.00,2,"Region",2015,20150730,28602,"Parthenocissus quinquefolia","Tree",5397,"Ulmus americana","Alive Standing","Vines in the crown",0
"CHOH-0006","CHOH","CUMB","na",1.00,1,"Region",2006,20061002,28602,"Parthenocissus quinquefolia","Inactive (In Field)",21634,"Ailanthus altissima","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",4.00,1,"Region",2018,20180427,28602,"Parthenocissus quinquefolia","Tree",20962,"Quercus falcata","Alive Standing","Vines in the crown",0
"GWMP-0253","GWMP","TIDE","na",1.00,2,"Region",2007,20070924,28602,"Parthenocissus quinquefolia","Tree",4397,"Ulmus americana","Alive Standing",,0
"CHOH-0015","CHOH","CUMB","na",2.00,4,"Region",2013,20130812,28602,"Parthenocissus quinquefolia","Tree",18568,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0015","CHOH","CUMB","na",1.00,4,"Region",2009,20090922,28602,"Parthenocissus quinquefolia","Tree",18568,"Acer negundo","Alive Standing","Vines in the crown",0
"MANA-0002","MANA","MANA","na",2.00,1,"Region",2010,20100624,28602,"Parthenocissus quinquefolia","Tree",165,"Juniperus virginiana","Alive Leaning",,0
"MONO-0101","MONO","MONO","na",1.00,4,"Region",2009,20090630,28602,"Parthenocissus quinquefolia","Tree",13651,"Diospyros virginiana","Alive Standing","Vines in the crown",0
"MONO-0101","MONO","MONO","na",3.00,4,"Region",2017,20170607,28602,"Parthenocissus quinquefolia","Tree",13651,"Diospyros virginiana","Alive Standing",,0
"MONO-0101","MONO","MONO","na",2.00,4,"Region",2013,20130829,28602,"Parthenocissus quinquefolia","Tree",13651,"Diospyros virginiana","Alive Standing","Vines in the crown",0
"CHOH-1191","CHOH","BRUN","na",3.00,1,"Region",2014,20140617,28602,"Parthenocissus quinquefolia","Tree",743,"Acer saccharinum","Alive Standing",,0
"CHOH-0247","CHOH","WILL","na",2.00,3,"Region",2012,20121003,28602,"Parthenocissus quinquefolia","Tree",17554,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,20110921,28602,"Parthenocissus quinquefolia","Tree",5397,"Ulmus americana","Alive Standing",,0
"CHOH-0983","CHOH","BRUN","na",3.00,1,"Region",2014,20140711,28602,"Parthenocissus quinquefolia","Tree",1879,"Acer saccharinum","Alive Standing",,0
"NACE-0145","NACE","GREE","BAWA",2.00,3,"Region",2012,20120619,28602,"Parthenocissus quinquefolia","Tree",11653,"Liriodendron tulipifera","Alive Standing",,0
"NACE-0296","NACE","NACE","FOCI",1.00,3,"Region",2008,20080828,28602,"Parthenocissus quinquefolia","Tree",11768,"Prunus serotina","Alive Standing","Vines in the crown",0
"GWMP-0254","GWMP","TIDE","na",3.00,2,"Region",2015,20150515,28602,"Parthenocissus quinquefolia","Tree",4442,"Quercus phellos","Alive Standing",,0
"CHOH-0847","CHOH","WILL","na",1.00,4,"Region",2009,20090626,28602,"Parthenocissus quinquefolia","Tree",14261,"Carya cordiformis","Alive Standing",,0
"CHOH-0847","CHOH","WILL","na",3.00,4,"Region",2017,20170707,28602,"Parthenocissus quinquefolia","Tree",14261,"Carya cordiformis","Alive Standing",,0
"CHOH-0847","CHOH","WILL","na",2.00,4,"Region",2013,20130729,28602,"Parthenocissus quinquefolia","Tree",14261,"Carya cordiformis","Alive Standing",,0
"GWMP-0072","CHOH","POGO","GOMI",4.00,2,"Region",2019,20190826,28602,"Parthenocissus quinquefolia","Tree",4904,"Carya glabra","Alive Standing",,0
"GWMP-0072","CHOH","POGO","GOMI",3.00,2,"Region",2015,20150508,28602,"Parthenocissus quinquefolia","Tree",4904,"Carya glabra","Alive Standing",,0
"CHOH-0006","CHOH","CUMB","na",2.00,1,"Region",2010,20100913,28602,"Parthenocissus quinquefolia","Inactive (In Field)",21634,"Ailanthus altissima","Alive Standing","Vines in the crown",0
"CHOH-0983","CHOH","BRUN","na",4.00,1,"Region",2018,20180905,28602,"Parthenocissus quinquefolia","Tree",1879,"Acer saccharinum","Alive Standing",,0
"CHOH-0921","CHOH","WILL","na",2.00,4,"Region",2013,20130807,28602,"Parthenocissus quinquefolia","Tree",14251,"Gleditsia triacanthos","Alive Standing","Vines in the crown",0
"CHOH-0440","CHOH","WILL","na",4.00,1,"Region",2018,20180712,28602,"Parthenocissus quinquefolia","Tree",3993,"Liriodendron tulipifera","Alive Standing",,0
"CHOH-0440","CHOH","WILL","na",3.00,1,"Region",2014,20140721,28602,"Parthenocissus quinquefolia","Tree",3993,"Liriodendron tulipifera","Alive Standing",,0
"CHOH-0440","CHOH","WILL","na",2.00,1,"Region",2010,20100909,28602,"Parthenocissus quinquefolia","Tree",3993,"Liriodendron tulipifera","Alive Standing",,0
"CATO-0092","CATO","CATO","na",2.00,3,"Region",2012,20120927,28602,"Parthenocissus quinquefolia","Tree",17446,"Quercus prinus","Alive Standing",,0
"CHOH-1081","CHOH","BRUN","na",1.00,2,"Region",2007,20070806,28602,"Parthenocissus quinquefolia","Tree",10056,"Acer negundo","Alive Standing",,0
"CHOH-1183","CHOH","BRUN","na",1.00,1,"Region",2006,20060725,28602,"Parthenocissus quinquefolia","Tree",834,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-1183","CHOH","BRUN","na",3.00,1,"Region",2014,20140617,28602,"Parthenocissus quinquefolia","Tree",834,"Acer saccharinum","Alive Standing",,0
"CHOH-1183","CHOH","BRUN","na",2.00,1,"Region",2010,20100607,28602,"Parthenocissus quinquefolia","Tree",834,"Acer saccharinum","Alive Standing","Vines in the crown",0
"GWMP-0072","CHOH","POGO","GOMI",2.00,2,"Region",2011,20110729,28602,"Parthenocissus quinquefolia","Tree",4904,"Carya glabra","Alive Standing",,0
"CHOH-1191","CHOH","BRUN","na",4.00,1,"Region",2018,20180628,28602,"Parthenocissus quinquefolia","Tree",766,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-0921","CHOH","WILL","na",1.00,4,"Region",2009,20090914,28602,"Parthenocissus quinquefolia","Tree",14251,"Gleditsia triacanthos","Alive Standing","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",3.00,1,"Region",2014,20140616,28602,"Parthenocissus quinquefolia","Tree",724,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",2.00,1,"Region",2010,20100610,28602,"Parthenocissus quinquefolia","Tree",724,"Celtis occidentalis","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,20070710,28602,"Parthenocissus quinquefolia","Tree",5392,"Acer saccharinum","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",4.00,2,"Region",2019,20190607,28602,"Parthenocissus quinquefolia","Tree",5392,"Acer saccharinum","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",3.00,2,"Region",2015,20150730,28602,"Parthenocissus quinquefolia","Tree",5392,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,20110921,28602,"Parthenocissus quinquefolia","Tree",5392,"Acer saccharinum","Alive Standing",,0
"WOTR-0003","WOTR","WOTR","na",4.00,2,"Park",2019,20190711,28602,"Parthenocissus quinquefolia","Tree",15270,"Quercus prinus","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",1.00,1,"Region",2006,20060725,28602,"Parthenocissus quinquefolia","Tree",724,"Celtis occidentalis","Alive Standing",,0
"CHOH-1191","CHOH","BRUN","na",1.00,1,"Region",2006,20060725,28602,"Parthenocissus quinquefolia","Tree",766,"Maclura pomifera","Alive Standing",,0
"NACE-0337","NACE","NACE","SUIT",4.00,2,"Region",2019,20190625,28602,"Parthenocissus quinquefolia","Tree",5311,"Liquidambar styraciflua","Alive Standing",,0
"CHOH-1191","CHOH","BRUN","na",3.00,1,"Region",2014,20140617,28602,"Parthenocissus quinquefolia","Tree",766,"Maclura pomifera","Alive Standing","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",4.00,2,"Region",2019,20190517,28602,"Parthenocissus quinquefolia","Tree",8089,"Ailanthus altissima","Alive Standing","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",3.00,2,"Region",2015,20150514,28602,"Parthenocissus quinquefolia","Tree",8089,"Ailanthus altissima","Alive Standing","Vines in the crown",0
"MANA-0002","MANA","MANA","na",4.00,1,"Region",2018,20180509,28602,"Parthenocissus quinquefolia","Tree",149,"Quercus alba","Alive Standing",,0
"MANA-0002","MANA","MANA","na",3.00,1,"Region",2014,20140523,28602,"Parthenocissus quinquefolia","Tree",149,"Quercus alba","Alive Standing",,0
"CHOH-0015","CHOH","CUMB","na",1.00,4,"Region",2009,20090922,28602,"Parthenocissus quinquefolia","Tree",18548,"Acer negundo","Alive Standing",,0
"CHOH-0015","CHOH","CUMB","na",2.00,4,"Region",2013,20130812,28602,"Parthenocissus quinquefolia","Tree",18548,"Acer negundo","Alive Standing",,0
"WOTR-0001","WOTR","WOTR","na",2.00,2,"Park",2011,20110608,28602,"Parthenocissus quinquefolia","Tree",15246,"Liriodendron tulipifera","Alive Standing",,0
"CHOH-1191","CHOH","BRUN","na",2.00,1,"Region",2010,20100607,28602,"Parthenocissus quinquefolia","Tree",766,"Maclura pomifera","Alive Standing","Vines in the crown",0
"MONO-0038","MONO","MONO","na",3.00,2,"Park",2015,20150706,28602,"Parthenocissus quinquefolia","Tree",15063,"Liriodendron tulipifera","Alive Fallen",,0
"MONO-0038","MONO","MONO","na",3.00,2,"Park",2015,20150706,28602,"Parthenocissus quinquefolia","Tree",15068,"Fraxinus americana","Alive Fallen",,0
"MONO-0038","MONO","MONO","na",2.00,2,"Park",2011,20110606,28602,"Parthenocissus quinquefolia","Tree",15068,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",2.00,4,"Region",2013,20130814,28602,"Parthenocissus quinquefolia","Tree",18519,"Juglans nigra","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",1.00,4,"Region",2009,20090921,28602,"Parthenocissus quinquefolia","Tree",18519,"Juglans nigra","Alive Standing","Vines in the crown",0
"CHOH-1366","CHOH","POGO","na",1.00,4,"Region",2009,20090724,28602,"Parthenocissus quinquefolia","Tree",18969,"Carya cordiformis","Alive Standing",,0
"CHOH-1366","CHOH","POGO","na",3.00,4,"Region",2017,20170823,28602,"Parthenocissus quinquefolia","Tree",18969,"Carya cordiformis","Alive Standing",,0
"CHOH-1366","CHOH","POGO","na",2.00,4,"Region",2013,20130917,28602,"Parthenocissus quinquefolia","Tree",18969,"Carya cordiformis","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",3.00,4,"Region",2017,20170811,28602,"Parthenocissus quinquefolia","Tree",12041,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",4.00,1,"Region",2018,20180730,28602,"Parthenocissus quinquefolia","Tree",724,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,28602,"Parthenocissus quinquefolia","Tree",17554,"Robinia pseudoacacia","Alive Standing",,0
"NACE-0649","NACE","PISC","PISC",3.00,3,"Region",2016,20160511,28602,"Parthenocissus quinquefolia","Tree",22692,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,28602,"Parthenocissus quinquefolia","Tree",14666,"Ailanthus altissima","Alive Standing",,0
"NACE-0491","NACE","PISC","PISC",1.00,1,"Region",2006,20060809,28602,"Parthenocissus quinquefolia","Tree",1105,"Liquidambar styraciflua","Alive Standing",,0
"NACE-0081","NACE","GREE","GREE",3.00,2,"Region",2015,20150526,28602,"Parthenocissus quinquefolia","Tree",1599,"Liquidambar styraciflua","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",4.00,2,"Region",2019,20190517,28602,"Parthenocissus quinquefolia","Tree",5053,"Sassafras albidum","Alive Standing","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",3.00,2,"Region",2015,20150514,28602,"Parthenocissus quinquefolia","Tree",5053,"Sassafras albidum","Alive Standing","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",2.00,2,"Region",2011,20110919,28602,"Parthenocissus quinquefolia","Tree",5053,"Sassafras albidum","Alive Standing","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",1.00,2,"Region",2007,20070615,28602,"Parthenocissus quinquefolia","Tree",5053,"Sassafras albidum","Alive Standing","Vines in the crown",0
"CHOH-0102","CHOH","CUMB","na",1.00,1,"Region",2006,20061003,28602,"Parthenocissus quinquefolia","Tree",3721,"Acer saccharinum","Alive Standing",,0
"CHOH-0271","CHOH","WILL","na",2.00,4,"Region",2013,20130911,28602,"Parthenocissus quinquefolia","Tree",12041,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0006","CHOH","CUMB","na",1.00,1,"Region",2006,20061002,28602,"Parthenocissus quinquefolia","Inactive (In Field)",3637,"Ailanthus altissima","Alive Standing",,0
"MONO-0056","MONO","MONO","na",3.00,1,"Park",2014,20140722,28602,"Parthenocissus quinquefolia","Tree",12495,"Fraxinus americana","Alive Standing",,0
"MONO-0056","MONO","MONO","na",2.00,1,"Park",2010,20100720,28602,"Parthenocissus quinquefolia","Tree",12495,"Fraxinus americana","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",1.00,3,"Region",2008,20081002,28602,"Parthenocissus quinquefolia","Tree",11575,"Fraxinus profunda","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",3.00,3,"Region",2016,20160811,28602,"Parthenocissus quinquefolia","Tree",11575,"Fraxinus profunda","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",2.00,3,"Region",2012,20120604,28602,"Parthenocissus quinquefolia","Tree",11575,"Fraxinus profunda","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",1.00,3,"Region",2008,20081002,28602,"Parthenocissus quinquefolia","Tree",11562,"Fraxinus profunda","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",3.00,3,"Region",2016,20160811,28602,"Parthenocissus quinquefolia","Tree",11562,"Fraxinus profunda","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",2.00,3,"Region",2012,20120604,28602,"Parthenocissus quinquefolia","Tree",11562,"Fraxinus profunda","Alive Standing",,0
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,28602,"Parthenocissus quinquefolia","Tree",21917,"Ulmus americana","Alive Standing",,0
"CHOH-0684","CHOH","CUMB","na",2.00,4,"Region",2013,20130813,28602,"Parthenocissus quinquefolia","Tree",12447,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"NACE-0399","NACE","PISC","FOWA",3.00,1,"Region",2014,20140813,28602,"Parthenocissus quinquefolia","Tree",1845,"Quercus muehlenbergii","Alive Standing","Vines in the crown",0
"NACE-0337","NACE","NACE","SUIT",1.00,2,"Region",2007,20070619,28602,"Parthenocissus quinquefolia","Tree",5320,"Liquidambar styraciflua","Alive Standing",,0
"CHOH-0741","CHOH","CUMB","na",1.00,4,"Region",2009,20090820,28602,"Parthenocissus quinquefolia","Tree",12423,"Platanus occidentalis","Alive Standing",,0
"CHOH-0741","CHOH","CUMB","na",3.00,4,"Region",2017,20170829,28602,"Parthenocissus quinquefolia","Tree",12423,"Platanus occidentalis","Alive Standing",,0
"CHOH-0741","CHOH","CUMB","na",2.00,4,"Region",2013,20130813,28602,"Parthenocissus quinquefolia","Tree",12423,"Platanus occidentalis","Alive Standing",,0
"NACE-0021","NACE","GREE","BAWA",1.00,2,"Region",2007,20070627,28602,"Parthenocissus quinquefolia","Tree",6302,"Quercus coccinea","Alive Standing",,0
"CHOH-0989","CHOH","BRUN","na",2.00,2,"Region",2011,20110921,28602,"Parthenocissus quinquefolia","Tree",5384,"Fraxinus americana","Alive Standing",,0
"CHOH-0256","CHOH","CUMB","na",1.00,3,"Region",2008,20080826,28602,"Parthenocissus quinquefolia","Tree",13769,"Prunus serotina","Alive Standing",,0
"CHOH-0256","CHOH","CUMB","na",3.00,3,"Region",2016,20160714,28602,"Parthenocissus quinquefolia","Tree",13769,"Prunus serotina","Alive Standing","Vines in the crown",0
"CHOH-0684","CHOH","CUMB","na",1.00,4,"Region",2009,20090820,28602,"Parthenocissus quinquefolia","Tree",12447,"Robinia pseudoacacia","Alive Standing",,0
"MANA-0218","MANA","MANA","na",1.00,3,"Region",2008,20080929,28602,"Parthenocissus quinquefolia","Inactive (In Field)",11338,"Juniperus virginiana","Alive Standing",,0
"GWMP-0253","GWMP","TIDE","na",1.00,2,"Region",2007,20070924,28602,"Parthenocissus quinquefolia","Tree",4404,"Ulmus americana","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",2.00,1,"Region",2010,20100528,28602,"Parthenocissus quinquefolia","Tree",55,"Liquidambar styraciflua","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",3.00,1,"Region",2014,20140530,28602,"Parthenocissus quinquefolia","Tree",55,"Liquidambar styraciflua","Alive Standing",,0
"CHOH-0269","CHOH","WILL","na",3.00,4,"Region",2017,20170815,28602,"Parthenocissus quinquefolia","Tree",12066,"Juglans nigra","Alive Standing",,0
"CHOH-0269","CHOH","WILL","na",2.00,4,"Region",2013,20130910,28602,"Parthenocissus quinquefolia","Tree",12066,"Juglans nigra","Alive Standing",,0
"NACE-0398","NACE","PISC","FOWA",1.00,2,"Region",2007,20070629,28602,"Parthenocissus quinquefolia","Tree",5156,"Fraxinus americana","Alive Standing",,0
"NACE-0398","NACE","PISC","FOWA",3.00,2,"Region",2015,20150702,28602,"Parthenocissus quinquefolia","Tree",5156,"Fraxinus americana","Alive Standing","Vines in the crown",0
"NACE-0398","NACE","PISC","FOWA",2.00,2,"Region",2011,20110621,28602,"Parthenocissus quinquefolia","Tree",5156,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MONO-0056","MONO","MONO","na",4.00,1,"Park",2018,20180710,28602,"Parthenocissus quinquefolia","Tree",12495,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MANA-0218","MANA","MANA","na",2.00,3,"Region",2012,20120608,28602,"Parthenocissus quinquefolia","Inactive (In Field)",11338,"Juniperus virginiana","Alive Leaning","Vines in the crown",0
"NACE-0399","NACE","PISC","FOWA",2.00,1,"Region",2010,20100701,28602,"Parthenocissus quinquefolia","Tree",1845,"Quercus muehlenbergii","Alive Standing",,0
"CHOH-1036","CHOH","BRUN","na",3.00,4,"Region",2017,20170628,28602,"Parthenocissus quinquefolia","Tree",19775,"Asimina triloba","Alive Leaning",,0
"CHOH-1036","CHOH","BRUN","na",2.00,4,"Region",2013,20130724,28602,"Parthenocissus quinquefolia","Tree",19775,"Asimina triloba","Alive Leaning","Vines in the crown",0
"NACE-0487","NACE","PISC","PISC",2.00,2,"Region",2011,20110927,28602,"Parthenocissus quinquefolia","Tree",5724,"Ulmus americana","Alive Standing","Vines in the crown",0
"CHOH-0265","CHOH","WILL","na",3.00,4,"Region",2017,20170816,28602,"Parthenocissus quinquefolia","Tree",18604,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"NACE-0267","NACE","NACE","FODU",4.00,2,"Region",2019,20190613,28602,"Parthenocissus quinquefolia","Tree",15662,"Morus alba","Alive Leaning","Vines in the crown",0
"NACE-0267","NACE","NACE","FODU",3.00,2,"Region",2015,20150520,28602,"Parthenocissus quinquefolia","Tree",15662,"Morus alba","Alive Leaning","Vines in the crown",0
"NACE-0399","NACE","PISC","FOWA",1.00,1,"Region",2006,20060809,28602,"Parthenocissus quinquefolia","Tree",1845,"Quercus muehlenbergii","Alive Standing","Vines in the crown",0
"NACE-0399","NACE","PISC","FOWA",4.00,1,"Region",2018,20180727,28602,"Parthenocissus quinquefolia","Tree",1845,"Quercus muehlenbergii","Alive Standing",,0
"NACE-0621","NACE","PISC","PISC",4.00,2,"Region",2019,20190522,28602,"Parthenocissus quinquefolia","Tree",5805,"Liquidambar styraciflua","Alive Standing",,0
"CHOH-0741","CHOH","CUMB","na",2.00,4,"Region",2013,20130813,28602,"Parthenocissus quinquefolia","Tree",12420,"Acer negundo","Alive Leaning","Vines in the crown",0
"MONO-0052","MONO","MONO","na",2.00,3,"Park",2012,20120705,28602,"Parthenocissus quinquefolia","Tree",15849,"Pinus strobus","Alive Standing",,0
"CHOH-0256","CHOH","CUMB","na",2.00,3,"Region",2012,20120808,28602,"Parthenocissus quinquefolia","Tree",13769,"Prunus serotina","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",3.00,2,"Region",2015,20150514,28602,"Parthenocissus quinquefolia","Tree",316,"Prunus serotina","Alive Leaning",,0
"CHOH-1196","CHOH","BRUN","na",3.00,3,"Region",2016,20160524,28602,"Parthenocissus quinquefolia","Tree",17545,"Prunus serotina","Alive Leaning",,0
"CHOH-0281","CHOH","CUMB","na",3.00,2,"Region",2015,20150824,28602,"Parthenocissus quinquefolia","Tree",8171,"Sassafras albidum","Alive Standing","Vines in the crown",0
"CHOH-0281","CHOH","CUMB","na",1.00,2,"Region",2007,20070815,28602,"Parthenocissus quinquefolia","Tree",8171,"Sassafras albidum","Alive Standing",,0
"CHOH-0281","CHOH","CUMB","na",2.00,2,"Region",2011,20110817,28602,"Parthenocissus quinquefolia","Tree",8171,"Sassafras albidum","Alive Standing","Vines in the crown",0
"MANA-0002","MANA","MANA","na",3.00,1,"Region",2014,20140523,28602,"Parthenocissus quinquefolia","Tree",144,"Quercus X willdenowiana","Alive Standing",,0
"MANA-0091","MANA","MANA","na",1.00,2,"Region",2007,20070625,28602,"Parthenocissus quinquefolia","Tree",5450,"Pinus virginiana","Alive Standing",,0
"MANA-0170","MANA","MANA","na",1.00,2,"Region",2007,20070613,28602,"Parthenocissus quinquefolia","Tree",4888,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"MONO-0052","MONO","MONO","na",3.00,3,"Park",2016,20160517,28602,"Parthenocissus quinquefolia","Tree",15849,"Pinus strobus","Alive Standing",,0
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,28602,"Parthenocissus quinquefolia","Tree",19316,"Acer negundo","Alive Standing",,0
"NACE-0145","NACE","GREE","BAWA",1.00,3,"Region",2008,20080804,28602,"Parthenocissus quinquefolia","Tree",11664,"Pinus virginiana","Alive Standing",,0
"GWMP-0208","GWMP","TIDE","THIS",3.00,1,"Region",2014,20140609,28602,"Parthenocissus quinquefolia","Inactive (In Field)",1245,"Acer negundo","Alive Leaning",,0
"CHOH-0986","CHOH","BRUN","na",4.00,2,"Region",2019,20190607,28602,"Parthenocissus quinquefolia","Tree",5394,"Acer saccharinum","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",3.00,2,"Region",2015,20150730,28602,"Parthenocissus quinquefolia","Tree",5394,"Acer saccharinum","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",2.00,2,"Region",2011,20110921,28602,"Parthenocissus quinquefolia","Tree",5394,"Acer saccharinum","Alive Standing",,0
"CHOH-0986","CHOH","BRUN","na",1.00,2,"Region",2007,20070710,28602,"Parthenocissus quinquefolia","Tree",5394,"Acer saccharinum","Alive Standing",,0
"CHOH-0262","CHOH","WILL","na",1.00,1,"Region",2006,20061003,28602,"Parthenocissus quinquefolia","Tree",3747,"Celtis occidentalis","Alive Standing",,0
"CHOH-0262","CHOH","WILL","na",4.00,1,"Region",2018,20180718,28602,"Parthenocissus quinquefolia","Tree",3747,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"CHOH-0262","CHOH","WILL","na",3.00,1,"Region",2014,20140821,28602,"Parthenocissus quinquefolia","Tree",3747,"Celtis occidentalis","Alive Standing",,0
"HAFE-0240","HAFE","LOHE","na",1.00,4,"Region",2009,20090611,28602,"Parthenocissus quinquefolia","Tree",18152,"Quercus prinus","Alive Standing",,0
"MANA-0218","MANA","MANA","na",3.00,3,"Region",2016,20160428,28602,"Parthenocissus quinquefolia","Tree",11344,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-0262","CHOH","WILL","na",3.00,1,"Region",2014,20140821,28602,"Parthenocissus quinquefolia","Tree",3739,"Acer negundo","Alive Standing",,0
"NACE-0621","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,28602,"Parthenocissus quinquefolia","Tree",5805,"Liquidambar styraciflua","Alive Standing",,0
"NACE-0621","NACE","PISC","PISC",2.00,2,"Region",2011,20110617,28602,"Parthenocissus quinquefolia","Tree",5805,"Liquidambar styraciflua","Alive Standing",,0
"GWMP-0256","GWMP","TIDE","na",4.00,2,"Region",2019,20190520,28602,"Parthenocissus quinquefolia","Tree",4547,"Ulmus americana","Alive Standing","Vines in the crown",0
"GWMP-0256","GWMP","TIDE","na",3.00,2,"Region",2015,20150515,28602,"Parthenocissus quinquefolia","Tree",4547,"Ulmus americana","Alive Standing","Vines in the crown",0
"GWMP-0256","GWMP","TIDE","na",2.00,2,"Region",2011,20110705,28602,"Parthenocissus quinquefolia","Tree",4547,"Ulmus americana","Alive Standing","Vines in the crown",0
"NACE-0167","NACE","GREE","BAWA",1.00,4,"Region",2009,20090902,28602,"Parthenocissus quinquefolia","Tree",14797,"Populus deltoides","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",1.00,1,"Region",2006,20060717,28602,"Parthenocissus quinquefolia","Tree",76,"Prunus serotina","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",4.00,2,"Region",2019,20190517,28602,"Parthenocissus quinquefolia","Tree",316,"Prunus serotina","Alive Leaning","Vines in the crown",0
"MANA-0218","MANA","MANA","na",1.00,3,"Region",2008,20080929,28602,"Parthenocissus quinquefolia","Tree",11344,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"ANTI-0190","ANTI","ANTI","na",4.00,2,"Region",2019,20190529,28602,"Parthenocissus quinquefolia","Tree",8339,"Morus alba","Alive Standing",,0
"CHOH-0788","CHOH","WILL","na",4.00,1,"Region",2018,20180921,28602,"Parthenocissus quinquefolia","Tree",1344,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-0015","CHOH","CUMB","na",2.00,4,"Region",2013,20130812,28602,"Parthenocissus quinquefolia","Tree",18589,"Acer negundo","Alive Standing",,0
"PRWI-0111","PRWI","PRWI","na",3.00,4,"Region",2017,20170602,28602,"Parthenocissus quinquefolia","Tree",13809,"Prunus serotina","Alive Fallen",,0
"CHOH-0015","CHOH","CUMB","na",2.00,4,"Region",2013,20130812,28602,"Parthenocissus quinquefolia","Tree",18538,"Acer negundo","Alive Standing",,0
"CHOH-0256","CHOH","CUMB","na",2.00,3,"Region",2012,20120808,28602,"Parthenocissus quinquefolia","Tree",13770,"Prunus serotina","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",2.00,1,"Region",2010,20100528,28602,"Parthenocissus quinquefolia","Tree",74,"Quercus alba","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",1.00,1,"Region",2006,20060717,28602,"Parthenocissus quinquefolia","Tree",74,"Quercus alba","Alive Standing",,0
