Plot_Name,Unit_Code,Unit_Group,Subunit_Code,Cycle,Panel,Frame,Sample_Year,Date,Microplot_ID,TSN,TaxonCode,Latin_Name,Cover
DEWA-022,DEWA,DEWA,na,3,12,ERMN,2018,20180613,330,23610,5525,Vaccinium pallidum,1.5
DEWA-022,DEWA,DEWA,na,2,8,ERMN,2014,20140619,330,23610,5525,Vaccinium pallidum,1.5
DEWA-025,DEWA,DEWA,na,3,10,ERMN,2016,20160609,150,18835,574,Berberis thunbergii,0.5
DEWA-025,DEWA,DEWA,na,3,10,ERMN,2016,20160609,150,18147,3018,Lindera benzoin,0.5
DEWA-025,DEWA,DEWA,na,3,10,ERMN,2016,20160609,210,35253,5617,Viburnum prunifolium,0.5
DEWA-025,DEWA,DEWA,na,3,10,ERMN,2016,20160609,30,18147,3018,Lindera benzoin,0.5
DEWA-025,DEWA,DEWA,na,3,10,ERMN,2016,20160609,30,35253,5617,Viburnum prunifolium,0.5
DEWA-025,DEWA,DEWA,na,2,6,ERMN,2012,20120613,330,18147,3018,Lindera benzoin,0.5
DEWA-025,DEWA,DEWA,na,3,10,ERMN,2016,20160609,330,35255,5600,Viburnum acerifolium,0.5
DEWA-025,DEWA,DEWA,na,1,2,ERMN,2008,20080616,330,35255,5600,Viburnum acerifolium,0.5
DEWA-025,DEWA,DEWA,na,2,6,ERMN,2012,20120613,330,35255,5600,Viburnum acerifolium,0.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,150,35299,3100,Lonicera morrowii,3.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,150,24866,4487,Rubus allegheniensis,1.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,150,24854,4535,Rubus occidentalis,1.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,210,35299,3100,Lonicera morrowii,37.5
DEWA-026,DEWA,DEWA,na,2,6,ERMN,2012,20120613,210,35299,3100,Lonicera morrowii,7.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,30,24833,4467,Rosa multiflora,1.5
DEWA-026,DEWA,DEWA,na,1,2,ERMN,2008,20080623,30,24866,4487,Rubus allegheniensis,1.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,30,24866,4487,Rubus allegheniensis,0.5
DEWA-026,DEWA,DEWA,na,2,6,ERMN,2012,20120613,30,24866,4487,Rubus allegheniensis,3.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,30,24854,4535,Rubus occidentalis,3.5
DEWA-026,DEWA,DEWA,na,2,6,ERMN,2012,20120613,30,24854,4535,Rubus occidentalis,1.5
DEWA-026,DEWA,DEWA,na,1,2,ERMN,2008,20080623,30,24854,4535,Rubus occidentalis,3.5
DEWA-026,DEWA,DEWA,na,2,6,ERMN,2012,20120613,30,24848,4484,Rubus sp.,0.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,330,24866,4487,Rubus allegheniensis,1.5
DEWA-026,DEWA,DEWA,na,3,10,ERMN,2016,20160613,330,24848,4484,Rubus sp.,0.5
DEWA-027,DEWA,DEWA,na,2,7,ERMN,2013,20130613,150,18835,574,Berberis thunbergii,0.5
DEWA-027,DEWA,DEWA,na,2,7,ERMN,2013,20130613,150,23573,5519,Vaccinium corymbosum,0.5
DEWA-027,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23573,5519,Vaccinium corymbosum,1.5
DEWA-027,DEWA,DEWA,na,3,11,ERMN,2017,20170615,150,23573,5519,Vaccinium corymbosum,3.5
DEWA-027,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23610,5525,Vaccinium pallidum,0.5
DEWA-027,DEWA,DEWA,na,2,7,ERMN,2013,20130613,150,23571,5516,Vaccinium sp.,0.5
DEWA-027,DEWA,DEWA,na,3,11,ERMN,2017,20170615,210,23573,5519,Vaccinium corymbosum,0.5
DEWA-027,DEWA,DEWA,na,2,7,ERMN,2013,20130613,210,23573,5519,Vaccinium corymbosum,0.5
DEWA-027,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23573,5519,Vaccinium corymbosum,0.5
DEWA-027,DEWA,DEWA,na,1,3,ERMN,2009,20090617,30,18835,574,Berberis thunbergii,0.5
DEWA-027,DEWA,DEWA,na,2,7,ERMN,2013,20130613,330,18147,3018,Lindera benzoin,0.5
DEWA-027,DEWA,DEWA,na,1,3,ERMN,2009,20090617,330,18147,3018,Lindera benzoin,0.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,150,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,150,23660,2275,Gaylussacia baccata,62.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,150,23660,2275,Gaylussacia baccata,62.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,150,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,150,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,150,23579,5517,Vaccinium angustifolium,1.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,150,23579,5517,Vaccinium angustifolium,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,150,23579,5517,Vaccinium angustifolium,7.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,150,23579,5517,Vaccinium angustifolium,7.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,150,23610,5525,Vaccinium pallidum,1.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,150,23610,5525,Vaccinium pallidum,3.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,150,23610,5525,Vaccinium pallidum,17.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,150,23610,5525,Vaccinium pallidum,3.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,150,23615,5527,Vaccinium stamineum,3.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,150,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,150,23615,5527,Vaccinium stamineum,7.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,150,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,210,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,210,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,210,23657,2270,Gaultheria procumbens,1.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,210,23657,2270,Gaultheria procumbens,1.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,210,23660,2275,Gaylussacia baccata,7.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,210,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,210,23660,2275,Gaylussacia baccata,85
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,210,23660,2275,Gaylussacia baccata,17.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,210,23579,5517,Vaccinium angustifolium,3.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,210,23579,5517,Vaccinium angustifolium,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,210,23579,5517,Vaccinium angustifolium,7.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,210,23579,5517,Vaccinium angustifolium,17.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,210,23610,5525,Vaccinium pallidum,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,210,23610,5525,Vaccinium pallidum,3.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,210,23610,5525,Vaccinium pallidum,1.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,210,23610,5525,Vaccinium pallidum,17.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,210,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,210,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,210,23615,5527,Vaccinium stamineum,3.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,210,23615,5527,Vaccinium stamineum,1.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,30,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,30,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,30,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,30,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,30,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,30,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,30,23660,2275,Gaylussacia baccata,7.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,30,23579,5517,Vaccinium angustifolium,7.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,30,23579,5517,Vaccinium angustifolium,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,30,23579,5517,Vaccinium angustifolium,7.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,30,23579,5517,Vaccinium angustifolium,37.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,30,23610,5525,Vaccinium pallidum,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,30,23610,5525,Vaccinium pallidum,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,30,23610,5525,Vaccinium pallidum,1.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,30,23610,5525,Vaccinium pallidum,7.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,30,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,30,23615,5527,Vaccinium stamineum,3.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,30,23615,5527,Vaccinium stamineum,7.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,30,23615,5527,Vaccinium stamineum,1.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,330,23646,1971,Epigaea repens,7.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,330,23646,1971,Epigaea repens,0.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,330,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,330,23657,2270,Gaultheria procumbens,0.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,330,23657,2270,Gaultheria procumbens,3.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,330,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,330,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,330,23660,2275,Gaylussacia baccata,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,330,23660,2275,Gaylussacia baccata,3.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,330,23579,5517,Vaccinium angustifolium,62.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,330,23579,5517,Vaccinium angustifolium,62.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,330,23579,5517,Vaccinium angustifolium,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,330,23579,5517,Vaccinium angustifolium,3.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,330,23610,5525,Vaccinium pallidum,37.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,330,23610,5525,Vaccinium pallidum,37.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,330,23610,5525,Vaccinium pallidum,7.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,330,23610,5525,Vaccinium pallidum,37.5
DEWA-029,DEWA,DEWA,na,4,13,ERMN,2019,20190617,330,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,2,5,ERMN,2011,20110607,330,23615,5527,Vaccinium stamineum,0.5
DEWA-029,DEWA,DEWA,na,1,1,ERMN,2007,20070705,330,23615,5527,Vaccinium stamineum,17.5
DEWA-029,DEWA,DEWA,na,3,9,ERMN,2015,20150610,330,23615,5527,Vaccinium stamineum,1.5
DEWA-034,DEWA,DEWA,na,2,5,ERMN,2011,20110614,330,23660,2275,Gaylussacia baccata,3.5
DEWA-034,DEWA,DEWA,na,4,13,ERMN,2019,20190627,330,23660,2275,Gaylussacia baccata,17.5
DEWA-034,DEWA,DEWA,na,3,9,ERMN,2015,20150623,330,23660,2275,Gaylussacia baccata,3.5
DEWA-034,DEWA,DEWA,na,3,9,ERMN,2015,20150623,330,23700,4390,Rhododendron sp.,0.5
DEWA-034,DEWA,DEWA,na,4,13,ERMN,2019,20190627,330,23700,4390,Rhododendron sp.,3.5
DEWA-034,DEWA,DEWA,na,2,5,ERMN,2011,20110614,330,23700,4390,Rhododendron sp.,0.5
DEWA-034,DEWA,DEWA,na,3,9,ERMN,2015,20150623,330,23579,5517,Vaccinium angustifolium,1.5
DEWA-034,DEWA,DEWA,na,4,13,ERMN,2019,20190627,330,23579,5517,Vaccinium angustifolium,3.5
DEWA-034,DEWA,DEWA,na,2,5,ERMN,2011,20110614,330,23579,5517,Vaccinium angustifolium,1.5
DEWA-034,DEWA,DEWA,na,3,9,ERMN,2015,20150623,330,23610,5525,Vaccinium pallidum,1.5
DEWA-034,DEWA,DEWA,na,1,1,ERMN,2007,20070723,330,23610,5525,Vaccinium pallidum,3.5
DEWA-034,DEWA,DEWA,na,2,5,ERMN,2011,20110614,330,23610,5525,Vaccinium pallidum,3.5
DEWA-034,DEWA,DEWA,na,4,13,ERMN,2019,20190627,330,23610,5525,Vaccinium pallidum,7.5
DEWA-034,DEWA,DEWA,na,1,1,ERMN,2007,20070723,330,23615,5527,Vaccinium stamineum,7.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,150,18835,574,Berberis thunbergii,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,150,27946,5869,Euonymus alatus,0.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,27946,5869,Euonymus alatus,0.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,18147,3018,Lindera benzoin,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,150,18147,3018,Lindera benzoin,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,150,35298,3099,Lonicera maackii,1.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,150,35299,3100,Lonicera morrowii,3.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,35299,3100,Lonicera morrowii,7.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,24833,4467,Rosa multiflora,3.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,150,24833,4467,Rosa multiflora,3.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,150,24833,4467,Rosa multiflora,17.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,210,27946,5869,Euonymus alatus,62.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,210,27946,5869,Euonymus alatus,85
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,210,,5872,Euonymus americanus,17.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,210,18147,3018,Lindera benzoin,0.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,210,24833,4467,Rosa multiflora,3.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,210,24833,4467,Rosa multiflora,1.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,210,24833,4467,Rosa multiflora,7.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,18835,574,Berberis thunbergii,7.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,30,18835,574,Berberis thunbergii,0.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,18835,574,Berberis thunbergii,1.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,27946,5869,Euonymus alatus,17.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,30,27946,5869,Euonymus alatus,62.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,,5872,Euonymus americanus,3.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,18147,3018,Lindera benzoin,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,30,35298,3099,Lonicera maackii,3.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,35298,3099,Lonicera maackii,3.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,35298,3099,Lonicera maackii,1.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,35299,3100,Lonicera morrowii,3.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,35299,3100,Lonicera morrowii,3.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,30,987654,3092,Lonicera sp. Exotic,7.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,987654,3092,Lonicera sp. Exotic,1.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,24833,4467,Rosa multiflora,3.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,24833,4467,Rosa multiflora,3.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,30,24833,4467,Rosa multiflora,7.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,24854,4535,Rubus occidentalis,0.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,24854,4535,Rubus occidentalis,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,30,24854,4535,Rubus occidentalis,0.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,30,35253,5617,Viburnum prunifolium,0.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,30,35253,5617,Viburnum prunifolium,0.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,330,18835,574,Berberis thunbergii,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,330,18835,574,Berberis thunbergii,0.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,330,18835,574,Berberis thunbergii,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,330,27946,5869,Euonymus alatus,7.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,330,27946,5869,Euonymus alatus,3.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,330,,5872,Euonymus americanus,1.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,330,18147,3018,Lindera benzoin,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,330,18147,3018,Lindera benzoin,0.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,330,35299,3100,Lonicera morrowii,0.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,330,35299,3100,Lonicera morrowii,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,330,987654,3092,Lonicera sp. Exotic,3.5
DEWA-037,DEWA,DEWA,na,2,6,ERMN,2012,20120612,330,24833,4467,Rosa multiflora,0.5
DEWA-037,DEWA,DEWA,na,3,10,ERMN,2016,20160607,330,24833,4467,Rosa multiflora,1.5
DEWA-037,DEWA,DEWA,na,1,2,ERMN,2008,20080701,330,35253,5617,Viburnum prunifolium,3.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,150,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23657,2270,Gaultheria procumbens,7.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,150,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23660,2275,Gaylussacia baccata,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23579,5517,Vaccinium angustifolium,17.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,150,23579,5517,Vaccinium angustifolium,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,150,23579,5517,Vaccinium angustifolium,1.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23610,5525,Vaccinium pallidum,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,150,23610,5525,Vaccinium pallidum,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,150,23615,5527,Vaccinium stamineum,1.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,150,23615,5527,Vaccinium stamineum,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,150,23615,5527,Vaccinium stamineum,7.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,210,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,210,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23657,2270,Gaultheria procumbens,3.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23660,2275,Gaylussacia baccata,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,210,23579,5517,Vaccinium angustifolium,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,210,23579,5517,Vaccinium angustifolium,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23579,5517,Vaccinium angustifolium,7.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23573,5519,Vaccinium corymbosum,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,210,23610,5525,Vaccinium pallidum,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23610,5525,Vaccinium pallidum,1.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,210,23615,5527,Vaccinium stamineum,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,210,23615,5527,Vaccinium stamineum,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,210,23615,5527,Vaccinium stamineum,3.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,30,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,30,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,30,23657,2270,Gaultheria procumbens,1.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,30,23660,2275,Gaylussacia baccata,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,30,23660,2275,Gaylussacia baccata,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,30,23660,2275,Gaylussacia baccata,1.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,30,23579,5517,Vaccinium angustifolium,3.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,30,23579,5517,Vaccinium angustifolium,3.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,30,23579,5517,Vaccinium angustifolium,37.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,30,23610,5525,Vaccinium pallidum,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,30,23610,5525,Vaccinium pallidum,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,330,23657,2270,Gaultheria procumbens,0.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,330,23660,2275,Gaylussacia baccata,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,330,23660,2275,Gaylussacia baccata,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,330,23660,2275,Gaylussacia baccata,17.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,330,23579,5517,Vaccinium angustifolium,17.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,330,23579,5517,Vaccinium angustifolium,0.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,330,23579,5517,Vaccinium angustifolium,3.5
DEWA-045,DEWA,DEWA,na,2,7,ERMN,2013,20130617,330,23610,5525,Vaccinium pallidum,0.5
DEWA-045,DEWA,DEWA,na,1,3,ERMN,2009,20090617,330,23610,5525,Vaccinium pallidum,1.5
DEWA-045,DEWA,DEWA,na,3,11,ERMN,2017,20170618,330,23610,5525,Vaccinium pallidum,0.5
DEWA-048,DEWA,DEWA,na,3,10,ERMN,2016,20160609,150,23660,2275,Gaylussacia baccata,0.5
DEWA-048,DEWA,DEWA,na,1,2,ERMN,2008,20080618,150,23660,2275,Gaylussacia baccata,0.5
DEWA-048,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,23660,2275,Gaylussacia baccata,0.5
DEWA-048,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,23573,5519,Vaccinium corymbosum,0.5
DEWA-048,DEWA,DEWA,na,2,6,ERMN,2012,20120612,150,23610,5525,Vaccinium pallidum,3.5
DEWA-048,DEWA,DEWA,na,3,10,ERMN,2016,20160609,150,23610,5525,Vaccinium pallidum,3.5
DEWA-048,DEWA,DEWA,na,1,2,ERMN,2008,20080618,150,23610,5525,Vaccinium pallidum,3.5
DEWA-048,DEWA,DEWA,na,3,10,ERMN,2016,20160609,210,23573,5519,Vaccinium corymbosum,1.5
DEWA-048,DEWA,DEWA,na,2,6,ERMN,2012,20120612,210,23573,5519,Vaccinium corymbosum,0.5
DEWA-048,DEWA,DEWA,na,3,10,ERMN,2016,20160609,210,23610,5525,Vaccinium pallidum,3.5
DEWA-048,DEWA,DEWA,na,1,2,ERMN,2008,20080618,210,23610,5525,Vaccinium pallidum,7.5
DEWA-048,DEWA,DEWA,na,2,6,ERMN,2012,20120612,210,23610,5525,Vaccinium pallidum,7.5
